Sample	City	(<i>Z</i>)-butanethiol-<i>S</i>-oxide biosynthesis	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	2-aminoethylphosphonate degradation III	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NADH repair	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Protein-Modification	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	ascorbate glutathione cycle	benzoate fermentation (to acetate and cyclohexane carboxylate)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	crotonate fermentation (to acetate and cyclohexane carboxylate)	detoxification of reactive carbonyls in chloroplasts	ethylene biosynthesis IV	ethylene glycol biosynthesis	ethylmalonyl pathway	farnesylcysteine salvage pathway	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	isopropanol biosynthesis	lactate biosynthesis (archaea)	long chain fatty acid ester synthesis for microdiesel production	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	mycothiol-mediated detoxification	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
CAMDA23_MetaSUB_gCSD16_BER_4	BER	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	13.0	5.0	5.0	11.0	3.0	1.0	0.0	0.0	2.0	9.0	1.0	54.0	42.0	1.0	1.0	1.0	2.0	13.0	1.0	0.0	1.0	11.0	1.0	3.0	51.0	25.0	14.0	84.0	0.0	2.0	1.0	15.0	8.0	2.0	7.0	0.0	1.0	42.0	0.0	0.0	0.0	0.0	10.0	30.0	33.0	2.0	3.0	8.0	4.0	12.0	10.0	2.0	0.0	8.0	1.0	147.0	22.0	0.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BER_5	BER	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	29.0	1.0	8.0	55.0	3.0	1.0	1.0	0.0	2.0	9.0	4.0	59.0	59.0	1.0	1.0	3.0	2.0	13.0	1.0	1.0	1.0	18.0	1.0	4.0	50.0	27.0	20.0	89.0	0.0	2.0	2.0	21.0	8.0	5.0	13.0	1.0	1.0	62.0	1.0	0.0	2.0	0.0	14.0	31.0	37.0	2.0	8.0	12.0	4.0	16.0	7.0	2.0	0.0	10.0	1.0	192.0	32.0	5.0	5.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BER_6	BER	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	9.0	2.0	5.0	7.0	3.0	1.0	1.0	0.0	2.0	4.0	2.0	27.0	28.0	1.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	4.0	2.0	1.0	26.0	11.0	11.0	39.0	0.0	1.0	0.0	3.0	5.0	1.0	8.0	1.0	1.0	26.0	0.0	0.0	0.0	0.0	3.0	14.0	22.0	1.0	3.0	4.0	2.0	6.0	3.0	0.0	0.0	3.0	0.0	118.0	13.0	0.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BER_7	BER	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	9.0	3.0	4.0	9.0	3.0	1.0	0.0	1.0	0.0	4.0	1.0	30.0	22.0	1.0	1.0	1.0	2.0	10.0	1.0	1.0	0.0	6.0	1.0	1.0	20.0	11.0	11.0	46.0	0.0	1.0	0.0	10.0	7.0	2.0	8.0	1.0	1.0	28.0	0.0	0.0	0.0	0.0	6.0	21.0	24.0	0.0	1.0	8.0	2.0	6.0	3.0	0.0	0.0	4.0	1.0	91.0	10.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BER_8	BER	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	27.0	6.0	9.0	73.0	3.0	1.0	1.0	2.0	2.0	13.0	5.0	70.0	70.0	1.0	2.0	3.0	3.0	17.0	1.0	1.0	1.0	20.0	2.0	4.0	71.0	42.0	27.0	127.0	1.0	2.0	3.0	24.0	8.0	5.0	17.0	2.0	1.0	65.0	1.0	1.0	1.0	0.0	22.0	52.0	39.0	3.0	12.0	14.0	4.0	20.0	17.0	2.0	1.0	11.0	1.0	214.0	45.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BER_9	BER	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	33.0	6.0	10.0	87.0	4.0	1.0	1.0	2.0	2.0	13.0	5.0	77.0	81.0	1.0	1.0	3.0	3.0	19.0	1.0	1.0	1.0	28.0	3.0	5.0	83.0	46.0	28.0	134.0	1.0	2.0	3.0	26.0	8.0	6.0	17.0	4.0	1.0	75.0	1.0	1.0	1.0	1.0	25.0	54.0	42.0	3.0	14.0	18.0	4.0	22.0	21.0	2.0	2.0	17.0	1.0	228.0	51.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_1	BOG	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	34.0	7.0	12.0	117.0	3.0	1.0	1.0	2.0	2.0	14.0	5.0	78.0	81.0	1.0	3.0	3.0	3.0	22.0	1.0	1.0	1.0	29.0	4.0	6.0	84.0	53.0	26.0	135.0	1.0	2.0	3.0	27.0	8.0	6.0	18.0	3.0	1.0	73.0	3.0	1.0	2.0	1.0	25.0	58.0	42.0	3.0	15.0	19.0	4.0	22.0	22.0	2.0	1.0	17.0	1.0	243.0	55.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_10	BOG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	33.0	7.0	11.0	113.0	3.0	1.0	1.0	2.0	2.0	14.0	5.0	79.0	81.0	1.0	2.0	3.0	3.0	22.0	1.0	1.0	1.0	29.0	5.0	6.0	85.0	53.0	27.0	136.0	1.0	2.0	3.0	28.0	8.0	6.0	20.0	5.0	1.0	75.0	3.0	1.0	1.0	1.0	25.0	56.0	42.0	3.0	15.0	19.0	4.0	21.0	23.0	2.0	2.0	16.0	1.0	240.0	58.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_11	BOG	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	31.0	7.0	10.0	102.0	3.0	1.0	1.0	2.0	2.0	13.0	5.0	78.0	79.0	1.0	4.0	3.0	3.0	22.0	1.0	1.0	1.0	26.0	4.0	6.0	78.0	50.0	26.0	128.0	1.0	2.0	3.0	25.0	8.0	6.0	17.0	3.0	1.0	72.0	2.0	1.0	1.0	1.0	25.0	54.0	42.0	3.0	13.0	18.0	4.0	21.0	20.0	2.0	1.0	13.0	1.0	234.0	50.0	8.0	5.0	8.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_12	BOG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	31.0	7.0	11.0	111.0	3.0	1.0	1.0	1.0	2.0	12.0	5.0	77.0	80.0	1.0	2.0	3.0	2.0	22.0	1.0	1.0	1.0	28.0	4.0	6.0	82.0	50.0	26.0	132.0	1.0	2.0	3.0	27.0	8.0	6.0	19.0	3.0	1.0	75.0	2.0	1.0	1.0	0.0	25.0	56.0	42.0	3.0	15.0	19.0	4.0	21.0	21.0	2.0	0.0	17.0	1.0	237.0	56.0	7.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_13	BOG	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	34.0	7.0	11.0	109.0	3.0	1.0	1.0	1.0	2.0	13.0	5.0	78.0	79.0	1.0	2.0	3.0	3.0	21.0	1.0	1.0	1.0	29.0	4.0	6.0	83.0	52.0	27.0	134.0	1.0	2.0	3.0	26.0	8.0	6.0	18.0	3.0	1.0	75.0	3.0	1.0	1.0	1.0	24.0	55.0	42.0	3.0	15.0	19.0	4.0	22.0	22.0	2.0	1.0	17.0	1.0	239.0	54.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_14	BOG	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	32.0	7.0	10.0	117.0	3.0	1.0	1.0	2.0	2.0	14.0	5.0	78.0	81.0	1.0	3.0	3.0	3.0	22.0	1.0	1.0	1.0	27.0	4.0	6.0	85.0	54.0	26.0	133.0	1.0	2.0	3.0	28.0	8.0	6.0	18.0	3.0	1.0	74.0	3.0	1.0	1.0	0.0	24.0	57.0	41.0	3.0	15.0	20.0	4.0	22.0	23.0	2.0	1.0	17.0	1.0	240.0	58.0	7.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_15	BOG	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	33.0	7.0	10.0	108.0	3.0	1.0	1.0	1.0	2.0	14.0	5.0	78.0	80.0	1.0	2.0	3.0	3.0	22.0	1.0	1.0	1.0	29.0	4.0	6.0	80.0	53.0	27.0	130.0	1.0	2.0	3.0	28.0	8.0	6.0	19.0	3.0	1.0	72.0	3.0	1.0	1.0	0.0	23.0	58.0	41.0	3.0	14.0	20.0	4.0	22.0	22.0	2.0	0.0	16.0	1.0	248.0	51.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_16	BOG	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	34.0	7.0	11.0	115.0	3.0	1.0	1.0	2.0	2.0	12.0	4.0	78.0	81.0	1.0	2.0	3.0	2.0	23.0	1.0	1.0	1.0	29.0	3.0	6.0	82.0	53.0	26.0	134.0	1.0	2.0	3.0	29.0	8.0	6.0	18.0	2.0	1.0	75.0	3.0	1.0	1.0	1.0	24.0	57.0	41.0	3.0	14.0	19.0	4.0	22.0	21.0	2.0	0.0	17.0	1.0	240.0	54.0	8.0	5.0	8.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_2	BOG	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	31.0	7.0	11.0	115.0	3.0	1.0	1.0	2.0	2.0	13.0	5.0	77.0	80.0	1.0	3.0	3.0	2.0	22.0	1.0	1.0	1.0	28.0	3.0	6.0	82.0	52.0	27.0	129.0	1.0	2.0	3.0	26.0	8.0	6.0	18.0	3.0	1.0	73.0	2.0	1.0	1.0	1.0	25.0	58.0	42.0	3.0	14.0	19.0	4.0	21.0	19.0	2.0	0.0	13.0	1.0	238.0	54.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_3	BOG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	32.0	7.0	12.0	114.0	3.0	1.0	1.0	2.0	2.0	15.0	5.0	79.0	81.0	1.0	2.0	3.0	3.0	23.0	1.0	1.0	1.0	27.0	3.0	6.0	85.0	53.0	28.0	132.0	1.0	2.0	3.0	28.0	8.0	6.0	18.0	2.0	1.0	75.0	2.0	1.0	1.0	0.0	24.0	58.0	41.0	3.0	14.0	19.0	4.0	21.0	23.0	2.0	2.0	17.0	1.0	244.0	57.0	7.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_4	BOG	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	30.0	7.0	10.0	94.0	3.0	1.0	1.0	1.0	2.0	13.0	5.0	77.0	78.0	1.0	3.0	3.0	3.0	20.0	1.0	1.0	1.0	27.0	2.0	6.0	78.0	50.0	26.0	129.0	1.0	2.0	3.0	27.0	8.0	6.0	18.0	3.0	1.0	74.0	2.0	1.0	1.0	0.0	23.0	51.0	41.0	3.0	14.0	19.0	4.0	22.0	21.0	2.0	1.0	16.0	1.0	230.0	50.0	7.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_5	BOG	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	34.0	7.0	11.0	114.0	3.0	1.0	1.0	2.0	2.0	13.0	5.0	78.0	82.0	1.0	2.0	3.0	3.0	24.0	1.0	1.0	1.0	29.0	4.0	6.0	85.0	54.0	27.0	136.0	1.0	2.0	3.0	27.0	8.0	6.0	20.0	3.0	1.0	75.0	3.0	1.0	2.0	1.0	25.0	55.0	42.0	3.0	14.0	20.0	4.0	22.0	23.0	2.0	1.0	16.0	1.0	247.0	55.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_6	BOG	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	35.0	7.0	11.0	111.0	3.0	1.0	1.0	2.0	2.0	14.0	5.0	77.0	82.0	1.0	4.0	3.0	3.0	20.0	1.0	1.0	1.0	27.0	3.0	6.0	81.0	54.0	27.0	136.0	1.0	2.0	3.0	27.0	8.0	6.0	19.0	2.0	1.0	71.0	3.0	1.0	2.0	1.0	25.0	57.0	41.0	3.0	15.0	19.0	4.0	22.0	22.0	2.0	1.0	16.0	1.0	236.0	54.0	5.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_8	BOG	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	31.0	7.0	10.0	103.0	3.0	1.0	1.0	2.0	2.0	13.0	5.0	78.0	80.0	1.0	3.0	3.0	3.0	17.0	1.0	1.0	1.0	28.0	3.0	6.0	82.0	52.0	27.0	133.0	1.0	2.0	3.0	28.0	8.0	6.0	17.0	3.0	1.0	71.0	1.0	1.0	1.0	1.0	25.0	53.0	40.0	3.0	12.0	17.0	4.0	22.0	23.0	2.0	2.0	17.0	1.0	228.0	52.0	8.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_9	BOG	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	29.0	8.0	10.0	104.0	3.0	1.0	1.0	1.0	2.0	13.0	5.0	77.0	76.0	1.0	2.0	3.0	3.0	21.0	1.0	1.0	1.0	27.0	3.0	6.0	77.0	50.0	26.0	129.0	1.0	2.0	3.0	25.0	8.0	6.0	19.0	2.0	1.0	75.0	3.0	1.0	1.0	1.0	25.0	53.0	42.0	3.0	15.0	19.0	4.0	22.0	18.0	2.0	1.0	16.0	1.0	228.0	53.0	7.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_1	DEN	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	11.0	1.0	6.0	23.0	3.0	1.0	1.0	0.0	1.0	8.0	2.0	42.0	30.0	1.0	1.0	2.0	2.0	7.0	1.0	0.0	0.0	8.0	0.0	1.0	32.0	11.0	17.0	61.0	0.0	0.0	0.0	11.0	4.0	2.0	6.0	1.0	1.0	39.0	0.0	0.0	0.0	0.0	7.0	19.0	33.0	1.0	9.0	5.0	2.0	10.0	2.0	0.0	0.0	8.0	1.0	137.0	12.0	2.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_10	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_11	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_12	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_13	DEN	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	14.0	4.0	7.0	49.0	3.0	1.0	0.0	0.0	2.0	9.0	3.0	41.0	36.0	1.0	2.0	1.0	2.0	11.0	1.0	1.0	1.0	16.0	1.0	3.0	54.0	26.0	19.0	81.0	0.0	1.0	2.0	11.0	8.0	4.0	11.0	1.0	1.0	46.0	0.0	0.0	1.0	0.0	7.0	25.0	28.0	2.0	6.0	9.0	2.0	16.0	13.0	2.0	0.0	6.0	1.0	181.0	34.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_14	DEN	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	5.0	4.0	3.0	1.0	0.0	0.0	2.0	8.0	1.0	22.0	27.0	1.0	0.0	1.0	2.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	24.0	12.0	15.0	49.0	0.0	2.0	0.0	8.0	3.0	2.0	6.0	1.0	1.0	27.0	0.0	0.0	0.0	0.0	4.0	18.0	28.0	0.0	0.0	6.0	4.0	5.0	6.0	0.0	0.0	6.0	0.0	122.0	12.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
