Sample	City	2-Aminoethylphosphonate-Degradation	Activation-Inactivation-Interconversion	All-Trans-Farnesyl-PP-Biosynthesis	Biosynthesis	Citrulline-Biosynthesis	Degradation	Detoxification	Energy-Metabolism	Fermentation	Macromolecule-Modification	Metabolic-Clusters	Photosynthesis	Respiration	Super-Pathways
CAMDA23_MetaSUB_gCSD16_TOK_18	TOK	2.0	3.0	1.0	736.0	1.0	495.0	15.0	52.0	24.0	1.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_19	TOK	2.0	3.0	1.0	651.0	1.0	392.0	11.0	44.0	26.0	1.0	2.0	5.0	11.0	5.0
CAMDA23_MetaSUB_gCSD16_TOK_2	TOK	2.0	3.0	1.0	652.0	1.0	409.0	14.0	47.0	22.0	2.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_20	TOK	3.0	3.0	1.0	739.0	1.0	520.0	15.0	53.0	28.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_21	TOK	2.0	3.0	1.0	747.0	1.0	518.0	16.0	52.0	27.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_22	TOK	2.0	3.0	1.0	721.0	1.0	497.0	13.0	55.0	29.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_23	TOK	1.0	3.0	1.0	594.0	1.0	329.0	12.0	44.0	25.0	2.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_24	TOK	3.0	3.0	1.0	743.0	1.0	532.0	15.0	54.0	25.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_3	TOK	3.0	3.0	1.0	732.0	1.0	506.0	14.0	53.0	27.0	0.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_4	TOK	2.0	3.0	1.0	620.0	1.0	317.0	13.0	43.0	18.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_TOK_5	TOK	3.0	3.0	1.0	634.0	1.0	416.0	9.0	44.0	20.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_6	TOK	3.0	3.0	1.0	680.0	1.0	466.0	15.0	49.0	24.0	2.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_7	TOK	3.0	3.0	1.0	742.0	1.0	523.0	16.0	55.0	28.0	2.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_8	TOK	3.0	3.0	1.0	764.0	1.0	571.0	15.0	56.0	28.0	2.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_9	TOK	2.0	3.0	1.0	728.0	1.0	486.0	15.0	51.0	28.0	2.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_1	BAL	1.0	3.0	1.0	477.0	1.0	243.0	7.0	38.0	18.0	0.0	2.0	4.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_BAL_10	BAL	1.0	3.0	1.0	415.0	0.0	193.0	8.0	32.0	16.0	0.0	2.0	1.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_BAL_11	BAL	1.0	3.0	1.0	537.0	1.0	331.0	5.0	38.0	18.0	0.0	2.0	4.0	9.0	4.0
CAMDA23_MetaSUB_gCSD17_BAL_12	BAL	1.0	3.0	1.0	631.0	1.0	410.0	10.0	47.0	25.0	0.0	2.0	5.0	10.0	6.0
CAMDA23_MetaSUB_gCSD17_BAL_14	BAL	1.0	3.0	0.0	537.0	1.0	318.0	7.0	41.0	17.0	0.0	2.0	4.0	8.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_2	BAL	1.0	3.0	1.0	541.0	1.0	266.0	8.0	36.0	22.0	0.0	2.0	5.0	8.0	5.0
CAMDA23_MetaSUB_gCSD17_BAL_3	BAL	2.0	3.0	1.0	623.0	1.0	415.0	9.0	50.0	22.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_4	BAL	0.0	1.0	0.0	47.0	0.0	27.0	0.0	6.0	3.0	0.0	0.0	1.0	3.0	1.0
CAMDA23_MetaSUB_gCSD17_BAL_5	BAL	3.0	3.0	1.0	592.0	1.0	403.0	6.0	48.0	21.0	0.0	2.0	4.0	9.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_6	BAL	1.0	3.0	0.0	591.0	1.0	387.0	6.0	45.0	21.0	0.0	2.0	4.0	8.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_7	BAL	2.0	3.0	1.0	660.0	1.0	459.0	11.0	48.0	23.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_8	BAL	2.0	3.0	1.0	670.0	1.0	467.0	12.0	52.0	22.0	1.0	2.0	4.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_BAL_9	BAL	2.0	3.0	1.0	630.0	1.0	436.0	9.0	52.0	21.0	0.0	2.0	4.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_1	DEN	1.0	3.0	1.0	513.0	1.0	307.0	5.0	42.0	18.0	0.0	2.0	3.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_DEN_10	DEN	1.0	1.0	0.0	104.0	0.0	53.0	3.0	7.0	7.0	0.0	0.0	1.0	2.0	1.0
CAMDA23_MetaSUB_gCSD17_DEN_11	DEN	1.0	3.0	1.0	497.0	1.0	231.0	7.0	37.0	18.0	0.0	2.0	5.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_DEN_12	DEN	0.0	1.0	0.0	84.0	0.0	35.0	1.0	3.0	4.0	0.0	0.0	1.0	1.0	2.0
CAMDA23_MetaSUB_gCSD17_DEN_13	DEN	0.0	0.0	0.0	20.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_15	DEN	2.0	3.0	1.0	453.0	1.0	226.0	6.0	37.0	18.0	1.0	2.0	5.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_DEN_16	DEN	1.0	3.0	0.0	510.0	0.0	262.0	8.0	36.0	19.0	0.0	2.0	3.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_17	DEN	1.0	3.0	1.0	575.0	1.0	348.0	9.0	43.0	20.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_18	DEN	1.0	3.0	1.0	415.0	1.0	189.0	7.0	32.0	17.0	0.0	2.0	3.0	6.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_19	DEN	2.0	3.0	1.0	539.0	1.0	305.0	7.0	43.0	19.0	0.0	2.0	4.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_2	DEN	1.0	3.0	1.0	316.0	0.0	164.0	4.0	26.0	11.0	0.0	0.0	4.0	5.0	4.0
CAMDA23_MetaSUB_gCSD17_DEN_20	DEN	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_21	DEN	1.0	3.0	1.0	478.0	1.0	231.0	6.0	35.0	15.0	0.0	2.0	3.0	8.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_22	DEN	0.0	1.0	0.0	344.0	0.0	173.0	4.0	8.0	13.0	0.0	2.0	3.0	3.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_23	DEN	1.0	3.0	1.0	596.0	1.0	384.0	6.0	48.0	23.0	0.0	2.0	5.0	8.0	7.0
CAMDA23_MetaSUB_gCSD17_DEN_3	DEN	2.0	3.0	1.0	543.0	1.0	263.0	7.0	37.0	18.0	0.0	2.0	3.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_4	DEN	0.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_5	DEN	1.0	3.0	0.0	389.0	1.0	197.0	4.0	35.0	10.0	0.0	2.0	4.0	4.0	4.0
CAMDA23_MetaSUB_gCSD17_DEN_6	DEN	2.0	2.0	0.0	289.0	0.0	127.0	2.0	10.0	8.0	0.0	2.0	2.0	9.0	3.0
CAMDA23_MetaSUB_gCSD17_DEN_7	DEN	2.0	3.0	1.0	553.0	1.0	336.0	5.0	44.0	19.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_DEN_8	DEN	2.0	3.0	1.0	502.0	1.0	249.0	6.0	38.0	13.0	1.0	2.0	4.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_DEN_9	DEN	1.0	3.0	1.0	571.0	1.0	363.0	9.0	46.0	18.0	1.0	2.0	5.0	11.0	6.0
CAMDA23_MetaSUB_gCSD17_DOH_1	DOH	2.0	3.0	1.0	626.0	1.0	375.0	8.0	43.0	23.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_DOH_10	DOH	2.0	3.0	1.0	604.0	1.0	398.0	8.0	44.0	22.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_11	DOH	2.0	3.0	1.0	681.0	1.0	479.0	11.0	48.0	24.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_12	DOH	2.0	3.0	1.0	612.0	1.0	353.0	11.0	42.0	19.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_13	DOH	2.0	3.0	1.0	570.0	1.0	310.0	8.0	39.0	20.0	1.0	2.0	5.0	7.0	6.0
CAMDA23_MetaSUB_gCSD17_DOH_14	DOH	3.0	3.0	0.0	667.0	1.0	475.0	10.0	49.0	25.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_2	DOH	2.0	3.0	1.0	626.0	1.0	358.0	11.0	42.0	23.0	0.0	2.0	5.0	9.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_3	DOH	2.0	3.0	1.0	630.0	1.0	440.0	9.0	49.0	27.0	1.0	2.0	5.0	12.0	5.0
CAMDA23_MetaSUB_gCSD17_DOH_4	DOH	2.0	3.0	1.0	592.0	1.0	330.0	7.0	43.0	19.0	1.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_DOH_5	DOH	1.0	3.0	1.0	619.0	1.0	379.0	10.0	44.0	17.0	1.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_6	DOH	2.0	3.0	0.0	643.0	1.0	436.0	8.0	48.0	23.0	0.0	2.0	4.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_7	DOH	3.0	3.0	1.0	691.0	1.0	454.0	13.0	45.0	23.0	2.0	2.0	5.0	12.0	5.0
CAMDA23_MetaSUB_gCSD17_DOH_8	DOH	1.0	3.0	0.0	522.0	1.0	296.0	8.0	41.0	19.0	0.0	2.0	4.0	8.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_9	DOH	2.0	3.0	1.0	594.0	1.0	354.0	8.0	47.0	22.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_1	ILR	2.0	3.0	1.0	643.0	1.0	425.0	9.0	45.0	24.0	1.0	2.0	5.0	11.0	6.0
CAMDA23_MetaSUB_gCSD17_ILR_10	ILR	2.0	3.0	1.0	582.0	1.0	351.0	8.0	41.0	22.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_11	ILR	2.0	3.0	1.0	533.0	1.0	317.0	9.0	38.0	19.0	1.0	2.0	5.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_ILR_12	ILR	2.0	3.0	1.0	729.0	1.0	522.0	15.0	51.0	24.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_13	ILR	2.0	3.0	0.0	468.0	1.0	253.0	6.0	38.0	19.0	0.0	2.0	4.0	7.0	6.0
CAMDA23_MetaSUB_gCSD17_ILR_14	ILR	3.0	3.0	1.0	669.0	1.0	431.0	11.0	47.0	25.0	0.0	2.0	4.0	11.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_15	ILR	2.0	3.0	1.0	705.0	1.0	476.0	15.0	46.0	23.0	0.0	2.0	4.0	11.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_16	ILR	3.0	3.0	1.0	712.0	1.0	544.0	13.0	50.0	25.0	0.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_17	ILR	2.0	3.0	1.0	620.0	1.0	421.0	13.0	49.0	23.0	0.0	2.0	4.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_18	ILR	2.0	3.0	1.0	627.0	1.0	426.0	8.0	49.0	18.0	0.0	2.0	4.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_2	ILR	2.0	3.0	1.0	689.0	1.0	480.0	13.0	51.0	24.0	1.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_3	ILR	2.0	3.0	1.0	639.0	1.0	437.0	9.0	49.0	22.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_4	ILR	1.0	3.0	1.0	673.0	1.0	445.0	13.0	49.0	23.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_5	ILR	1.0	3.0	1.0	677.0	1.0	461.0	13.0	47.0	23.0	0.0	2.0	4.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_ILR_6	ILR	2.0	3.0	1.0	694.0	1.0	482.0	11.0	52.0	23.0	1.0	2.0	5.0	12.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_7	ILR	1.0	3.0	1.0	682.0	1.0	471.0	10.0	49.0	24.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_8	ILR	1.0	3.0	1.0	695.0	1.0	484.0	11.0	50.0	24.0	0.0	2.0	5.0	10.0	6.0
CAMDA23_MetaSUB_gCSD17_ILR_9	ILR	2.0	3.0	1.0	693.0	1.0	471.0	11.0	49.0	20.0	0.0	2.0	5.0	9.0	6.0
CAMDA23_MetaSUB_gCSD17_MIN_1	MIN	2.0	3.0	1.0	632.0	1.0	416.0	9.0	46.0	21.0	0.0	2.0	5.0	8.0	5.0
CAMDA23_MetaSUB_gCSD17_MIN_2	MIN	2.0	3.0	0.0	617.0	1.0	435.0	9.0	47.0	23.0	0.0	2.0	4.0	9.0	7.0
CAMDA23_MetaSUB_gCSD17_MIN_3	MIN	3.0	3.0	1.0	673.0	1.0	490.0	12.0	51.0	24.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_MIN_4	MIN	2.0	3.0	1.0	572.0	1.0	318.0	10.0	43.0	21.0	0.0	2.0	4.0	7.0	7.0
CAMDA23_MetaSUB_gCSD17_MIN_5	MIN	3.0	3.0	1.0	668.0	1.0	456.0	11.0	49.0	22.0	0.0	2.0	5.0	9.0	7.0
CAMDA23_MetaSUB_gCSD17_MIN_6	MIN	3.0	3.0	1.0	642.0	1.0	432.0	11.0	45.0	21.0	0.0	2.0	4.0	8.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_1	NYC	2.0	3.0	1.0	473.0	1.0	258.0	4.0	36.0	17.0	0.0	2.0	4.0	8.0	5.0
CAMDA23_MetaSUB_gCSD17_NYC_10	NYC	1.0	3.0	1.0	634.0	1.0	403.0	9.0	46.0	25.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_11	NYC	1.0	3.0	1.0	458.0	1.0	231.0	6.0	37.0	17.0	0.0	2.0	4.0	12.0	4.0
CAMDA23_MetaSUB_gCSD17_NYC_12	NYC	1.0	1.0	0.0	256.0	0.0	139.0	2.0	23.0	8.0	0.0	0.0	1.0	6.0	4.0
CAMDA23_MetaSUB_gCSD17_NYC_13	NYC	1.0	3.0	1.0	636.0	1.0	387.0	11.0	45.0	21.0	1.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_NYC_14	NYC	1.0	3.0	0.0	551.0	1.0	331.0	9.0	38.0	27.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_NYC_15	NYC	3.0	3.0	1.0	603.0	1.0	358.0	9.0	45.0	26.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_16	NYC	1.0	3.0	1.0	627.0	1.0	401.0	10.0	48.0	22.0	1.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_17	NYC	3.0	3.0	1.0	697.0	1.0	498.0	14.0	52.0	25.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_18	NYC	3.0	3.0	1.0	716.0	1.0	564.0	12.0	56.0	26.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_19	NYC	1.0	3.0	1.0	531.0	1.0	254.0	8.0	40.0	20.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_NYC_2	NYC	1.0	3.0	1.0	606.0	1.0	370.0	9.0	43.0	20.0	0.0	2.0	5.0	8.0	6.0
CAMDA23_MetaSUB_gCSD17_NYC_20	NYC	2.0	3.0	1.0	590.0	1.0	392.0	12.0	41.0	21.0	1.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_3	NYC	2.0	3.0	1.0	710.0	1.0	541.0	14.0	57.0	26.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_4	NYC	1.0	3.0	1.0	541.0	1.0	347.0	8.0	45.0	20.0	0.0	2.0	4.0	8.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_5	NYC	2.0	3.0	1.0	638.0	1.0	421.0	12.0	45.0	28.0	1.0	2.0	4.0	11.0	5.0
CAMDA23_MetaSUB_gCSD17_NYC_6	NYC	1.0	3.0	1.0	662.0	1.0	434.0	10.0	46.0	23.0	1.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_7	NYC	1.0	3.0	1.0	653.0	1.0	441.0	12.0	49.0	24.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_8	NYC	1.0	3.0	1.0	639.0	1.0	396.0	12.0	44.0	24.0	1.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_NYC_9	NYC	1.0	3.0	1.0	564.0	1.0	275.0	10.0	40.0	20.0	0.0	2.0	3.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_SAN_1	SAN	0.0	0.0	0.0	45.0	0.0	29.0	2.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_10	SAN	2.0	3.0	0.0	598.0	1.0	366.0	10.0	39.0	20.0	0.0	2.0	5.0	9.0	6.0
CAMDA23_MetaSUB_gCSD17_SAN_11	SAN	1.0	3.0	0.0	510.0	1.0	271.0	11.0	36.0	16.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_SAN_12	SAN	1.0	0.0	0.0	29.0	0.0	15.0	0.0	2.0	3.0	0.0	0.0	0.0	2.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_13	SAN	1.0	0.0	0.0	83.0	0.0	59.0	4.0	7.0	5.0	0.0	0.0	0.0	3.0	2.0
CAMDA23_MetaSUB_gCSD17_SAN_14	SAN	1.0	3.0	1.0	598.0	1.0	387.0	8.0	41.0	19.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_SAN_15	SAN	1.0	2.0	1.0	342.0	1.0	161.0	5.0	24.0	12.0	0.0	2.0	3.0	8.0	2.0
CAMDA23_MetaSUB_gCSD17_SAN_16	SAN	0.0	2.0	0.0	140.0	1.0	54.0	3.0	6.0	4.0	0.0	0.0	1.0	2.0	1.0
CAMDA23_MetaSUB_gCSD17_SAN_2	SAN	1.0	3.0	1.0	667.0	1.0	458.0	12.0	50.0	20.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_SAN_3	SAN	0.0	0.0	0.0	4.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_4	SAN	0.0	0.0	0.0	73.0	0.0	20.0	0.0	3.0	2.0	0.0	0.0	1.0	2.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_5	SAN	0.0	0.0	0.0	19.0	0.0	9.0	1.0	3.0	0.0	0.0	0.0	1.0	5.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_6	SAN	0.0	0.0	0.0	8.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_7	SAN	1.0	2.0	0.0	292.0	0.0	127.0	4.0	20.0	13.0	0.0	1.0	3.0	4.0	3.0
CAMDA23_MetaSUB_gCSD17_SAN_8	SAN	1.0	3.0	1.0	568.0	1.0	292.0	12.0	34.0	18.0	1.0	2.0	5.0	6.0	5.0
CAMDA23_MetaSUB_gCSD17_SAN_9	SAN	3.0	3.0	1.0	669.0	1.0	456.0	11.0	49.0	22.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD17_SAO_1	SAO	2.0	3.0	1.0	578.0	1.0	352.0	8.0	45.0	17.0	0.0	2.0	4.0	11.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_10	SAO	2.0	3.0	1.0	633.0	1.0	447.0	9.0	48.0	24.0	0.0	2.0	4.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_SAO_11	SAO	3.0	3.0	0.0	534.0	1.0	360.0	9.0	43.0	20.0	0.0	2.0	4.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_12	SAO	1.0	3.0	1.0	549.0	1.0	364.0	5.0	44.0	19.0	0.0	2.0	4.0	8.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_13	SAO	1.0	1.0	0.0	200.0	0.0	88.0	2.0	9.0	5.0	0.0	2.0	2.0	2.0	1.0
CAMDA23_MetaSUB_gCSD17_SAO_14	SAO	1.0	2.0	0.0	356.0	1.0	176.0	6.0	26.0	15.0	0.0	2.0	3.0	6.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_15	SAO	3.0	3.0	1.0	622.0	1.0	391.0	9.0	49.0	24.0	1.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_16	SAO	2.0	3.0	1.0	558.0	1.0	354.0	8.0	43.0	17.0	0.0	2.0	4.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_17	SAO	1.0	3.0	0.0	433.0	1.0	204.0	4.0	32.0	15.0	0.0	2.0	5.0	6.0	4.0
CAMDA23_MetaSUB_gCSD17_SAO_18	SAO	1.0	3.0	1.0	623.0	1.0	402.0	6.0	44.0	24.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_SAO_19	SAO	1.0	3.0	0.0	481.0	0.0	246.0	8.0	24.0	18.0	0.0	2.0	5.0	3.0	6.0
CAMDA23_MetaSUB_gCSD17_SAO_2	SAO	1.0	3.0	0.0	589.0	1.0	332.0	10.0	45.0	21.0	0.0	2.0	4.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_SAO_20	SAO	1.0	0.0	0.0	42.0	0.0	30.0	2.0	7.0	6.0	0.0	0.0	1.0	6.0	1.0
CAMDA23_MetaSUB_gCSD17_SAO_21	SAO	1.0	2.0	0.0	380.0	0.0	202.0	3.0	25.0	14.0	0.0	2.0	1.0	6.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_22	SAO	1.0	3.0	1.0	549.0	1.0	311.0	8.0	42.0	20.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_23	SAO	2.0	3.0	1.0	614.0	1.0	376.0	6.0	44.0	21.0	0.0	2.0	4.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_24	SAO	0.0	1.0	0.0	296.0	0.0	165.0	3.0	21.0	11.0	0.0	2.0	3.0	5.0	2.0
CAMDA23_MetaSUB_gCSD17_SAO_25	SAO	1.0	2.0	0.0	431.0	1.0	216.0	4.0	30.0	13.0	0.0	2.0	3.0	5.0	3.0
CAMDA23_MetaSUB_gCSD17_SAO_3	SAO	1.0	1.0	0.0	366.0	0.0	172.0	9.0	28.0	11.0	0.0	2.0	1.0	6.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_4	SAO	1.0	3.0	1.0	385.0	1.0	176.0	6.0	33.0	14.0	0.0	2.0	3.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_SAO_5	SAO	2.0	3.0	1.0	445.0	1.0	225.0	5.0	35.0	16.0	0.0	2.0	5.0	10.0	4.0
CAMDA23_MetaSUB_gCSD17_SAO_6	SAO	2.0	3.0	0.0	601.0	1.0	362.0	10.0	41.0	20.0	0.0	2.0	4.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_SAO_7	SAO	3.0	3.0	1.0	673.0	1.0	495.0	10.0	53.0	26.0	0.0	2.0	4.0	9.0	7.0
CAMDA23_MetaSUB_gCSD17_SAO_8	SAO	3.0	3.0	1.0	617.0	1.0	423.0	11.0	49.0	23.0	0.0	2.0	4.0	9.0	5.0
CAMDA23_MetaSUB_gCSD17_SAO_9	SAO	1.0	0.0	0.0	107.0	0.0	54.0	0.0	10.0	8.0	0.0	1.0	0.0	5.0	2.0
CAMDA23_MetaSUB_gCSD17_TOK_1	TOK	1.0	3.0	1.0	530.0	1.0	258.0	5.0	40.0	17.0	1.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_TOK_10	TOK	1.0	3.0	1.0	518.0	1.0	278.0	9.0	42.0	17.0	1.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_TOK_11	TOK	1.0	3.0	1.0	623.0	1.0	404.0	12.0	45.0	24.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_TOK_12	TOK	1.0	3.0	1.0	569.0	1.0	306.0	9.0	42.0	26.0	1.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD17_TOK_13	TOK	2.0	3.0	1.0	627.0	1.0	420.0	9.0	48.0	23.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD17_TOK_14	TOK	2.0	3.0	0.0	618.0	1.0	388.0	10.0	45.0	28.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD17_TOK_15	TOK	1.0	1.0	0.0	360.0	0.0	117.0	2.0	21.0	6.0	0.0	1.0	1.0	6.0	4.0
CAMDA23_MetaSUB_gCSD17_TOK_16	TOK	1.0	3.0	0.0	533.0	1.0	354.0	5.0	37.0	20.0	0.0	2.0	3.0	7.0	7.0
CAMDA23_MetaSUB_gCSD17_TOK_17	TOK	3.0	3.0	1.0	675.0	1.0	484.0	10.0	48.0	24.0	0.0	2.0	4.0	7.0	7.0
CAMDA23_MetaSUB_gCSD17_TOK_18	TOK	2.0	3.0	0.0	374.0	1.0	269.0	4.0	30.0	13.0	0.0	1.0	3.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_TOK_19	TOK	1.0	3.0	1.0	646.0	1.0	450.0	10.0	49.0	23.0	0.0	2.0	5.0	9.0	7.0
