"Markers","pvalues","score","loc1","loc2","locs","adj_pvalues"
"silb",0.244930133637941,43.8329718536068,"NYC","BAL","NYC_vs_BAL",0.700614103196901
"ybtx",4.54481508122028e-07,87.3053446853698,"NYC","BAL","NYC_vs_BAL",3.66261239286438e-05
"cpsacp",0.0210395963007405,123.055647000274,"NYC","BAL","NYC_vs_BAL",0.221817458142093
"clpvtssh",0.753165754703444,68.489844072851,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3000361",0.442632496739245,66.0003897516325,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"pare",0.890009225808632,36.5497821140942,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3001070",3.5976184496204e-06,121.475752344553,"NYC","BAL","NYC_vs_BAL",0.00012068374617363
"aac3iv",0.995395664593514,22.866354815941,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"sotb",0.155978520494077,103.492254313356,"NYC","BAL","NYC_vs_BAL",0.605836185653658
"mrka",0.67607638484815,123.08020535617,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"kpsu",0.668458030487097,90.16598003937,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3006139",0.997158308310064,14.9689782300188,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"roba",0.757675482641082,59.6027381876701,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ibea",0.997158308309435,14.5243515675024,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3002683",0.24469740986843,101.287271095093,"NYC","BAL","NYC_vs_BAL",0.700614103196901
"sfaf",0.99519292841369,36.7110216466758,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"sfah",0.997158308309435,14.5243515675024,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"kpss",0.995395664592349,22.3578951588033,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"magawzy_k1",0.00899553040526265,40.2633306961521,"NYC","BAL","NYC_vs_BAL",0.12981141101309
"ARO.3002655",0.442632496739245,66.0003897516325,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"ARO.3003013",0.387018013874743,133.971800981569,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"oqxa3",0.19494422969247,67.7420656899899,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"iron",0.442632496739244,60.0598713512246,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"flij",0.991804409807365,82.214029675598,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"dfr",0.0362216332005521,28.8118991319686,"NYC","BAL","NYC_vs_BAL",0.290560492413126
"kdea",0.594260008024904,64.2818988890506,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"gspc",0.995395664595139,22.473869674104,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ybta",4.54481508122032e-07,86.9012914296233,"NYC","BAL","NYC_vs_BAL",3.66261239286438e-05
"ARO.3001338",0.995192928415838,37.0216994858061,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3001205",0.188460925807951,149.738758453184,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"rpos",0.134097079042062,36.8186651073105,"NYC","BAL","NYC_vs_BAL",0.605836185653658
"kpsm",0.995395664592349,22.3578951588033,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ykgkecpr",0.195934846889811,105.535302030092,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"ARO.3001827",0.99527785127055,30.2791210497654,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"nfae",0.997158308308286,14.7565981359784,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"gyra",0.940999123203372,63.431216208291,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"kpsf",0.995395664592349,22.3578951588033,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ompk35",0.0598372883009414,36.7194324497977,"NYC","BAL","NYC_vs_BAL",0.394284988982992
"mtfa",0.594260008024905,63.8956329382466,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3001059",0.0548725867744022,112.868643873927,"NYC","BAL","NYC_vs_BAL",0.394284988982992
"wcag",0.768243206899331,113.226249812423,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"flii",0.0671525557386976,112.217946347201,"NYC","BAL","NYC_vs_BAL",0.42114202591191
"espy3",0.997158308309098,15.5526583952197,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"gspk",0.995395664595139,22.473869674104,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"irod",0.162541415663175,74.1236701235057,"NYC","BAL","NYC_vs_BAL",0.605836185653658
"ec145",0.112277976028068,43.8093670174078,"NYC","BAL","NYC_vs_BAL",0.575424627143847
"clbh",0.445417921435859,97.5952264326747,"NYC","BAL","NYC_vs_BAL",0.842867759024779
"dotutssl",0.11404241590493,87.8114706183724,"NYC","BAL","NYC_vs_BAL",0.576460979026292
"oqxa8",0.19494422969247,67.7420656899899,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"fima",0.936603305525903,81.7371272351127,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3002676",0.374347449719828,101.325393569161,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"clbf",0.157326475793616,47.9970855605898,"NYC","BAL","NYC_vs_BAL",0.605836185653658
"ARO.3001397",0.997102920140964,12.4324713106544,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"vipatssb",0.947453713469836,101.993640327709,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"shua",0.992015717553887,69.682725572992,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"emre",0.992332619722611,46.5178016498553,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3000230",0.00985018836955698,130.824204743946,"NYC","BAL","NYC_vs_BAL",0.12981141101309
"ARO.3004550",0.442632496739245,66.0003897516325,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"ARO.3005009",0.112277976028067,47.2060462869768,"NYC","BAL","NYC_vs_BAL",0.575424627143847
"merr",0.0775471738594591,90.9790104852524,"NYC","BAL","NYC_vs_BAL",0.461530760550651
"lpfa",0.99519292841844,36.3997306781291,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"argr",0.995182320770478,18.6895258783661,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"virb",0.660350162297769,131.847423244359,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"acra",0.0362216332005517,29.2223108332237,"NYC","BAL","NYC_vs_BAL",0.290560492413126
"cusa",0.306888800836839,57.6285872415871,"NYC","BAL","NYC_vs_BAL",0.765148429113476
"gyrb",0.636812115990907,48.2579613694766,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"oqxb25",0.352607734171008,57.2074026923949,"NYC","BAL","NYC_vs_BAL",0.83405290967373
"ARO.3002596",0.433922584523423,133.757898029641,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"ARO.3000873",0.0333078243700549,136.524677282153,"NYC","BAL","NYC_vs_BAL",0.290560492413126
"cusf",0.00952222471146658,147.820589365097,"NYC","BAL","NYC_vs_BAL",0.12981141101309
"aac3ii",0.421926053252176,43.9602160112246,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"rcsb",0.194977801373036,49.9408231608099,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"ARO.3002579",0.433922584523424,127.544989378857,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"ARO.3001086",0.995277851272262,29.7109517238405,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"oqxa11",0.19494422969247,67.7420656899899,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"porin",0.250563194194769,80.3883765394689,"NYC","BAL","NYC_vs_BAL",0.711213989675922
"papg",0.149139888716117,27.0579169469276,"NYC","BAL","NYC_vs_BAL",0.605836185653658
"wzm",0.630469972222115,89.4148621878957,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"alla",0.235126355212716,78.8814861648703,"NYC","BAL","NYC_vs_BAL",0.700614103196901
"glpt",0.395395875197164,48.6279771230561,"NYC","BAL","NYC_vs_BAL",0.842072237202105
"fime",0.458031513214972,95.1785100332173,"NYC","BAL","NYC_vs_BAL",0.849314715458918
"ARO.3001130",0.992254110069086,52.6892435837538,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"roma",0.0128379538671805,134.319094407518,"NYC","BAL","NYC_vs_BAL",0.15790683256632
"ARO.3002642",0.12505429601083,136.323576456286,"NYC","BAL","NYC_vs_BAL",0.59928617179216
"csgg",0.991804409807365,82.214029675598,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3002641",0.00163097863417394,84.2836671851317,"NYC","BAL","NYC_vs_BAL",0.0334350620005659
"manb",0.547877097299378,140.562421904284,"NYC","BAL","NYC_vs_BAL",0.99567549249708
"focc",0.85129791074029,150.092712903227,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"oqxb5",0.890009225808632,36.1459171569667,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"ARO.3004552",0.103671279031247,144.984263772882,"NYC","BAL","NYC_vs_BAL",0.575424627143847
"scintssj",0.458031513214971,96.0254205104617,"NYC","BAL","NYC_vs_BAL",0.849314715458918
"sfax",0.997158308423511,14.6406236206777,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"mdlb",0.194977801373035,49.8033603933939,"NYC","BAL","NYC_vs_BAL",0.628695291324698
"tssj",0.995395664594124,23.1896152896511,"NYC","BAL","NYC_vs_BAL",0.997158308423511
"acrr",0.0594684614154583,117.31544972182,"NYC","BAL","NYC_vs_BAL",0.394284988982992
"ARO.3000167",0.149110547035353,56.5696317748434,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3002847",0.990827775177681,108.643815271377,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"mrkb",0.992188504314781,97.7784093061074,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"enta",0.61100058699017,49.4295639092639,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fepa",0.0239367410009962,27.0908016400568,"NYC","SAN","NYC_vs_SAN",0.394956226516441
"cyca",0.0144937621619278,18.8478838286716,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"csge",0.991280069965742,82.8824974845086,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"iucc",0.994675789043354,49.2505185424387,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"espx6",0.996986267980853,14.6406236366299,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"hlya",0.996839977925187,23.7145565549825,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fliz",0.939553810434612,93.051527587564,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"papc",0.0144937621619276,19.4315639938725,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"ARO.3000174",0.252378583947405,65.8548972646552,"NYC","SAN","NYC_vs_SAN",0.803626543621999
"mdfa",0.495849358379203,44.1783207538017,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"oqxb9",0.992188504314781,96.1416192814658,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"clbs",0.994986158795879,29.6942148230336,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fepd",0.668418073106083,24.2389920584793,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"chus",0.825224988052898,95.6279567171668,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"nfsa",0.626616112041191,87.2857213890553,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"mrkc",0.56559040402375,77.4369567945334,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002856",0.761506615949125,94.32653120627,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3004826",0.764585138877943,81.77387208088,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"gspf",0.996839977925209,22.4738696332248,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"tssc",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"gale",0.61100058699017,49.7850498739334,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"clbk",0.994882765342598,37.2268805711305,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3001098",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"mphd",0.994986158795879,27.725279407337,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3001169",0.500030433760086,80.5279441763918,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"yagzecpa",0.56559040402375,82.1773686763463,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002660",0.265712425313215,36.1257238568869,"NYC","SAN","NYC_vs_SAN",0.83149664128187
"allr",0.825224988052897,92.5856235983295,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"gspm",0.99498615879589,30.1388814614262,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"espl1",0.994986158795881,30.4675336086419,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"sila",0.0144937621619276,19.2941709313,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"ARO.3000375",0.252378583947404,65.2702197318662,"NYC","SAN","NYC_vs_SAN",0.803626543621999
"ARO.3000166",0.106197830980482,51.4538056476257,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"fepb",0.394526015951366,96.7181927314449,"NYC","SAN","NYC_vs_SAN",0.979476193066975
"ARO.3002848",0.990892782164916,105.561095326446,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3001396",0.113148642494636,74.9435840992443,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"asla",0.994801322760634,42.0076762227874,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"parc",0.106197830980482,45.5466038511746,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3002684",0.149110547035352,56.0363744483355,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"papa",0.0429097882863445,33.9948467593054,"NYC","SAN","NYC_vs_SAN",0.458125092586561
"mrkd",0.825721689312175,102.993249688248,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"tssf",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3001071",0.996986267980856,14.9036663200229,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"clbp",0.172692086222822,41.3224066987595,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"ARO.3003154",0.994882765342598,35.9936862651646,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002605",0.106197830980482,51.7821602569668,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3001778",0.992188504314782,104.098441234415,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"irp1",0.436541069246598,59.0853365579581,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"flia",0.991234298534256,82.2140297934695,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ybte",0.702161975127158,74.0520754700846,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"arr",0.996986267980856,14.9360556918628,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"entb",0.323914781249063,65.0650908473773,"NYC","SAN","NYC_vs_SAN",0.897565386209236
"fimb",0.761506615949125,91.1006770052895,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"eae",0.996839977925187,23.7145565549825,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ybtt",0.571941681542774,70.3838292741052,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3000168",0.149110547035352,56.0363744483355,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"gnd",0.0429097882863444,33.9951303547286,"NYC","SAN","NYC_vs_SAN",0.458125092586561
"fimc",0.0239367410009965,30.4072577932638,"NYC","SAN","NYC_vs_SAN",0.394956226516441
"senb",0.996986267980856,14.9036663200229,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002533",0.149110547035352,56.0363744483355,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"sfay",0.677474703738436,114.537854213166,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"clbo",0.116728545209634,34.3707328919172,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3002735",0.996839977925186,23.0732781651984,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"papf",0.0429097882863445,33.4693262940441,"NYC","SAN","NYC_vs_SAN",0.458125092586561
"chux",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002132",0.996986267980856,14.9856450090893,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fha",0.300497829945688,54.5808311855817,"NYC","SAN","NYC_vs_SAN",0.872736159004079
"vgrgtssi",0.994733766080759,47.3951738092576,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fabi",0.56559040402375,77.9289372525119,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002601",0.99462481806866,57.9134397411189,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ampc1",0.994675789043342,52.1265035039035,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ompr",0.0144937621619278,18.8478838286716,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"wcaj",0.335112392314451,122.129157740446,"NYC","SAN","NYC_vs_SAN",0.914630063234178
"gspi",0.996839977925209,22.4738696332248,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fimi",0.37179465040308,71.7731119318157,"NYC","SAN","NYC_vs_SAN",0.962298351754565
"gspj",0.996839977925209,22.4738696332248,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"espx5",0.0106560402535987,48.5703484089373,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"ARO.3000412",0.37908722947907,41.6706157916656,"NYC","SAN","NYC_vs_SAN",0.962298351754565
"folc",0.198202497374268,58.277075574701,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"fepg",0.998146290504434,5.96315743181459,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"chuv",0.761506615949125,93.5804296295601,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"cyaa",0.525823592725782,52.2208729688656,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"tesa",0.0705069251733089,39.8753385345806,"NYC","SAN","NYC_vs_SAN",0.624244239949056
"shuy",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002714",0.116728545209634,34.5687258710061,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"galf",0.696764674103474,83.9285935927667,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"phoq",0.0235941505266301,54.5641117745655,"NYC","SAN","NYC_vs_SAN",0.394956226516441
"lpfa1",0.994801322760634,41.5693028184293,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3003839",0.402579102202754,121.081922251007,"NYC","SAN","NYC_vs_SAN",0.982073433031795
"ybtq",0.504677615597069,62.7847615584145,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002826",0.198202497374268,60.92135741493,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"fliq",0.991148807340234,88.292462852785,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fliy",0.495849358379203,44.8016322677214,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"papk",0.996986267980856,14.5243515834545,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"kpse",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"yagwecpd",0.879247642789725,103.949584892082,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"tssg",0.677474703738438,106.804151616517,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"rnfc",0.685516547085849,110.900386955322,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ybtu",0.436541069246597,58.4605871878738,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"mrkh",0.733431573753067,115.02239090509,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002592",0.0384081287047304,19.4331163050558,"NYC","SAN","NYC_vs_SAN",0.458125092586561
"chuw",0.994986158795881,29.4392267809246,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"oqxb20",0.198202497374268,54.5053741090738,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"ARO.3003109",0.37908722947907,48.5752709701266,"NYC","SAN","NYC_vs_SAN",0.962298351754565
"irob",0.994624818068666,50.5716426474748,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fepc",0.0144937621619278,19.4315639938725,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"flig",0.85675538197363,97.8994313707915,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"alld",0.93476110218254,103.657515973314,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fes",0.44501156636431,57.6206048027,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3000149",0.591061298774202,113.481742558082,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ybts",0.504677615597069,62.7847615584145,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"asta",0.252378583947405,59.2968930177487,"NYC","SAN","NYC_vs_SAN",0.803626543621999
"alls",0.341959314485809,120.192498494144,"NYC","SAN","NYC_vs_SAN",0.926352471330961
"ARO.3000860",0.149110547035352,56.0363744483355,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3002695",0.574967370738342,113.068114375445,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"iroc",0.994624818068665,51.1470067923784,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"iucd",0.99453776994704,62.8720189309353,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"clbg",0.116728545209634,34.3707328919172,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"clbn",0.234755926755108,47.5145464786835,"NYC","SAN","NYC_vs_SAN",0.796414966468263
"rpsl",0.0239367410009964,26.7554171465008,"NYC","SAN","NYC_vs_SAN",0.394956226516441
"clbi",0.172692086222822,41.1017105844218,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"clbe",0.116728545209634,34.3707328919172,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"entc",0.278260999104839,68.3764985845231,"NYC","SAN","NYC_vs_SAN",0.848812963655938
"cuss",0.198202497374268,60.9750707891567,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"ompk36",0.99679524809848,8.72551053072915,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002831",0.106197830980482,47.1156982468866,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3004089",0.106197830980482,51.4538056476257,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"feob",0.4365410692466,64.01733168978,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"espx2",0.996810141719581,11.1856575355382,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"hcp1tssd1",0.996986267980856,14.5243515834545,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002312",0.234755926755108,46.5000157430435,"NYC","SAN","NYC_vs_SAN",0.796414966468263
"entf",0.022967905888246,108.521816953261,"NYC","SAN","NYC_vs_SAN",0.394956226516441
"ARO.3006251",0.996986267980856,14.9524492262712,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"iroe",0.99218850431478,97.2334682621368,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002796",0.994882765342586,35.5135283172434,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002535",0.825224988052899,96.6325697564647,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"espr1",0.994733766080759,47.7584884604918,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"shut",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"estxsat1",0.996986267980856,15.5526584111719,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3003020",0.312550139588238,121.268974914343,"NYC","SAN","NYC_vs_SAN",0.872736159004079
"ARO.3000316",0.37179465040308,73.8769952192737,"NYC","SAN","NYC_vs_SAN",0.962298351754565
"amph",0.149110547035353,49.9127696868699,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"fimg",0.278260999104839,72.7394234817131,"NYC","SAN","NYC_vs_SAN",0.848812963655938
"gspa",0.996839977925209,22.4738696332248,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"gspd",0.825224988052896,95.8002189116812,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ramr",0.210810665434286,112.800350107985,"NYC","SAN","NYC_vs_SAN",0.750237956398489
"gspl",0.99498615879589,30.1388814614262,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fimf",0.278260999104839,72.7394234817131,"NYC","SAN","NYC_vs_SAN",0.848812963655938
"setb",0.371794650403081,67.0230609851465,"NYC","SAN","NYC_vs_SAN",0.962298351754565
"fimh",0.239976393882343,76.2480097524006,"NYC","SAN","NYC_vs_SAN",0.803626543621999
"silc",0.0144937621619278,19.3896337369424,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"yagxecpc",0.0486084447777581,104.680214729505,"NYC","SAN","NYC_vs_SAN",0.504139012980748
"rcsa",0.887651919920414,96.4378507789761,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3005117",0.172692086222821,41.8776298896205,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"chuu",0.991379234803061,76.8336714063556,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"soxr",0.198202497374268,61.3781348857243,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"oqxa6",0.310578670181414,65.0400371066688,"NYC","SAN","NYC_vs_SAN",0.872736159004079
"ARO.3002816",0.310578670181414,65.8342979479029,"NYC","SAN","NYC_vs_SAN",0.872736159004079
"hlyc",0.996839977925187,23.7145565549825,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3001838",0.996986267980856,14.9279090410876,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"oqxa10",0.310578670181414,65.0400371066688,"NYC","SAN","NYC_vs_SAN",0.872736159004079
"clbq",0.116728545209634,34.3707328919172,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ARO.3003059",0.149110547035352,56.0363744483355,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"ptsi",0.248032864170759,38.2091890298216,"NYC","SAN","NYC_vs_SAN",0.803626543621999
"gsph",0.99498615879589,30.1388814614262,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"oqxb22",0.198202497374268,54.5053741090738,"NYC","SAN","NYC_vs_SAN",0.712351549968905
"paph",0.0144937621619278,18.8478838286716,"NYC","SAN","NYC_vs_SAN",0.350749044318653
"chuy",0.996839977925184,22.357895117924,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002591",0.479189157861918,119.168531219234,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"gspe",0.991491564104449,69.3259226500357,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"wzt",0.951885400621772,120.305236181965,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"espx1",0.994801322760629,42.3709908740215,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"fimd",0.668418073106086,27.644904710661,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3002616",0.149110547035352,56.0363744483355,"NYC","SAN","NYC_vs_SAN",0.660086933827234
"irp2",0.504677615597069,66.3155395303974,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"ARO.3003015",0.225463970475309,115.922565167897,"NYC","SAN","NYC_vs_SAN",0.794596323131428
"espl4",0.234755926755108,49.8793750633359,"NYC","SAN","NYC_vs_SAN",0.796414966468263
"iucb",0.99498615879588,26.8156929618789,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"hlyb",0.879247642789723,104.900765367766,"NYC","SAN","NYC_vs_SAN",0.998146290504434
"oqxb24",0.198202497374268,54.5053741090738,"NYC","SAN","NYC_vs_SAN",0.712351549968905
