002214205	pangenome	db	kdpe	sila	mrka	ant2ia	flia	flii	kpne	oqxb24	teml100	qacedelta1	wbbm	baca	manb	oqxa3	csgg	aada2	clbk	fimg	aaca16	gspm	clbo	hlyb	qnrb1	chuw	emrk	tssa	flip	ndm4	clbf	aph3ib	alld	dfra5	glpt	dha4	rmpa	catb3	rmtb	acrf	fha	espl1	paph	fima	nfsa	amph	msre	icmftssm	aph3ia	aac6ibhangzhou	csge	papb	msrb	fimh	yagwecpd	kpss	vipbtssc	scintssj	aada16	hcp2tssd2	roma	aac3iia	rpos	ybts	sfaf	ctxm15	shux	shvl64	ybtt	gspl	ibea	oqxb32	oxa1	aac6ibcr	asla	ompk37	kpsf	rmtf	iucb	fyua	ybta	aac6ibcr7	qacl	entc	tetg	wzx	mdtm	wzm	wcst	hlyc	aph4ia	act16	dfra12	espy2	sfad	cusf	clbi	wcss	aph3vi	aac3ii	dfra1	fimd	tssl	acrb	phoq	tssf	iuca	shv40	rosa	mdtb	fabi	tem1	aac6ib10	flor	iucc	eae	chux	cpxa	setb	sfax	papk	clbm	bamb	ybte	aac6ib8	wzt	fliq	chus	ctxm27	lap2	papj	kpsm	irob	kpsd	fepg	mrki	qnrs7	tesa	tssg	cpsacp	acrs	rpsl	entf	enta	mrx	espx2	fepa	tssj	vgrgtssi	wzc	qnrb20	shut	wzi	shv11	teta	vactox	sul3	pmre	yagzecpa	emra	ndm7	drae2	mphb	espy3	oqxa8	fosa73	clbq	wzb	ybda	clbp	emrd	clbj	mdlb	iroc	cnf1	mrkh	ybtq	alla	gadx	mdta	mrkf	tssc	ndm1	draa	chuy	espx6	crp	evgs	yhei	sfab	evga	kfoc	hlya	yoji	kpnf	espx4	arma	shv100	ndm5	clpvtssh	wcag	leuo	dfra30	gspk	gyrb	gspf	dotutssl	estxsat1	vipatssb	rmpa2	oqxa6	irp1	cata10	catii	shv30	cyca	dfra25	cmla5	shv106	erea	crcb	mrkc	mphd	oxa9	roba	chuv	shv33	ompa	uhpt	oqxb	mcr9	acrr	virb	qnrb29	ampr	ctxm33	tcpc_group2	aac3iic	baes	dfra19	espy1	yagxecpc	clbc	rcsb	shv1	oxa181	mrkd	tolc	ompk35	rcsa	iroe	shv122	gspj	gyra	fliy	alls	qnra1	fosa2	espr1	aph6id	aac6iic	clbh	cusa	tssm	impatssa	mdte	kpc2	fimi	cyaa	wcly	vgac	qnrb4	gtrb	shv110	mtfa	merr	wcaj	mrkb	glf	magawzy_k1	kdea	shv160	gspc	dfr	manc	mpha	tmrb	mdtc	shv31	mrkj	cusr	pape	inlj	mdtg	fepc	papgiii	msba	kpng	len6	fepb	fepd	dfra24	tetc	ermb	rama	qnrb10	papa	mara	cmy59	emry	espl4	sat2	ec145	fdec	aac630_aac6ibfusionprotein	sfag	pmrf	aada	hns	drap	oqxb25	acra	chey	aac3iv	svhl71	irod	fliz	kpsc	oqxa11	oqxb5	shv60	wza	multidrug_efflux_smr_transporter	ant3iia	gmd	argr	kphs_23120	sul1	shv12	ugd	clbs	rosb	oqxr	gale	allb	tli1	silc	erea2	kpsu	ramr	dfra14	aac6ib7	gspe	parc	arr3	wbbn	drad	nfae	fosa9	wcah	fimk	flha	maca	sul2	feob	rhspaar	clbl	acre	srpc	clba	fes	cati	gspi	hlyd	kpnh	porin	macb	oqxb14	ampc1	hcptssd	clbn	oqxb22	act17	eptb	ompr	lpfa1	dfra27	oxa2	clbe	pare	rnfc	mdtn	yagyecpb	ompk36	clbd	act56	shv26	shv28	suge	mdtf	fime	folc	galf	oqxb20	gnd	mdto	lpfa	fimb	mdtk	allr	catb	iuta	shv187	sfay	emre	shv7	tetd	baer	brpmbl	fosa5	espx1	sfah	tssb	acrd	espx5	cuss	sotb	flig	irp2	papd	kpse	ybtx	entd	oqxb9	clbg	oqxa	fosa	papi	flij	chut	focc	gspd	espy4	mdtp	clbb	oqxb19	oqxa10	ykgkecpr	fimf	wcai	aac6ibsuzhou	arnt	shuy	emrr	ptxd	lptd	ptsi	soxr	oxa232	gsph	wbbo	iron	gspg	pmrc	ente	tem98	papc	ybtu	shv168	marr	hcp1tssd1	papf	dha1	shv76	tetb	ctxm14	bass	ec148	shua	kpc3	oxa48	silb	gspa	emrb	dfra15	mdth	asta	shv112	arr2	fimc	gadw	sfac	qace	mdfa	papg	shv71	entb	tle1	pmrl	iucd	vasetssk	aada5	allc	chuu	senb	pata	arr
003334965	shell		0	0	8	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	0	0	0	20	0	0	0	0	22	0	0	47	0	75	0	0	0	0	0	45	32	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	3	0	0	0	1	13	0	0	74	0	0	0	15	0	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	9	46	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	0	2	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	1	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	49	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	118	0	19	13	0	0	0	0	0	0	12	0	0	48	0	0	0	8	0	0	0	13	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	122	0	0	20	9	42	0	0	0	0	0	0	1	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003335005	shell		0	0	0	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	7	0	0	18	0	0	0	0	22	0	0	47	0	0	0	0	0	0	0	45	32	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	2	0	0	0	1	21	0	0	74	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	15	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	48	0	8	0	0	2	0	0	0	0	0	0	0	0	0	17	0	26	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	103	0	18	18	0	0	0	0	0	0	12	0	0	48	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	122	0	0	25	11	43	0	0	0	0	0	0	0	2	0	0	0	47	25	4	14	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003335025	shell		0	0	0	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	7	0	0	18	0	0	0	0	22	0	0	47	0	0	0	0	0	0	0	45	32	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	2	0	0	0	1	21	0	0	74	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	15	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	48	0	8	0	0	2	0	0	0	0	0	0	0	0	0	17	0	26	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	103	0	18	18	0	0	0	0	0	0	12	0	0	48	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	122	0	0	25	11	43	0	0	0	0	0	0	0	2	0	0	0	47	25	4	14	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003335065	shell		0	0	8	0	0	0	0	45	0	0	0	0	14	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	0	0	0	20	0	0	0	0	22	0	0	47	0	50	0	0	0	0	0	45	32	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	3	0	0	0	1	13	0	0	74	0	0	0	15	0	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	9	46	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	0	2	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	1	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	49	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	118	0	19	13	0	0	0	0	0	0	12	0	0	48	0	0	0	8	0	0	0	13	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	122	0	0	20	9	42	0	0	0	0	0	0	1	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003345685	shell		0	0	0	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	7	0	0	18	0	0	0	0	22	0	0	47	0	0	0	0	0	0	0	45	32	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	2	0	0	0	1	21	0	0	74	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	15	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	48	0	8	0	0	2	0	0	0	0	0	0	0	0	0	17	0	26	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	76	0	18	18	0	0	0	0	0	0	12	0	0	48	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	122	0	0	25	11	43	0	0	0	0	0	0	0	2	0	0	0	47	25	4	14	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003345715	shell		0	0	8	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	0	0	0	20	0	0	0	0	22	0	0	47	0	25	0	0	0	0	0	45	32	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	3	0	0	0	1	13	0	0	74	0	0	0	15	0	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	9	46	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	0	2	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	1	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	49	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	76	0	19	13	0	0	0	0	0	0	12	0	0	48	0	0	0	8	0	0	0	13	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	122	0	0	20	9	42	0	0	0	0	0	0	1	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003345765	shell		0	0	8	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	0	0	0	20	0	0	0	0	22	0	0	47	0	25	0	0	0	0	0	45	32	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	3	0	0	0	1	13	0	0	74	0	0	0	15	0	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	9	46	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	192	0	0	0	5	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	0	2	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	1	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	49	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	76	0	19	13	0	0	0	0	0	0	12	0	0	48	0	0	0	8	0	0	0	13	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	122	0	0	20	9	42	0	0	0	0	0	0	1	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003860845	shell		0	0	16	0	0	0	0	45	0	0	0	0	4	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	7	0	0	18	0	0	0	0	22	0	0	47	0	0	0	0	0	0	0	45	32	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	2	0	0	0	0	0	0	3	0	0	0	1	17	0	0	75	0	0	0	15	0	0	0	0	0	16	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	9	46	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	15	0	1	0	22	193	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	47	0	0	0	0	37	0	16	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	1	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	47	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	102	0	19	19	0	0	0	0	0	0	12	0	0	48	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	122	0	0	25	8	42	0	0	0	0	0	0	0	2	0	0	0	47	25	5	13	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	1	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003860885	shell		0	0	8	0	0	0	0	45	0	0	0	0	0	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	3	0	0	0	1	19	0	0	74	0	0	0	14	0	0	0	0	0	8	0	0	0	0	0	26	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	15	0	1	0	22	0	0	0	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	0	2	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	48	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	105	0	22	13	0	0	0	0	0	0	12	0	0	48	0	0	0	7	0	0	0	9	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	8	42	0	0	0	0	0	0	0	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003860895	shell		0	0	8	0	0	0	0	45	0	0	0	0	5	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	19	25	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	21	0	0	76	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	0	0	0	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	0	2	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	24	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	48	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	6	0	47	0	0	0	49	0	0	5	0	0	0	0	0	105	0	19	12	0	0	0	0	0	0	12	0	0	48	0	0	0	7	0	0	0	11	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	11	42	0	0	0	0	0	0	1	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
003860985	shell		0	0	8	0	0	0	0	45	0	0	0	0	7	25	0	0	0	13	0	0	0	19	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	19	24	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	47	0	25	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	2	0	0	0	1	15	0	0	74	0	0	0	15	0	0	0	0	0	20	0	0	0	0	0	26	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15	0	1	0	22	0	0	0	0	4	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	46	0	0	0	0	19	0	16	9	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	1	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	25	48	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0	47	0	0	0	49	0	0	5	0	0	0	0	0	106	0	18	21	0	0	0	0	0	0	11	0	0	48	0	0	0	8	0	0	0	9	0	1	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	11	42	0	0	0	0	0	0	0	2	0	0	0	47	25	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
