"","OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
"194",138072,"DEN17_vs_VIE17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hamiltonella"
"195",138072,"DOH17_vs_VIE17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hamiltonella"
"196",138072,"NYC17_vs_VIE17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hamiltonella"
"197",142864,"ILR17_vs_SAN17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Cylindrospermum"
"198",142864,"SAC16_vs_ILR17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Cylindrospermum"
"199",143361,"BOG16_vs_SAC16","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Filifactor"
"200",143361,"DOH16_vs_SAC16","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Filifactor"
"201",143361,"DOH16_vs_TOK16","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Filifactor"
"202",147322,"BAL17_vs_DEN17","AB_Family",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"203",147322,"BER16_vs_BAL17","AB_Family",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"204",147322,"BER16_vs_ILR17","AB_Family",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"205",147322,"BER16_vs_NYC17","AB_Family",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"206",147322,"BER16_vs_SAO17","AB_Family",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"207",147322,"BER16_vs_TOK17","AB_Family",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"208",147322,"DEN16_vs_SAN17","AB_Family",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"209",147322,"DEN17_vs_ILR17","AB_Family",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
"210",147322,"BER16_vs_SAN17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"211",147322,"DEN16_vs_BAL17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"212",147322,"DEN17_vs_NYC17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"213",147322,"SAC16_vs_BAL17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"214",147322,"SAC16_vs_ILR17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"215",147322,"SAC16_vs_NYC17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"216",147322,"SAC16_vs_SAN17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
"217",154046,"BAL17_vs_DOH17","AB_Genus",1,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
"218",154046,"BAL17_vs_MIN17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
"219",154046,"BAL17_vs_NYC17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
"220",154046,"BAL17_vs_VIE17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
"221",154046,"BAL17_vs_ZRH17","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
"222",154046,"BOG16_vs_BAL17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
"223",158822,"NYC16_vs_SAO17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea"
"224",158849,"BER16_vs_BOG16","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Moellerella"
"225",158877,"NYC16_vs_DOH17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Yokenella"
"226",184117,"DOH16_vs_LIS16","AB_Phylum",3,"Archaea","Thermoproteota",NA,NA,NA,NA
"227",184117,"LIS16_vs_TOK17","AB_Phylum",2,"Archaea","Thermoproteota",NA,NA,NA,NA
"228",187101,"SAC16_vs_TOK16","AB_Genus",2,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia"
"229",187145,"ILR16_vs_TOK16","AB_Phylum",1,"Bacteria","Calditrichota",NA,NA,NA,NA
"230",191303,"DEN17_vs_MIN17","AB_Family",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA
"231",191303,"DOH16_vs_MIN17","AB_Family",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA
"232",191303,"DOH16_vs_SAO17","AB_Family",2,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA
"233",191303,"DOH16_vs_ZRH17","AB_Family",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA
"234",191303,"DOH17_vs_ILR17","AB_Family",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA
"235",191303,"DOH17_vs_ZRH17","AB_Family",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA
"236",191303,"DOH16_vs_DOH17","AB_Genus",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"237",191303,"DOH17_vs_NYC17","AB_Genus",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"238",191303,"DOH17_vs_VIE17","AB_Genus",2,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"239",197162,"AKL16_vs_DEN16","AB_Phylum",3,"Bacteria","Deferribacterota",NA,NA,NA,NA
"240",197162,"DEN16_vs_LIS16","AB_Phylum",3,"Bacteria","Deferribacterota",NA,NA,NA,NA
"241",216465,"DEN16_vs_MIN17","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"242",216465,"DEN16_vs_SAN17","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"243",222819,"BER16_vs_BOG16","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","","Koinonema"
"244",225148,"AKL16_vs_BER16","AB_Phylum",1,"Bacteria","Chlamydiota",NA,NA,NA,NA
"245",225148,"AKL16_vs_DEN16","AB_Phylum",1,"Bacteria","Chlamydiota",NA,NA,NA,NA
"246",225148,"AKL16_vs_NYC16","AB_Phylum",1,"Bacteria","Chlamydiota",NA,NA,NA,NA
"247",225148,"AKL16_vs_SAC16","AB_Phylum",2,"Bacteria","Chlamydiota",NA,NA,NA,NA
"248",225148,"AKL16_vs_TOK16","AB_Phylum",1,"Bacteria","Chlamydiota",NA,NA,NA,NA
"249",225148,"DEN16_vs_LIS16","AB_Phylum",1,"Bacteria","Chlamydiota",NA,NA,NA,NA
"250",225148,"LIS16_vs_BAL17","AB_Phylum",2,"Bacteria","Chlamydiota",NA,NA,NA,NA
"251",225148,"LIS16_vs_SAC16","AB_Phylum",3,"Bacteria","Chlamydiota",NA,NA,NA,NA
"252",225148,"AKL16_vs_BAL17","AB_Class",3,"Bacteria","Chlamydiota","Chlamydiia",NA,NA,NA
"253",225148,"DEN16_vs_SAO17","AB_Class",3,"Bacteria","Chlamydiota","Chlamydiia",NA,NA,NA
"254",225148,"SAC16_vs_SAO17","AB_Class",2,"Bacteria","Chlamydiota","Chlamydiia",NA,NA,NA
"255",225148,"BAL17_vs_SAO17","AB_Order",3,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales",NA,NA
"256",225148,"BAL17_vs_NYC17","AB_Family",3,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae",NA
"257",225148,"BAL17_vs_DEN17","AB_Genus",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"258",225148,"BAL17_vs_ILR17","AB_Genus",3,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"259",225148,"BAL17_vs_ZRH17","AB_Genus",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"260",225148,"BER16_vs_BAL17","AB_Genus",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"261",225148,"BER16_vs_SAC16","AB_Genus",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"262",225148,"DOH16_vs_SAC16","AB_Genus",3,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"263",225148,"SAC16_vs_DEN17","AB_Genus",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"264",225148,"SAC16_vs_ZRH17","AB_Genus",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
"265",241425,"TOK16_vs_TOK17","AB_Family",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Gomontiellaceae",NA
"266",278132,"NYC16_vs_TOK16","AB_Genus",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Limimaricola"
"267",285091,"BER16_vs_ILR17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alloalcanivorax"
"268",295596,"BER16_vs_NYC16","AB_Genus",3,"Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Candidatus Hepatoplasma"
"269",304895,"AKL16_vs_NYC17","AB_Order",3,"Bacteria","Actinomycetota","Actinomycetes","Catenulisporales",NA,NA
"270",307486,"DEN17_vs_TOK17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Tepidimonas"
"271",307486,"TOK17_vs_VIE17","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Tepidimonas"
"272",320497,"NYC16_vs_SAN17","AB_Genus",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Neoasaia"
"273",332249,"NYC16_vs_TOK17","AB_Family",2,"Bacteria","Deinococcota","Deinococci","Trueperales","Trueperaceae",NA
"274",349221,"DEN17_vs_DOH17","AB_Genus",1,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Micavibrio"
"275",349221,"DOH17_vs_SAN17","AB_Genus",2,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Micavibrio"
"276",353800,"BER16_vs_DOH16","AB_Genus",3,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola"
"277",373994,"TOK16_vs_ILR17","AB_Family",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Rivulariaceae",NA
"278",379064,"DEN16_vs_NYC17","AB_Family",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Geminocystaceae",NA
"279",386490,"DOH16_vs_BAL17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Terribacillus"
"280",386490,"DOH16_vs_DEN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Terribacillus"
"281",386490,"DOH16_vs_DOH17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Terribacillus"
"282",386490,"DOH16_vs_VIE17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Terribacillus"
"283",391953,"DEN16_vs_BAL17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola"
"284",391953,"DEN16_vs_DEN17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola"
"285",391953,"DEN16_vs_DOH17","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola"
"286",391953,"DEN16_vs_MIN17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola"
"287",391953,"DEN16_vs_SAC16","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola"
"288",407035,"DEN17_vs_DOH17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"289",407035,"DOH16_vs_DEN17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"290",407035,"DOH17_vs_MIN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"291",407035,"ILR17_vs_MIN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"292",407035,"ILR17_vs_SAN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"293",410072,"ILR17_vs_ZRH17","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"294",410072,"SAC16_vs_ZRH17","AB_Genus",1,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"295",410072,"VIE17_vs_ZRH17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"296",446660,"BER16_vs_MIN17","AB_Genus",3,"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia"
"297",453230,"BOG16_vs_ILR16","AB_Class",3,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"298",453230,"ILR16_vs_ILR17","AB_Class",2,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"299",453230,"ILR16_vs_MIN17","AB_Class",2,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"300",453230,"ILR16_vs_NYC17","AB_Class",2,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"301",453230,"ILR16_vs_SAN17","AB_Class",1,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"302",453230,"ILR16_vs_TOK16","AB_Class",3,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"303",453230,"ILR16_vs_VIE17","AB_Class",2,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"304",453230,"ILR16_vs_ZRH17","AB_Class",2,"Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA
"305",453230,"ILR16_vs_SAC16","AB_Order",2,"Bacteria","Thermodesulfobacteriota","Desulfarculia","Desulfarculales",NA,NA
"306",482564,"BER16_vs_SAO17","AB_Family",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Oscillatoriaceae",NA
"307",489910,"BAL17_vs_SAN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus"
"308",543877,"ILR17_vs_SAO17","AB_Genus",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Pelagerythrobacter"
"309",556325,"DOH17_vs_SAN17","AB_Genus",1,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Neomicrococcus"
"310",556325,"SAN17_vs_VIE17","AB_Genus",1,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Neomicrococcus"
"311",556325,"SAN17_vs_ZRH17","AB_Genus",1,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Neomicrococcus"
"312",575378,"MIN17_vs_VIE17","AB_Genus",2,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"313",575378,"SAO17_vs_VIE17","AB_Genus",2,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"314",577489,"BOG16_vs_DEN17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Euhalothece"
"315",649756,"MIN17_vs_SAO17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes"
"316",650378,"TOK16_vs_NYC17","AB_Family",1,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Amoebophilaceae",NA
"317",651822,"BOG16_vs_LIS16","AB_Phylum",2,"Bacteria","Synergistota",NA,NA,NA,NA
"318",651822,"LIS16_vs_BAL17","AB_Phylum",3,"Bacteria","Synergistota",NA,NA,NA,NA
"319",651822,"LIS16_vs_DEN17","AB_Phylum",3,"Bacteria","Synergistota",NA,NA,NA,NA
"320",651822,"LIS16_vs_DOH17","AB_Phylum",2,"Bacteria","Synergistota",NA,NA,NA,NA
"321",651822,"LIS16_vs_ILR17","AB_Phylum",3,"Bacteria","Synergistota",NA,NA,NA,NA
"322",651822,"LIS16_vs_MIN17","AB_Phylum",3,"Bacteria","Synergistota",NA,NA,NA,NA
"323",651822,"LIS16_vs_NYC17","AB_Phylum",2,"Bacteria","Synergistota",NA,NA,NA,NA
"324",651822,"LIS16_vs_SAN17","AB_Phylum",3,"Bacteria","Synergistota",NA,NA,NA,NA
"325",651822,"LIS16_vs_VIE17","AB_Phylum",2,"Bacteria","Synergistota",NA,NA,NA,NA
"326",651822,"LIS16_vs_ZRH17","AB_Phylum",2,"Bacteria","Synergistota",NA,NA,NA,NA
"327",673862,"AKL16_vs_ILR16","AB_Class",3,"Bacteria","","Candidatus Babeliae",NA,NA,NA
"328",693075,"BOG16_vs_DEN16","AB_Class",2,"Bacteria","Caldisericota","Caldisericia",NA,NA,NA
"329",693075,"DEN16_vs_ILR16","AB_Class",3,"Bacteria","Caldisericota","Caldisericia",NA,NA,NA
"330",693075,"DEN16_vs_NYC16","AB_Class",2,"Bacteria","Caldisericota","Caldisericia",NA,NA,NA
"331",693075,"BER16_vs_DEN16","AB_Order",3,"Bacteria","Caldisericota","Caldisericia","Caldisericales",NA,NA
"332",693075,"DEN16_vs_TOK16","AB_Order",3,"Bacteria","Caldisericota","Caldisericia","Caldisericales",NA,NA
"333",861299,"BER16_vs_LIS16","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"334",861299,"BOG16_vs_LIS16","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"335",861299,"DOH16_vs_LIS16","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"336",861299,"LIS16_vs_BAL17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"337",861299,"LIS16_vs_DEN17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"338",861299,"LIS16_vs_DOH17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"339",861299,"LIS16_vs_ILR17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"340",861299,"LIS16_vs_MIN17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"341",861299,"LIS16_vs_NYC16","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"342",861299,"LIS16_vs_NYC17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"343",861299,"LIS16_vs_SAC16","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"344",861299,"LIS16_vs_SAN17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"345",861299,"LIS16_vs_SAO17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"346",861299,"LIS16_vs_TOK16","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"347",861299,"LIS16_vs_ZRH17","AB_Phylum",1,"Bacteria","Gemmatimonadota",NA,NA,NA,NA
"348",861299,"LIS16_vs_TOK17","AB_Class",3,"Bacteria","Gemmatimonadota","Gemmatimonadetes",NA,NA,NA
"349",861299,"LIS16_vs_VIE17","AB_Class",3,"Bacteria","Gemmatimonadota","Gemmatimonadetes",NA,NA,NA
"350",929813,"DEN17_vs_ZRH17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Gibbsiella"
"351",929813,"SAN17_vs_ZRH17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Gibbsiella"
"352",938288,"BER16_vs_ZRH17","AB_Genus",1,"Bacteria","Bacillota","Clostridia","Eubacteriales","","Fenollaria"
"353",938288,"BOG16_vs_ZRH17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","","Fenollaria"
"354",938288,"ILR17_vs_ZRH17","AB_Genus",1,"Bacteria","Bacillota","Clostridia","Eubacteriales","","Fenollaria"
"355",938288,"MIN17_vs_ZRH17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","","Fenollaria"
"356",938288,"TOK16_vs_SAN17","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","","Fenollaria"
"357",984207,"NYC17_vs_VIE17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Sphaerospermopsis"
"358",1005039,"ILR16_vs_TOK17","AB_Class",2,"Bacteria","Armatimonadota","Fimbriimonadia",NA,NA,NA
"359",1056807,"BER16_vs_SAC16","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"360",1056807,"BOG16_vs_SAC16","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"361",1056807,"DOH16_vs_MIN17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"362",1056807,"DOH16_vs_NYC16","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"363",1056807,"DOH16_vs_SAC16","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"364",1056807,"NYC16_vs_SAC16","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"365",1056807,"SAC16_vs_BAL17","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"366",1056807,"SAC16_vs_DOH17","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"367",1056807,"SAC16_vs_TOK16","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"368",1081631,"NYC16_vs_SAC16","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Schneideria"
"369",1137095,"BOG16_vs_DOH17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Scytonema"
"370",1137095,"DOH17_vs_ZRH17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Scytonema"
"371",1137095,"SAC16_vs_DOH17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Scytonema"
"372",1137095,"TOK16_vs_DOH17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Scytonema"
"373",1160721,"MIN17_vs_SAO17","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"374",1173026,"SAC16_vs_DEN17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Gloeocapsa"
"375",1177211,"BER16_vs_BOG16","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Candidatus Vallotia"
"376",1177211,"BER16_vs_NYC16","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Candidatus Vallotia"
"377",1177211,"BER16_vs_TOK16","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Candidatus Vallotia"
"378",1185412,"NYC16_vs_ILR17","AB_Family",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Vallitaleaceae",NA
"379",1185412,"TOK16_vs_ILR17","AB_Family",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Vallitaleaceae",NA
"380",1185412,"DOH16_vs_ILR17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Vallitaleaceae","Vallitalea"
"381",1196083,"DEN17_vs_SAN17","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"382",1196083,"NYC17_vs_SAN17","AB_Genus",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"383",1196083,"SAN17_vs_VIE17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"384",1196095,"SAN17_vs_SAO17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella"
"385",1307763,"ILR16_vs_DEN17","AB_Class",3,"Bacteria","Kiritimatiellota","Kiritimatiellia",NA,NA,NA
