Sample	City	Taxon	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	detoxification of reactive carbonyls in chloroplasts	ethylene glycol biosynthesis	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	lactate biosynthesis (archaea)	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
BAL_Kl_2017_GCF_003861255.1	BAL	Kl	0.0	0.0	1.0	1.5	2.5	1.0	1.0	1.0	23.0	27.333333333333332	8.8	28.166666666666668	112.66666666666667	19.5	1.6666666666666667	0.0	1.0	8.25	20.416666666666668	18.666666666666668	89.58611111111111	79.45	1.4	1.0	5.5	26.0	23.445670995670994	1.2857142857142858	1.0	1.4285714285714286	38.083333333333336	1.4	12.666666666666668	181.51703296703297	121.28608058608059	65.30119047619047	175.0154761904762	0.0	1.0	1.0	70.25	15.905050505050504	12.666666666666668	50.14242424242424	0.0	9.666666666666666	233.49982363315698	12.0	0.0	1.0	33.80238095238095	140.75	54.86666666666667	5.0	13.666666666666666	24.5	7.199999999999999	42.666666666666664	38.583333333333336	2.0	15.4	1.7777777777777777	996.3206455824877	101.45833333333333	10.0	18.066666666666666	18.886904761904763	1.6	2.2	1.0	1.5	0.0	8.555555555555555	0.0	0.0	6.5	1.25	1.5333333333333334	5.0	3.6666666666666665	0.0	1.75	6.5	1.0	2.0	1.5	0.0	1.0	0.0	2.0	1.0	1.5	2.75
BAL_Kl_2017_GCF_003861365.1	BAL	Kl	0.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	24.33333333333333	31.333333333333332	9.5	24.333333333333332	110.3	17.5	1.0	3.0	1.0	7.75	21.5	16.666666666666668	85.84126984126983	79.95	1.2	1.0	2.5	22.0	21.985281385281386	1.2857142857142858	1.0	1.4285714285714286	35.25	1.2	14.5	178.30757020757022	111.98461538461538	60.80119047619048	169.08214285714286	0.0	1.0	1.0	73.25	14.086363636363636	14.5	49.593939393939394	0.0	10.333333333333334	198.04761904761904	11.333333333333334	0.0	1.0	33.945238095238096	132.25	55.416666666666664	5.333333333333333	13.25	23.0	7.0	40.333333333333336	39.9	2.0	16.5	1.6666666666666667	950.4945199537304	89.625	10.0	15.71111111111111	16.71785714285714	1.6	1.8	1.0	1.75	0.0	7.666666666666667	1.0	0.0	5.25	1.25	1.5	4.333333333333333	0.0	0.0	1.6153846153846154	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003861425.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	25.0	27.5	8.7	26.166666666666668	109.58333333333333	17.5	1.0	0.0	1.0	7.5	19.25	16.666666666666668	86.43412698412699	82.7	1.2	1.0	5.5	22.0	22.404761904761905	1.2857142857142858	1.0	1.4285714285714286	32.833333333333336	1.6	13.666666666666666	170.90637973137973	113.0801282051282	59.634523809523806	175.60357142857143	0.0	1.0	1.0	53.5	13.836363636363636	11.0	55.39393939393939	0.0	11.0	191.52142857142857	11.0	0.0	1.0	35.46904761904762	128.75	63.699999999999996	5.0	11.0	21.0	7.199999999999999	39.33333333333333	38.583333333333336	2.0	14.5	1.7777777777777777	998.8540810067126	96.48333333333333	10.0	16.133333333333333	18.48690476190476	1.6	1.8	1.0	1.5	0.0	7.666666666666667	1.0	0.0	5.5	1.25	1.5	4.333333333333333	0.0	0.0	1.6923076923076923	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003861435.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	25.666666666666668	30.5	8.5	27.5	112.91666666666667	19.5	1.6666666666666667	0.0	1.0	9.0	19.25	19.666666666666668	91.03968253968254	86.36666666666666	1.3	1.0	4.0	28.0	23.00865800865801	1.2857142857142858	1.0	1.4285714285714286	36.083333333333336	1.2	14.833333333333332	190.11703296703297	122.78461538461538	64.13452380952381	181.43690476190477	0.0	1.0	1.0	62.75	15.071717171717172	9.333333333333332	50.916666666666664	0.0	11.0	212.27619047619046	11.0	0.0	1.0	33.945238095238096	143.25	59.65	5.0	12.0	21.0	5.933333333333334	44.583333333333336	37.083333333333336	2.0	14.5	1.4444444444444444	936.100082811925	101.04166666666667	10.0	18.366666666666667	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	5.75	1.25	1.5	5.333333333333333	0.0	0.0	1.5384615384615383	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003861475.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	25.666666666666668	31.5	10.5	27.166666666666668	129.0	19.5	1.6666666666666667	0.0	1.0	8.5	19.5	19.666666666666668	88.61468253968253	87.03333333333333	1.2	1.0	2.5	28.0	22.957575757575757	1.2857142857142858	1.0	1.4285714285714286	36.583333333333336	1.2	14.166666666666666	245.78608058608057	123.26346153846154	73.13452380952381	180.61785714285713	0.0	1.0	1.0	73.0	15.071717171717172	21.333333333333332	85.98181818181818	0.0	14.0	206.14312169312169	11.333333333333332	0.0	1.0	34.30238095238095	140.75	55.2	5.0	14.0	21.5	7.199999999999999	43.333333333333336	38.583333333333336	2.0	14.5	1.7777777777777777	1465.0122754438544	126.375	10.0	16.88888888888889	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.555555555555555	0.0	0.0	6.0	1.25	1.5	5.333333333333333	0.0	0.0	1.5384615384615383	7.0	1.5	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003861575.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	25.666666666666668	27.333333333333332	8.6	25.166666666666668	115.41666666666667	17.5	1.6666666666666667	0.0	1.0	8.75	20.416666666666668	19.666666666666668	88.77579365079364	77.36666666666666	1.3	1.0	4.0	28.0	24.1017316017316	1.2857142857142858	1.0	1.4285714285714286	36.083333333333336	1.4	14.5	182.8682844932845	124.58397435897436	60.55119047619048	178.8845238095238	1.0	1.0	2.2	71.35	14.336363636363636	12.666666666666668	46.71666666666667	0.0	11.0	219.026278659612	11.0	0.0	1.0	34.80238095238095	139.25	56.03333333333333	5.0	14.0	23.0	9.333333333333332	40.833333333333336	39.93333333333333	2.0	14.5	2.2222222222222223	907.2500828119249	100.58333333333333	10.0	16.8	17.60238095238095	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	5.75	1.25	1.5	5.333333333333333	0.0	0.0	1.6153846153846154	6.5	1.5	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
MIN_Es_2017_GCF_013423565.1	MIN	Es	0.0	0.0	0.0	1.0	1.5	1.0	1.0	1.0	27.666666666666668	29.5	12.6	20.666666666666668	72.9	18.0	1.0	2.5	4.0	10.0	17.0	18.666666666666668	79.48452380952381	73.08333333333333	1.15	3.0	3.0	26.0	22.314285714285713	1.2857142857142858	1.0	1.2857142857142858	36.5	5.0	9.5	178.73064713064713	108.72857142857143	57.43452380952381	175.69166666666666	0.0	1.0	1.0	58.416666666666664	14.344696969696969	6.666666666666667	56.81818181818182	4.0	8.0	184.15178214998573	9.0	0.0	1.0	39.84444444444444	128.08333333333334	55.36666666666667	3.0	17.75	20.833333333333332	5.266666666666667	36.666666666666664	37.25	2.0	14.0	1.4444444444444444	823.8314404893353	78.21666666666667	8.0	13.666666666666666	17.617857142857144	1.6	2.1666666666666665	1.0	1.75	1.3333333333333333	8.555555555555555	0.0	0.0	4.5	1.25	1.3333333333333333	5.0	0.0	2.1	1.5384615384615383	6.5	1.0	3.0	1.25	0.0	2.0	0.0	2.0	1.0	1.0	2.75
MIN_Es_2017_GCF_013423645.1	MIN	Es	0.0	0.0	0.0	1.0	1.5	1.0	1.0	1.0	27.666666666666668	29.5	12.6	20.666666666666668	72.9	18.0	1.0	2.5	4.0	10.0	17.0	18.666666666666668	80.48452380952381	73.08333333333333	1.15	2.0	3.0	26.0	22.314285714285713	1.2857142857142858	1.0	1.2857142857142858	36.5	5.0	9.5	178.73064713064713	108.72857142857143	57.43452380952381	175.69166666666666	0.0	1.0	1.0	58.416666666666664	14.344696969696969	6.666666666666667	56.81818181818182	4.0	7.666666666666667	184.12184203022525	9.0	0.0	1.0	39.84444444444444	128.08333333333334	55.36666666666667	3.0	17.75	20.833333333333332	5.266666666666667	36.666666666666664	37.25	2.0	14.0	1.4444444444444444	823.8314404893353	78.21666666666667	8.0	13.666666666666666	17.617857142857144	1.6	2.1666666666666665	1.0	1.75	1.3333333333333333	8.555555555555555	0.0	0.0	4.5	1.25	1.3333333333333333	5.0	0.0	2.1	1.5384615384615383	6.5	1.0	3.0	1.25	0.0	2.0	0.0	2.0	1.0	1.0	2.75
NYC_En_2015_GCF_029069505.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	20.333333333333336	21.0	11.5	21.7	69.5	17.0	1.0	0.0	1.0	7.0	18.0	11.333333333333332	86.70833333333333	74.91666666666667	1.15	1.0	4.0	16.0	24.932034632034632	1.2857142857142858	1.0	1.2857142857142858	26.0	1.0	11.666666666666666	176.64969474969476	93.1452380952381	55.38452380952381	161.0297619047619	0.0	1.0	2.5	48.583333333333336	14.820454545454545	9.666666666666668	56.63636363636364	0.0	13.333333333333334	178.37760141093474	3.333333333333333	1.0	1.0	24.516666666666666	99.58333333333333	54.86666666666667	3.0	12.5	19.833333333333332	6.133333333333333	36.33333333333333	43.55	2.0	14.433333333333334	1.5555555555555556	989.8038961038961	95.725	8.0	12.777777777777779	14.732142857142858	1.6	2.0	1.0	1.75	1.3333333333333333	6.888888888888889	1.0	0.0	4.75	1.0	1.5	3.333333333333333	0.0	0.0	1.5833333333333333	6.5	1.0	2.0	1.5	0.0	1.0	0.0	2.0	1.0	1.5	2.25
NYC_En_2015_GCF_029069575.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	21.0	21.5	10.5	22.7	72.0	17.0	1.0	0.0	1.0	6.666666666666667	18.333333333333332	12.333333333333334	87.79722222222222	74.58333333333333	1.15	2.0	4.0	18.0	24.814935064935064	1.2857142857142858	1.0	1.2857142857142858	26.083333333333332	1.0	13.166666666666666	176.16761294261295	90.56190476190476	54.18452380952381	164.41785714285714	0.0	1.0	3.5999999999999996	64.33333333333333	14.370454545454546	11.166666666666666	49.81060606060606	0.0	12.333333333333334	186.32063492063492	3.333333333333333	1.5	1.0	23.516666666666666	101.91666666666667	53.86666666666667	3.0	14.5	22.333333333333332	5.933333333333334	35.833333333333336	43.016666666666666	2.0	14.433333333333334	1.4444444444444444	984.5951298701299	87.20833333333333	8.0	13.42222222222222	14.732142857142858	1.6	2.0	1.0	1.75	1.3333333333333333	7.333333333333333	1.0	0.0	5.0	1.0	1.5	5.0	0.0	0.0	1.5833333333333333	6.5	1.0	2.0	1.5	0.0	2.0	0.0	2.0	1.0	1.5	2.25
NYC_En_2015_GCF_029069675.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	21.666666666666664	21.5	10.5	22.7	72.0	17.0	1.0	0.0	1.0	6.666666666666667	18.333333333333332	12.333333333333334	87.79722222222222	74.58333333333333	1.15	2.0	4.0	18.0	24.814935064935064	1.2857142857142858	1.0	1.2857142857142858	26.083333333333332	1.0	13.166666666666666	176.16761294261295	90.56190476190476	54.18452380952381	164.41785714285714	0.0	1.0	3.5999999999999996	64.83333333333333	14.370454545454546	11.166666666666666	49.81060606060606	0.0	12.333333333333334	186.32063492063492	3.333333333333333	1.5	1.0	23.516666666666666	101.91666666666667	53.86666666666667	3.0	14.5	22.333333333333332	5.933333333333334	35.833333333333336	43.016666666666666	2.0	14.433333333333334	1.4444444444444444	985.5951298701299	87.20833333333333	8.0	13.42222222222222	14.732142857142858	1.6	2.0	1.0	1.75	1.3333333333333333	7.333333333333333	1.0	0.0	5.0	1.0	1.5	5.0	0.0	0.0	1.5833333333333333	6.5	1.0	2.0	1.5	0.0	2.0	0.0	2.0	1.0	1.5	2.25
NYC_En_2015_GCF_029069825.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	21.0	21.5	10.5	22.7	72.0	17.0	1.0	0.0	1.0	6.666666666666667	18.333333333333332	12.333333333333334	87.79722222222222	74.58333333333333	1.15	2.0	4.0	18.0	24.814935064935064	1.2857142857142858	1.0	1.2857142857142858	26.083333333333332	1.0	13.166666666666666	176.16761294261295	90.56190476190476	54.18452380952381	164.41785714285714	0.0	1.0	3.5999999999999996	64.33333333333333	14.370454545454546	11.166666666666666	49.81060606060606	0.0	12.333333333333334	186.32063492063492	3.333333333333333	1.5	1.0	23.516666666666666	101.91666666666667	53.86666666666667	3.0	14.5	22.333333333333332	5.933333333333334	35.833333333333336	43.016666666666666	2.0	14.433333333333334	1.4444444444444444	984.5951298701299	87.20833333333333	8.0	13.42222222222222	14.732142857142858	1.6	2.0	1.0	1.75	1.3333333333333333	7.333333333333333	1.0	0.0	5.0	1.0	1.5	5.0	0.0	0.0	1.5833333333333333	6.5	1.0	2.0	1.5	0.0	2.0	0.0	2.0	1.0	1.5	2.25
NYC_En_2015_GCF_029070195.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	21.0	20.5	10.5	22.7	68.0	17.0	1.0	0.0	1.0	6.333333333333333	18.333333333333332	11.333333333333334	83.93055555555556	74.58333333333333	1.15	2.0	4.0	16.0	23.114935064935064	1.2857142857142858	1.0	1.2857142857142858	25.083333333333332	1.0	12.833333333333332	164.71285103785104	85.3952380952381	52.351190476190474	161.97738095238094	0.0	1.0	3.5999999999999996	63.583333333333336	14.170454545454545	10.166666666666666	50.371212121212125	0.0	12.0	182.61975308641976	3.333333333333333	0.0	1.0	25.683333333333334	101.58333333333333	62.699999999999996	3.0	14.0	22.333333333333332	5.933333333333334	35.333333333333336	42.266666666666666	2.0	14.433333333333334	1.4444444444444444	929.7148268398269	81.625	8.0	13.2	14.732142857142858	1.6	2.0	1.0	1.75	1.3333333333333333	6.333333333333333	1.0	0.0	5.0	1.0	1.5	4.5	0.0	0.0	1.5833333333333333	6.5	1.0	2.0	1.5	0.0	2.0	0.0	2.0	1.0	1.5	2.25
NYC_En_2015_GCF_029075245.1	NYC	En	0.0	0.0	0.0	2.0	3.5	1.0	1.0	1.0	21.0	22.0	9.6	22.7	71.16666666666667	17.0	1.0	0.0	2.0	7.333333333333333	20.0	11.333333333333334	87.59722222222223	79.75	1.15	4.0	4.0	16.0	26.176911976911978	1.2857142857142858	1.0	1.2857142857142858	26.5	1.0	12.666666666666668	184.4221916971917	100.41190476190476	56.884523809523806	163.46785714285716	0.0	1.0	2.4	48.583333333333336	15.64469696969697	9.666666666666666	54.371212121212125	0.0	13.666666666666666	186.09920634920636	3.333333333333333	1.0	1.0	24.516666666666666	98.58333333333333	54.86666666666667	3.0	9.833333333333332	20.333333333333332	6.133333333333333	38.666666666666664	50.416666666666664	2.0	16.133333333333333	1.5555555555555556	1022.3754329004329	100.45833333333333	8.0	13.2	16.05	1.6	2.2	1.0	2.0	1.3333333333333333	6.333333333333333	1.0	0.0	5.0	1.0	1.7142857142857142	3.333333333333333	0.0	0.0	1.75	6.5	1.0	2.0	1.5	0.0	1.0	0.0	2.0	1.0	1.5	2.5
NYC_En_2016_GCF_020783935.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	23.0	22.0	9.5	21.7	71.91666666666667	17.0	1.0	0.0	1.0	7.666666666666667	18.0	12.333333333333334	87.79722222222222	73.66666666666667	1.15	3.0	4.0	18.0	22.814935064935064	1.2857142857142858	1.0	1.2857142857142858	27.0	1.0	13.333333333333332	172.7390415140415	97.17857142857143	53.68452380952381	157.89880952380952	0.0	1.0	2.5	51.333333333333336	14.370454545454546	7.666666666666667	46.54545454545455	0.0	11.333333333333334	174.91728395061727	3.333333333333333	1.0	1.0	24.516666666666666	99.25	54.86666666666667	3.0	9.5	20.333333333333332	5.933333333333334	36.833333333333336	41.31666666666666	2.0	14.433333333333334	1.4444444444444444	907.3766233766233	84.25	8.0	13.0	14.732142857142858	1.6	2.0	1.0	1.75	1.3333333333333333	6.777777777777778	1.0	0.0	4.75	1.0	1.5	3.6666666666666665	0.0	0.0	1.5833333333333333	6.5	1.0	0.0	1.5	0.0	2.0	0.0	2.0	1.0	1.5	2.25
NYC_En_2016_GCF_029069745.1	NYC	En	0.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	21.666666666666664	22.0	9.6	22.7	71.16666666666667	17.0	1.0	0.0	1.0	7.0	18.0	12.333333333333332	87.46388888888889	77.75	1.15	3.0	2.5	18.0	24.348701298701297	1.2857142857142858	1.0	1.2857142857142858	26.083333333333332	1.0	13.333333333333332	155.16278998778998	90.67857142857143	58.134523809523806	161.8154761904762	0.0	1.0	2.5	50.333333333333336	14.54469696969697	7.666666666666667	48.81060606060606	0.0	12.0	183.52645502645504	3.333333333333333	1.0	1.0	24.516666666666666	99.25	63.699999999999996	3.0	9.5	20.333333333333332	5.933333333333334	37.833333333333336	43.68333333333333	2.0	14.433333333333334	1.4444444444444444	937.0898268398269	86.70833333333333	8.0	13.42222222222222	16.05	1.6	2.2	1.0	1.75	1.3333333333333333	7.333333333333333	1.0	0.0	5.0	1.0	1.5	3.6666666666666665	0.0	0.0	1.6666666666666667	6.5	1.0	2.0	1.5	0.0	2.0	0.0	2.0	1.0	1.5	2.5
NYC_Es_2015_GCF_027584315.1	NYC	Es	0.0	0.0	0.0	1.0	1.5	1.0	1.0	1.0	24.33333333333333	28.333333333333332	12.6	21.666666666666668	61.0	18.0	1.3333333333333333	3.0	4.0	9.666666666666666	20.0	17.666666666666668	82.55357142857143	79.66666666666667	1.15	1.0	3.0	24.0	26.670238095238094	1.2857142857142858	1.0	1.2857142857142858	34.33333333333333	5.2	9.5	186.11636141636143	112.39487179487179	57.73452380952381	174.4440476190476	0.0	1.0	1.0	47.333333333333336	14.14469696969697	7.333333333333333	49.71212121212121	4.0	8.666666666666666	185.8401625320787	9.333333333333334	0.0	1.0	39.336507936507935	125.08333333333333	55.36666666666667	3.0	13.833333333333332	21.333333333333332	6.533333333333333	37.166666666666664	39.36666666666667	2.0	16.2	1.7777777777777777	881.3329525737421	90.85555555555555	8.0	12.866666666666667	18.803571428571427	1.6	2.1666666666666665	1.0	1.75	0.0	7.555555555555555	0.0	0.0	4.5	1.25	1.3333333333333333	4.666666666666667	0.0	2.375	1.5833333333333333	6.5	1.3333333333333333	3.0	1.25	3.8	2.0	0.0	2.0	1.0	1.0	2.5
NYC_Es_2015_GCF_027584335.1	NYC	Es	1.5	0.0	0.0	1.0	2.0	1.0	1.0	1.0	28.33333333333333	29.5	14.6	19.666666666666668	76.4	18.0	1.0	2.333333333333333	4.0	10.0	20.0	18.666666666666668	81.69563492063492	72.75	1.1	4.0	2.5	26.0	26.304761904761904	1.2857142857142858	1.0	1.2857142857142858	38.25	5.0	9.5	186.91523199023197	111.1952380952381	59.43452380952381	167.4297619047619	0.0	1.0	1.0	55.916666666666664	13.478787878787879	8.333333333333332	57.81818181818182	4.0	8.0	185.8979612204163	9.333333333333332	0.0	1.0	38.90952380952381	135.75	54.03333333333333	3.0	23.4	18.833333333333332	5.266666666666667	36.666666666666664	39.53333333333333	2.0	17.366666666666667	1.4444444444444444	896.841282839967	91.225	5.0	15.31111111111111	17.617857142857144	1.6	2.0	1.0	2.0	1.3333333333333333	8.555555555555555	0.0	0.0	4.0	1.25	1.4	5.0	4.333333333333333	2.25	1.7692307692307692	6.5	1.0	3.0	1.25	3.8	2.0	0.0	2.0	1.0	1.0	2.75
NYC_Es_2016_GCF_002214205.1	NYC	Es	0.0	0.0	0.0	1.0	1.5	1.0	1.0	1.0	27.0	30.333333333333332	12.7	21.333333333333332	71.9	18.0	1.0	3.0	4.0	10.0	17.0	19.666666666666668	75.49444444444444	84.58333333333333	1.2	2.0	3.0	28.0	26.433333333333334	1.2857142857142858	1.0	1.2857142857142858	37.33333333333333	5.2	10.5	194.56028693528694	115.54761904761905	59.18452380952381	170.5690476190476	0.0	1.0	1.0	48.333333333333336	15.709848484848484	6.333333333333333	59.32575757575758	4.0	7.666666666666667	179.31231822070146	9.0	0.0	1.0	37.207142857142856	131.75	65.2	3.0	15.75	19.833333333333332	5.466666666666667	34.666666666666664	37.25	2.0	13.75	1.6666666666666667	833.9040595369543	84.59166666666667	9.0	13.533333333333335	17.617857142857144	1.6	2.0	1.0	1.75	1.3333333333333333	9.0	0.0	0.0	4.5	1.25	1.4	5.333333333333333	0.0	2.0	1.5384615384615383	7.0	1.0	3.0	1.5	4.0	2.0	0.0	2.0	1.0	1.0	2.75
NYC_Es_2018_GCF_022569415.1	NYC	Es	0.0	0.0	0.0	1.0	2.0	1.0	1.5	1.5	26.33333333333333	28.833333333333332	12.5	19.666666666666668	72.06666666666666	18.0	1.0	3.0	4.0	9.0	18.5	16.666666666666668	79.16666666666667	74.25	1.15	3.0	3.0	22.0	24.597619047619048	1.2857142857142858	1.0	1.2857142857142858	36.58333333333333	5.0	9.5	175.91993284493284	103.27142857142857	58.01785714285714	168.02738095238095	0.0	1.0	1.0	52.416666666666664	13.578030303030303	7.333333333333333	53.803030303030305	4.0	8.333333333333334	177.74262902765898	8.666666666666666	0.0	1.0	28.516666666666666	122.25	55.95	3.0	21.1	20.333333333333332	6.0	33.166666666666664	39.11666666666667	2.0	15.3	1.6666666666666667	835.411307552097	84.90833333333333	8.0	11.8	16.3	1.6	1.7142857142857142	1.5	2.0	1.3333333333333333	7.666666666666667	1.0	0.0	4.25	1.25	1.4	4.666666666666667	4.333333333333333	2.0	1.5384615384615383	7.0	1.0	2.0	1.25	3.4	2.0	2.5	2.0	1.0	1.0	2.5
NYC_Es_2018_GCF_022812305.1	NYC	Es	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	27.0	29.5	13.5	19.666666666666668	68.4	18.0	1.0	1.0	3.0	9.0	18.5	16.666666666666668	75.26944444444445	73.16666666666667	1.15	3.0	2.5	22.0	24.178571428571427	1.2857142857142858	1.0	1.2857142857142858	34.08333333333333	5.0	9.5	162.93659951159952	96.3952380952381	56.601190476190474	162.2107142857143	0.0	1.0	1.0	51.916666666666664	13.253030303030302	6.333333333333333	51.803030303030305	4.0	7.0	176.125249500998	8.666666666666666	0.0	1.0	38.044444444444444	120.25	54.03333333333333	3.0	22.6	19.833333333333332	5.266666666666667	35.666666666666664	37.86666666666667	2.0	15.3	1.4444444444444444	786.8968084547032	77.375	8.0	14.866666666666667	15.182142857142857	1.6	1.7142857142857142	1.0	2.0	1.3333333333333333	7.666666666666667	0.0	0.0	4.25	1.25	1.3333333333333333	4.333333333333333	4.333333333333333	1.875	1.5384615384615383	6.5	1.0	3.0	1.25	0.0	2.0	1.0	2.0	1.0	1.0	2.25
NYC_Es_2018_GCF_022812315.1	NYC	Es	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	27.0	29.5	13.5	19.666666666666668	69.9	18.0	1.0	1.0	4.0	9.0	18.5	16.666666666666664	75.26944444444445	75.0	1.15	3.0	2.5	22.0	24.178571428571427	1.2857142857142858	1.0	1.2857142857142858	34.08333333333333	5.0	9.5	162.9365995115995	96.3952380952381	56.601190476190474	162.2107142857143	0.0	1.0	1.0	51.916666666666664	13.253030303030302	6.333333333333333	51.803030303030305	4.0	7.0	176.125249500998	8.666666666666666	0.0	1.0	38.044444444444444	120.25	54.03333333333333	3.0	22.6	19.833333333333332	5.266666666666667	35.666666666666664	37.86666666666667	2.0	15.3	1.4444444444444444	786.8968084547032	77.375	8.0	14.866666666666667	15.182142857142857	1.6	1.7142857142857142	1.0	2.0	1.3333333333333333	7.666666666666667	0.0	0.0	4.25	1.25	1.3333333333333333	4.333333333333333	4.333333333333333	1.875	1.5384615384615383	6.5	1.0	3.0	1.25	0.0	2.0	1.0	2.0	1.0	1.0	2.25
NYC_Kl_2015_GCF_027584255.1	NYC	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	23.0	28.5	8.5	27.333333333333332	113.16666666666667	19.5	1.6666666666666667	0.0	1.0	9.0	19.25	19.666666666666668	88.00079365079365	82.2	1.2	1.0	2.5	28.0	23.00865800865801	1.2857142857142858	1.0	1.4285714285714286	36.583333333333336	1.2	13.833333333333332	193.90274725274725	121.28461538461539	64.96785714285714	173.45119047619048	0.0	1.0	1.0	58.75	15.071717171717172	9.0	48.31666666666666	0.0	10.0	221.72204585537918	11.333333333333332	1.0	1.0	33.80238095238095	137.75	55.25	5.0	12.0	19.5	5.933333333333334	43.33333333333333	38.166666666666664	2.0	14.5	1.4444444444444444	954.3740005608427	97.41666666666667	10.0	17.22222222222222	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	6.0	1.25	1.5	5.333333333333333	0.0	0.0	1.5384615384615383	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
