Sample	City	Taxon	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	detoxification of reactive carbonyls in chloroplasts	ethylene glycol biosynthesis	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	lactate biosynthesis (archaea)	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
MIN_Es_2017_GCF_013423645.1	MIN	Es	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	23.0	7.0	8.0	25.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	59.0	44.0	1.0	2.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	2.0	3.0	60.0	40.0	18.0	106.0	0.0	1.0	1.0	12.0	8.0	4.0	11.0	1.0	1.0	56.0	2.0	0.0	1.0	20.0	35.0	38.0	1.0	7.0	11.0	4.0	14.0	14.0	2.0	9.0	1.0	187.0	32.0	4.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2015_GCF_029069505.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	15.0	5.0	8.0	23.0	3.0	1.0	0.0	1.0	2.0	9.0	4.0	60.0	43.0	1.0	1.0	2.0	2.0	14.0	1.0	1.0	1.0	11.0	1.0	4.0	64.0	46.0	17.0	103.0	0.0	1.0	2.0	16.0	8.0	3.0	11.0	0.0	1.0	54.0	1.0	1.0	1.0	14.0	32.0	38.0	1.0	5.0	10.0	4.0	16.0	15.0	2.0	7.0	1.0	173.0	34.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2015_GCF_029069575.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	5.0	8.0	23.0	3.0	1.0	0.0	1.0	2.0	10.0	4.0	61.0	43.0	1.0	2.0	2.0	2.0	14.0	1.0	1.0	1.0	11.0	1.0	4.0	62.0	43.0	16.0	102.0	0.0	1.0	3.0	20.0	8.0	4.0	11.0	0.0	1.0	54.0	1.0	1.0	1.0	13.0	32.0	37.0	1.0	5.0	12.0	4.0	16.0	15.0	2.0	7.0	1.0	175.0	33.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2015_GCF_029069675.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	5.0	8.0	23.0	3.0	1.0	0.0	1.0	2.0	10.0	4.0	61.0	43.0	1.0	2.0	2.0	2.0	14.0	1.0	1.0	1.0	11.0	1.0	4.0	62.0	43.0	16.0	102.0	0.0	1.0	3.0	20.0	8.0	4.0	11.0	0.0	1.0	54.0	1.0	1.0	1.0	13.0	32.0	37.0	1.0	5.0	12.0	4.0	16.0	15.0	2.0	7.0	1.0	175.0	33.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2015_GCF_029069825.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	5.0	8.0	23.0	3.0	1.0	0.0	1.0	2.0	10.0	4.0	61.0	43.0	1.0	2.0	2.0	2.0	14.0	1.0	1.0	1.0	11.0	1.0	4.0	62.0	43.0	16.0	102.0	0.0	1.0	3.0	20.0	8.0	4.0	11.0	0.0	1.0	54.0	1.0	1.0	1.0	13.0	32.0	37.0	1.0	5.0	12.0	4.0	16.0	15.0	2.0	7.0	1.0	175.0	33.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2015_GCF_029070195.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	15.0	5.0	8.0	23.0	3.0	1.0	0.0	1.0	2.0	10.0	4.0	60.0	43.0	1.0	2.0	2.0	2.0	13.0	1.0	1.0	1.0	11.0	1.0	4.0	62.0	43.0	16.0	102.0	0.0	1.0	3.0	21.0	8.0	4.0	11.0	0.0	1.0	54.0	1.0	0.0	1.0	14.0	32.0	37.0	1.0	5.0	12.0	4.0	16.0	15.0	2.0	7.0	1.0	175.0	33.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2015_GCF_029075245.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	5.0	8.0	24.0	3.0	1.0	0.0	1.0	2.0	9.0	4.0	61.0	45.0	1.0	3.0	2.0	2.0	14.0	1.0	1.0	1.0	11.0	1.0	4.0	64.0	46.0	16.0	102.0	0.0	1.0	2.0	16.0	8.0	3.0	10.0	0.0	1.0	55.0	1.0	1.0	1.0	14.0	31.0	38.0	1.0	4.0	10.0	4.0	16.0	15.0	2.0	7.0	1.0	176.0	34.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2016_GCF_020783935.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	5.0	8.0	25.0	3.0	1.0	0.0	1.0	2.0	9.0	4.0	61.0	43.0	1.0	3.0	2.0	2.0	13.0	1.0	1.0	1.0	11.0	1.0	4.0	63.0	44.0	16.0	100.0	0.0	1.0	2.0	16.0	8.0	3.0	10.0	0.0	1.0	55.0	1.0	1.0	1.0	14.0	31.0	38.0	1.0	4.0	10.0	4.0	16.0	15.0	2.0	7.0	1.0	177.0	33.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_En_2016_GCF_029069745.1	NYC	En	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	5.0	8.0	23.0	3.0	1.0	0.0	1.0	2.0	9.0	4.0	61.0	45.0	1.0	3.0	2.0	2.0	14.0	1.0	1.0	1.0	11.0	1.0	4.0	63.0	43.0	18.0	102.0	0.0	1.0	2.0	16.0	8.0	3.0	10.0	0.0	1.0	55.0	1.0	1.0	1.0	14.0	31.0	38.0	1.0	4.0	10.0	4.0	18.0	15.0	2.0	7.0	1.0	176.0	33.0	7.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Es_2015_GCF_027584315.1	NYC	Es	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	23.0	7.0	8.0	19.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	59.0	45.0	1.0	1.0	2.0	2.0	14.0	1.0	1.0	1.0	12.0	2.0	3.0	62.0	45.0	18.0	106.0	0.0	1.0	1.0	10.0	8.0	4.0	11.0	1.0	1.0	56.0	2.0	0.0	1.0	20.0	35.0	38.0	1.0	6.0	11.0	4.0	16.0	14.0	2.0	9.0	1.0	186.0	33.0	4.0	3.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Es_2015_GCF_027584335.1	NYC	Es	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	23.0	7.0	8.0	24.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	60.0	43.0	1.0	3.0	2.0	2.0	14.0	1.0	1.0	1.0	16.0	2.0	3.0	62.0	44.0	19.0	103.0	0.0	1.0	1.0	12.0	8.0	4.0	10.0	1.0	1.0	56.0	2.0	0.0	1.0	20.0	35.0	38.0	1.0	7.0	11.0	4.0	14.0	14.0	2.0	9.0	1.0	187.0	33.0	4.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Es_2016_GCF_002214205.1	NYC	Es	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	24.0	7.0	8.0	22.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	56.0	48.0	1.0	2.0	2.0	2.0	14.0	1.0	1.0	1.0	14.0	2.0	3.0	63.0	45.0	18.0	104.0	0.0	1.0	1.0	10.0	8.0	4.0	10.0	1.0	1.0	56.0	2.0	0.0	1.0	19.0	35.0	38.0	1.0	6.0	10.0	4.0	14.0	14.0	2.0	9.0	1.0	188.0	32.0	5.0	3.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Es_2018_GCF_022569415.1	NYC	Es	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	23.0	7.0	8.0	26.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	58.0	43.0	1.0	3.0	2.0	2.0	14.0	1.0	1.0	1.0	17.0	2.0	3.0	64.0	46.0	19.0	103.0	0.0	1.0	1.0	12.0	8.0	4.0	10.0	1.0	1.0	56.0	2.0	0.0	1.0	15.0	35.0	38.0	1.0	7.0	10.0	4.0	14.0	14.0	2.0	9.0	1.0	188.0	34.0	4.0	3.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NYC_Es_2018_GCF_022812305.1	NYC	Es	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	23.0	7.0	8.0	25.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	56.0	43.0	1.0	3.0	2.0	2.0	14.0	1.0	1.0	1.0	15.0	2.0	3.0	60.0	43.0	19.0	104.0	0.0	1.0	1.0	12.0	8.0	4.0	11.0	1.0	1.0	56.0	2.0	0.0	1.0	20.0	35.0	38.0	1.0	7.0	11.0	4.0	14.0	14.0	2.0	9.0	1.0	187.0	33.0	4.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
NYC_Es_2018_GCF_022812315.1	NYC	Es	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	23.0	7.0	8.0	26.0	3.0	1.0	1.0	2.0	2.0	10.0	5.0	56.0	43.0	1.0	3.0	2.0	2.0	14.0	1.0	1.0	1.0	15.0	2.0	3.0	60.0	43.0	19.0	104.0	0.0	1.0	1.0	12.0	8.0	4.0	11.0	1.0	1.0	56.0	2.0	0.0	1.0	20.0	35.0	38.0	1.0	7.0	11.0	4.0	14.0	14.0	2.0	9.0	1.0	187.0	33.0	4.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584255.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	59.0	40.0	19.0	108.0	0.0	1.0	1.0	13.0	8.0	4.0	13.0	0.0	1.0	56.0	2.0	1.0	1.0	17.0	35.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584275.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	20.0	7.0	9.0	48.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	63.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	19.0	108.0	1.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	192.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584375.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	8.0	52.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	62.0	45.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	62.0	40.0	19.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584385.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	20.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	18.0	108.0	1.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	1.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584415.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	19.0	108.0	0.0	1.0	1.0	13.0	8.0	4.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	35.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584435.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	48.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	58.0	41.0	18.0	108.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	1.0	1.0	17.0	36.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	38.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584455.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	8.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	45.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	58.0	40.0	17.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	189.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584485.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	60.0	40.0	17.0	107.0	0.0	1.0	1.0	13.0	8.0	4.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584495.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	19.0	108.0	1.0	1.0	1.0	13.0	8.0	4.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	35.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584535.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	19.0	108.0	0.0	1.0	1.0	13.0	8.0	4.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	35.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584585.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	8.0	52.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	45.0	1.0	1.0	2.0	2.0	14.0	1.0	1.0	1.0	14.0	1.0	5.0	59.0	40.0	18.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	189.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027584695.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	19.0	108.0	0.0	1.0	1.0	13.0	8.0	4.0	13.0	0.0	1.0	56.0	2.0	1.0	1.0	17.0	38.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027585065.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	17.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	16.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027585115.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	17.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027585155.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	17.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2015_GCF_027585165.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	57.0	40.0	17.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
