,1,2,3,4,5,6,City
CAMDA23_MetaSUB_gCSD17_ILR_2,80727.0,127381.0,68091.0,45660.0,29634.0,49056.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_3,35446.0,53986.0,28559.0,19647.0,12312.0,21280.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_4,55514.0,89122.0,46039.0,31991.0,21998.0,35600.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_5,53737.0,84624.0,44077.0,30003.0,20000.0,33302.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_6,110168.0,181232.0,91357.0,63362.0,46254.0,72513.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_7,62724.0,96245.0,52032.0,35480.0,23696.0,38752.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_8,55137.0,86925.0,45924.0,31391.0,21178.0,34714.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_9,71130.0,110822.0,58970.0,40347.0,26781.0,44428.0,ILR
CAMDA23_MetaSUB_gCSD17_MIN_1,39898.0,63381.0,34390.0,23710.0,15109.0,24853.0,MIN
CAMDA23_MetaSUB_gCSD17_MIN_2,41308.0,63095.0,36765.0,24936.0,14425.0,25454.0,MIN
CAMDA23_MetaSUB_gCSD17_MIN_3,48030.0,73220.0,40638.0,28368.0,16564.0,28690.0,MIN
CAMDA23_MetaSUB_gCSD17_MIN_4,54395.0,84223.0,48720.0,31316.0,19483.0,33522.0,MIN
CAMDA23_MetaSUB_gCSD17_MIN_5,37206.0,55218.0,31047.0,21676.0,12242.0,21812.0,MIN
CAMDA23_MetaSUB_gCSD17_MIN_6,45986.0,72577.0,41710.0,27413.0,16543.0,28761.0,MIN
CAMDA23_MetaSUB_gCSD17_NYC_1,27335.0,41843.0,23632.0,15700.0,10129.0,16284.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_10,44504.0,73032.0,33868.0,25520.0,20301.0,28034.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_11,26638.0,41725.0,22298.0,15303.0,10406.0,16379.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_12,23231.0,36447.0,21125.0,13217.0,8513.0,14372.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_13,52188.0,82819.0,43818.0,30268.0,20692.0,32762.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_14,41082.0,64576.0,36167.0,23986.0,16113.0,25268.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_15,37183.0,59552.0,29869.0,21312.0,15878.0,23294.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_16,42075.0,69529.0,31200.0,24384.0,20078.0,27796.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_17,118111.0,188658.0,96187.0,68982.0,46879.0,72292.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_18,63070.0,85790.0,48807.0,35114.0,18074.0,33403.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_19,21167.0,34334.0,18201.0,12392.0,8875.0,13469.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_2,46252.0,73749.0,40492.0,26918.0,17774.0,29116.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_20,52299.0,89614.0,41490.0,31474.0,23874.0,33890.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_3,112306.0,184553.0,97215.0,56624.0,44567.0,61092.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_4,22874.0,36364.0,18399.0,13041.0,9129.0,13843.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_5,73727.0,129687.0,57750.0,46124.0,33932.0,49464.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_6,81740.0,141364.0,69150.0,51442.0,35496.0,53300.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_7,65230.0,104794.0,58443.0,38294.0,24912.0,40629.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_8,65582.0,106420.0,49654.0,37499.0,29321.0,41608.0,NYC
CAMDA23_MetaSUB_gCSD17_NYC_9,24961.0,39830.0,20184.0,14385.0,10639.0,16029.0,NYC
CAMDA23_MetaSUB_gCSD17_SAN_1,5149.0,7612.0,4550.0,2958.0,1841.0,2945.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_10,27214.0,38549.0,22383.0,15170.0,8858.0,15106.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_11,34091.0,51428.0,30145.0,19800.0,11296.0,20266.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_12,2128.0,3126.0,1941.0,1294.0,736.0,1126.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_13,6891.0,10791.0,6290.0,3948.0,2691.0,3996.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_14,26164.0,37757.0,22370.0,14989.0,8401.0,15351.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_15,23189.0,35575.0,20635.0,13503.0,8206.0,13998.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_16,10872.0,16702.0,9542.0,6133.0,3875.0,6779.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_2,63021.0,97689.0,55360.0,37310.0,21775.0,37936.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_3,2488.0,3609.0,2250.0,1432.0,810.0,1469.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_4,8469.0,10685.0,7241.0,4439.0,2656.0,4316.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_5,7784.0,10937.0,6908.0,4237.0,2589.0,4182.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_6,2710.0,3793.0,2392.0,1447.0,785.0,1444.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_7,26835.0,41795.0,24024.0,15137.0,9962.0,15538.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_8,30773.0,44117.0,26213.0,17173.0,10319.0,17352.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_9,44792.0,65245.0,37713.0,25478.0,15381.0,25398.0,SAN
CAMDA23_MetaSUB_gCSD17_SAO_1,16269.0,23623.0,12498.0,8963.0,5764.0,9761.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_10,25371.0,36089.0,18457.0,13184.0,9562.0,15073.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_11,21271.0,29404.0,16701.0,11236.0,6536.0,11596.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_12,16078.0,22085.0,12135.0,8767.0,5064.0,9095.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_13,11264.0,15489.0,9329.0,5357.0,3494.0,4950.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_14,7431.0,11145.0,6119.0,4120.0,2675.0,4390.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_15,25161.0,41134.0,18961.0,14736.0,11752.0,17496.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_16,10503.0,13508.0,7771.0,5393.0,3255.0,5503.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_17,8511.0,11988.0,7106.0,4686.0,2844.0,4741.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_18,16198.0,23038.0,12432.0,9335.0,5174.0,8980.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_19,12752.0,24289.0,12755.0,7805.0,6449.0,8443.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_2,21531.0,30982.0,17058.0,12107.0,7051.0,12817.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_20,8521.0,13220.0,7285.0,4825.0,3171.0,5232.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_21,15818.0,24036.0,13788.0,8896.0,5462.0,9153.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_22,7309.0,10216.0,5386.0,4048.0,2490.0,4298.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_23,14801.0,23865.0,13210.0,8250.0,5956.0,8800.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_24,4868.0,6356.0,3625.0,2575.0,1294.0,2427.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_25,6872.0,10963.0,5613.0,3961.0,2683.0,4118.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_3,33481.0,52294.0,29347.0,18968.0,11726.0,20769.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_4,7953.0,12412.0,5633.0,4404.0,3643.0,5172.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_5,8599.0,12468.0,6425.0,4623.0,3471.0,5013.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_6,16149.0,23808.0,13208.0,9143.0,5604.0,9805.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_7,28847.0,37852.0,21231.0,15849.0,8046.0,14678.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_8,20175.0,26696.0,14348.0,10062.0,6109.0,10267.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_9,12796.0,19616.0,11109.0,7665.0,4667.0,7895.0,SAO
CAMDA23_MetaSUB_gCSD17_TOK_1,26795.0,43261.0,20745.0,15093.0,11567.0,17137.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_10,16424.0,25146.0,12170.0,9113.0,6907.0,10105.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_11,20969.0,33205.0,16463.0,11807.0,8285.0,13305.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_12,46384.0,73841.0,34190.0,25236.0,20211.0,29297.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_13,22141.0,30007.0,16038.0,11692.0,7359.0,12326.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_14,35626.0,55777.0,25994.0,19167.0,14492.0,21426.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_15,21330.0,33365.0,19764.0,12483.0,7918.0,14002.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_16,5263.0,4501.0,5031.0,2818.0,1039.0,2953.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_17,24285.0,30765.0,17796.0,12883.0,6730.0,11964.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_18,1506.0,1226.0,1296.0,687.0,187.0,723.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_19,21158.0,26927.0,15448.0,11012.0,5957.0,10715.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_2,25523.0,41233.0,19508.0,14298.0,11189.0,16443.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_20,28975.0,52391.0,21804.0,15985.0,14651.0,19593.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_21,13647.0,19602.0,10263.0,7309.0,4783.0,7650.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_22,44664.0,74952.0,33518.0,24666.0,22146.0,30443.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_23,28956.0,44716.0,21214.0,15964.0,12285.0,18648.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_24,28428.0,45790.0,21257.0,16661.0,11898.0,17260.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_25,26447.0,42256.0,23274.0,15337.0,9959.0,17167.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_3,33801.0,53497.0,24563.0,19046.0,14555.0,21582.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_4,21522.0,34570.0,16854.0,13024.0,8652.0,12966.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_5,17338.0,26580.0,15273.0,9948.0,6379.0,10282.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_6,3275.0,3173.0,3659.0,1974.0,789.0,2126.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_7,22559.0,30049.0,16938.0,12354.0,7039.0,11804.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_8,5432.0,5494.0,5502.0,2754.0,1149.0,2874.0,TOK
CAMDA23_MetaSUB_gCSD17_TOK_9,23298.0,34187.0,18775.0,13319.0,8111.0,13911.0,TOK
CAMDA23_MetaSUB_gCSD17_VIE_1,43808.0,73540.0,35866.0,25213.0,20337.0,28787.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_10,48226.0,83065.0,37728.0,28319.0,24741.0,33777.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_11,87488.0,147128.0,78924.0,49302.0,36303.0,58192.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_12,31290.0,51227.0,26620.0,17122.0,12129.0,19796.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_13,50849.0,79691.0,45631.0,29718.0,18581.0,32106.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_14,34275.0,51037.0,28940.0,19406.0,12131.0,19418.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_15,14081.0,23971.0,11546.0,7967.0,6906.0,9333.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_16,54018.0,86500.0,45088.0,31857.0,21776.0,34726.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_2,25528.0,40769.0,21989.0,14594.0,9869.0,15867.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_3,22285.0,35956.0,19633.0,13026.0,8952.0,13960.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_4,31117.0,45982.0,25817.0,17618.0,10981.0,17781.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_5,62945.0,105545.0,60273.0,35761.0,26198.0,38000.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_6,30846.0,53094.0,24063.0,18004.0,15019.0,20786.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_7,46440.0,72645.0,40315.0,26990.0,17561.0,28968.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_8,59189.0,90452.0,49445.0,30950.0,21239.0,32939.0,VIE
CAMDA23_MetaSUB_gCSD17_VIE_9,39625.0,67475.0,31019.0,23575.0,19564.0,27145.0,VIE
CAMDA23_MetaSUB_gCSD17_ZRH_1,16191.0,26902.0,13379.0,9344.0,7263.0,10215.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_10,25221.0,40902.0,20867.0,14278.0,10318.0,15707.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_11,14443.0,26030.0,12519.0,8431.0,6901.0,10009.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_12,14329.0,19163.0,11849.0,7496.0,3867.0,7709.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_13,96780.0,183273.0,105640.0,56610.0,43958.0,54460.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_14,17881.0,26672.0,16879.0,11504.0,6452.0,11618.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_15,42246.0,68977.0,33059.0,23879.0,18860.0,27286.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_16,32177.0,51885.0,25842.0,18435.0,13159.0,20290.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_2,13687.0,17144.0,10105.0,7137.0,3566.0,6781.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_3,26651.0,42197.0,22533.0,15262.0,10302.0,16228.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_4,31545.0,50381.0,23929.0,17385.0,14651.0,19993.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_5,77784.0,119835.0,66376.0,46386.0,28789.0,49358.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_6,64359.0,101888.0,56486.0,36832.0,24430.0,39998.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_7,31971.0,54003.0,32259.0,18329.0,12446.0,17116.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_8,36508.0,61722.0,31814.0,21588.0,15632.0,23680.0,ZRH
CAMDA23_MetaSUB_gCSD17_ZRH_9,21629.0,36759.0,18021.0,12650.0,9489.0,13870.0,ZRH
