,1.1.1,1.1.2,1.1.3,1.1.5,1.1.98,1.1.99,1.10.3,1.11.1,1.11.2,1.12.1,1.12.2,1.12.7,1.12.98,1.12.99,1.13.11,1.13.12,1.14.11,1.14.12,1.14.13,1.14.14,1.14.15,1.14.16,1.14.18,1.14.19,1.14.21,1.14.99,1.15.1,1.16.1,1.16.3,1.17.1,1.17.2,1.17.4,1.17.7,1.17.99,1.18.1,1.18.6,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.2.7,1.2.99,1.20.4,1.21.98,1.21.99,1.3.1,1.3.3,1.3.5,1.3.7,1.3.8,1.3.98,1.3.99,1.4.1,1.4.3,1.4.7,1.4.99,1.5.1,1.6.1,1.6.3,1.6.5,1.6.99,1.7.1,1.7.2,1.7.99,1.8.1,1.8.2,1.8.4,1.8.5,1.8.7,1.8.98,1.8.99,1.9.3,1.97.1,2.1.1,2.1.2,2.1.3,2.10.1,2.2.1,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.99,2.5.1,2.6.1,2.6.99,2.7.1,2.7.10,2.7.11,2.7.13,2.7.14,2.7.2,2.7.3,2.7.4,2.7.6,2.7.7,2.7.8,2.7.9,2.8.1,2.8.3,2.8.4,2.9.1,3.1.1,3.1.11,3.1.13,3.1.2,3.1.21,3.1.22,3.1.26,3.1.3,3.1.31,3.1.4,3.1.5,3.1.6,3.2.1,3.2.2,3.3.1,3.3.2,3.4.11,3.4.13,3.4.14,3.4.15,3.4.16,3.4.17,3.4.19,3.4.21,3.4.22,3.4.23,3.4.24,3.4.25,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.99,3.6.1,3.6.3,3.6.4,3.6.5,3.7.1,3.8.1,3.9.1,4.1.1,4.1.2,4.1.3,4.1.99,4.2.1,4.2.2,4.2.3,4.2.99,4.3.1,4.3.2,4.3.3,4.3.99,4.4.1,4.6.1,4.7.1,4.99.1,5.1.1,5.1.3,5.2.1,5.3.1,5.3.2,5.3.3,5.3.99,5.4.1,5.4.2,5.4.3,5.4.4,5.4.99,5.5.1,5.99.1,6.1.1,6.2.1,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.4.1,6.5.1,6.6.1,City
CAMDA23_MetaSUB_gCSD16_TOK_9,22189.0,287.0,59.0,710.0,415.0,80.0,3416.0,5994.0,14.0,0.0,17.0,7.0,8.0,105.0,1495.0,154.0,165.0,165.0,1471.0,111.0,118.0,129.0,0.0,299.0,5.0,556.0,843.0,34.0,327.0,2003.0,224.0,4815.0,1004.0,183.0,787.0,92.0,10742.0,14.0,213.0,3763.0,548.0,158.0,72.0,56.0,16.0,0.0,4547.0,586.0,1837.0,340.0,288.0,683.0,545.0,5275.0,886.0,2826.0,828.0,1066.0,2247.0,9.0,1406.0,988.0,480.0,368.0,2070.0,6400.0,66.0,1597.0,333.0,382.0,0.0,12.0,304.0,1971.0,13866.0,4287.0,2706.0,161.0,7647.0,19141.0,961.0,3435.0,6396.0,9331.0,1315.0,17888.0,9950.0,382.0,11216.0,197.0,2615.0,5862.0,195.0,6746.0,1415.0,4535.0,4111.0,36334.0,2500.0,1574.0,4709.0,152.0,2232.0,275.0,1742.0,1060.0,935.0,807.0,330.0,134.0,2451.0,4710.0,20.0,781.0,127.0,89.0,7660.0,2205.0,1890.0,31.0,3337.0,405.0,70.0,295.0,91.0,227.0,665.0,7684.0,2.0,90.0,44.0,608.0,5456.0,1091.0,473.0,2994.0,49.0,337.0,2976.0,26403.0,17454.0,3974.0,250.0,59.0,10.0,7994.0,2004.0,4161.0,3673.0,26377.0,123.0,3480.0,1071.0,1797.0,3638.0,1259.0,88.0,706.0,690.0,161.0,212.0,2801.0,3469.0,1329.0,6559.0,156.0,587.0,1.0,19.0,6547.0,1445.0,249.0,5905.0,94.0,17469.0,21442.0,6995.0,1714.0,7086.0,145.0,5601.0,12835.0,6773.0,4186.0,512.0,TOK
CAMDA23_MetaSUB_gCSD17_BAL_1,4296.0,40.0,34.0,108.0,186.0,14.0,331.0,1258.0,0.0,0.0,5.0,2.0,0.0,54.0,271.0,38.0,27.0,33.0,365.0,23.0,40.0,20.0,0.0,53.0,8.0,96.0,87.0,1.0,67.0,493.0,82.0,998.0,194.0,9.0,152.0,42.0,2342.0,0.0,18.0,1246.0,228.0,56.0,41.0,16.0,1.0,0.0,797.0,86.0,346.0,71.0,66.0,25.0,78.0,1551.0,173.0,615.0,108.0,97.0,562.0,0.0,355.0,79.0,51.0,61.0,642.0,1584.0,6.0,298.0,90.0,129.0,0.0,0.0,80.0,137.0,2359.0,997.0,624.0,31.0,1884.0,3712.0,59.0,772.0,1893.0,1568.0,509.0,3608.0,1935.0,48.0,2327.0,25.0,666.0,1260.0,16.0,1365.0,165.0,884.0,704.0,7874.0,495.0,278.0,814.0,48.0,376.0,54.0,321.0,134.0,146.0,105.0,46.0,18.0,490.0,1039.0,2.0,139.0,14.0,12.0,1249.0,467.0,415.0,7.0,670.0,45.0,13.0,66.0,12.0,51.0,100.0,1368.0,4.0,8.0,12.0,162.0,1139.0,327.0,70.0,678.0,10.0,55.0,674.0,5271.0,2988.0,701.0,46.0,27.0,1.0,1645.0,593.0,1117.0,741.0,5897.0,28.0,940.0,284.0,436.0,482.0,424.0,2.0,95.0,148.0,23.0,76.0,527.0,610.0,312.0,1411.0,28.0,149.0,0.0,4.0,1412.0,441.0,61.0,1384.0,16.0,3341.0,3700.0,1654.0,400.0,1355.0,23.0,1153.0,2909.0,1584.0,1127.0,157.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_10,3032.0,51.0,24.0,55.0,146.0,7.0,267.0,963.0,1.0,0.0,5.0,0.0,0.0,14.0,249.0,17.0,26.0,24.0,318.0,20.0,21.0,18.0,0.0,40.0,2.0,43.0,79.0,4.0,42.0,331.0,82.0,534.0,143.0,12.0,94.0,62.0,1607.0,7.0,8.0,816.0,124.0,20.0,44.0,15.0,4.0,0.0,602.0,45.0,211.0,60.0,39.0,16.0,70.0,1011.0,101.0,410.0,55.0,100.0,407.0,0.0,278.0,76.0,33.0,49.0,457.0,936.0,2.0,183.0,42.0,112.0,2.0,0.0,55.0,124.0,1592.0,635.0,340.0,22.0,1233.0,2415.0,35.0,488.0,1239.0,999.0,321.0,2314.0,1372.0,53.0,1328.0,3.0,409.0,940.0,0.0,851.0,71.0,532.0,415.0,5388.0,345.0,165.0,564.0,36.0,227.0,38.0,218.0,96.0,80.0,63.0,15.0,18.0,286.0,732.0,6.0,136.0,12.0,19.0,830.0,337.0,341.0,2.0,421.0,25.0,3.0,38.0,8.0,56.0,45.0,975.0,2.0,3.0,3.0,173.0,693.0,229.0,43.0,408.0,16.0,40.0,523.0,3748.0,1832.0,503.0,49.0,31.0,2.0,1167.0,411.0,718.0,518.0,4084.0,9.0,579.0,219.0,238.0,328.0,283.0,11.0,80.0,87.0,33.0,54.0,317.0,451.0,204.0,930.0,17.0,84.0,0.0,0.0,830.0,270.0,32.0,842.0,6.0,2104.0,2447.0,1180.0,300.0,821.0,20.0,865.0,1850.0,1028.0,752.0,103.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_11,2206.0,60.0,7.0,44.0,68.0,4.0,223.0,591.0,0.0,0.0,11.0,0.0,0.0,105.0,209.0,51.0,19.0,41.0,239.0,18.0,43.0,12.0,0.0,15.0,0.0,86.0,41.0,2.0,16.0,245.0,135.0,326.0,92.0,2.0,52.0,138.0,998.0,5.0,5.0,497.0,97.0,29.0,65.0,4.0,0.0,0.0,504.0,37.0,154.0,116.0,28.0,3.0,79.0,587.0,43.0,273.0,41.0,57.0,356.0,0.0,170.0,45.0,27.0,88.0,338.0,613.0,6.0,130.0,41.0,46.0,0.0,0.0,32.0,65.0,1231.0,441.0,256.0,8.0,815.0,1743.0,22.0,449.0,732.0,653.0,147.0,1582.0,937.0,18.0,774.0,9.0,263.0,644.0,13.0,562.0,42.0,423.0,311.0,3198.0,274.0,178.0,468.0,64.0,204.0,24.0,232.0,77.0,40.0,45.0,12.0,10.0,196.0,374.0,0.0,89.0,0.0,4.0,388.0,200.0,262.0,10.0,302.0,10.0,1.0,37.0,2.0,25.0,37.0,731.0,2.0,2.0,6.0,62.0,579.0,142.0,29.0,365.0,47.0,22.0,301.0,2726.0,1260.0,277.0,25.0,19.0,0.0,919.0,211.0,472.0,371.0,2860.0,6.0,350.0,160.0,201.0,260.0,155.0,2.0,61.0,76.0,35.0,14.0,179.0,259.0,112.0,600.0,13.0,53.0,0.0,3.0,512.0,172.0,39.0,639.0,16.0,1416.0,1655.0,837.0,112.0,514.0,8.0,533.0,1350.0,748.0,450.0,123.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_12,5579.0,105.0,20.0,137.0,263.0,7.0,429.0,1669.0,0.0,0.0,17.0,0.0,4.0,93.0,607.0,65.0,42.0,24.0,634.0,56.0,74.0,31.0,0.0,88.0,5.0,179.0,151.0,4.0,76.0,596.0,208.0,1104.0,200.0,25.0,171.0,195.0,2955.0,10.0,13.0,1446.0,224.0,60.0,133.0,14.0,5.0,0.0,1165.0,107.0,470.0,274.0,91.0,19.0,152.0,1653.0,146.0,688.0,197.0,175.0,702.0,0.0,473.0,149.0,73.0,144.0,717.0,1697.0,17.0,322.0,66.0,210.0,0.0,0.0,119.0,86.0,3000.0,1254.0,586.0,60.0,2158.0,4474.0,66.0,1093.0,2129.0,2035.0,531.0,4310.0,2613.0,77.0,2403.0,17.0,729.0,1564.0,25.0,1593.0,159.0,1075.0,852.0,9107.0,625.0,494.0,1109.0,83.0,602.0,44.0,541.0,165.0,162.0,147.0,77.0,17.0,533.0,1202.0,2.0,237.0,10.0,50.0,1282.0,590.0,652.0,2.0,826.0,62.0,10.0,106.0,25.0,60.0,93.0,1885.0,5.0,8.0,7.0,242.0,1501.0,358.0,139.0,842.0,39.0,72.0,907.0,6320.0,3342.0,865.0,47.0,47.0,0.0,2377.0,551.0,1391.0,957.0,7132.0,18.0,1144.0,348.0,466.0,569.0,476.0,11.0,120.0,205.0,51.0,86.0,641.0,863.0,328.0,1661.0,28.0,205.0,0.0,11.0,1610.0,359.0,80.0,1544.0,16.0,3780.0,4429.0,2434.0,418.0,1729.0,24.0,1505.0,3519.0,1943.0,1259.0,186.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_14,3384.0,52.0,20.0,66.0,121.0,13.0,346.0,929.0,0.0,0.0,20.0,1.0,1.0,87.0,334.0,47.0,34.0,21.0,358.0,29.0,43.0,19.0,2.0,52.0,1.0,115.0,76.0,0.0,52.0,316.0,180.0,403.0,129.0,5.0,85.0,130.0,1580.0,3.0,0.0,693.0,171.0,26.0,79.0,12.0,4.0,0.0,741.0,66.0,285.0,181.0,47.0,2.0,75.0,757.0,103.0,378.0,99.0,111.0,414.0,0.0,303.0,91.0,36.0,88.0,413.0,875.0,4.0,204.0,72.0,120.0,0.0,2.0,49.0,54.0,1815.0,609.0,292.0,16.0,1215.0,2583.0,47.0,595.0,1011.0,995.0,260.0,2302.0,1479.0,59.0,1273.0,15.0,395.0,928.0,3.0,832.0,59.0,484.0,400.0,4535.0,383.0,267.0,734.0,95.0,294.0,72.0,290.0,102.0,66.0,86.0,11.0,11.0,309.0,596.0,0.0,162.0,9.0,16.0,588.0,335.0,350.0,2.0,405.0,40.0,10.0,46.0,9.0,37.0,81.0,941.0,2.0,4.0,13.0,150.0,830.0,206.0,69.0,451.0,52.0,30.0,548.0,3606.0,1811.0,398.0,40.0,46.0,0.0,1346.0,280.0,719.0,535.0,4175.0,20.0,552.0,204.0,226.0,312.0,186.0,2.0,75.0,92.0,70.0,32.0,323.0,379.0,135.0,775.0,17.0,81.0,0.0,5.0,800.0,184.0,51.0,833.0,13.0,1974.0,2275.0,1295.0,220.0,901.0,15.0,815.0,1835.0,1042.0,695.0,112.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_2,4562.0,45.0,28.0,121.0,206.0,10.0,437.0,1261.0,2.0,0.0,3.0,3.0,1.0,60.0,355.0,71.0,53.0,35.0,373.0,22.0,47.0,28.0,0.0,42.0,1.0,109.0,123.0,10.0,69.0,416.0,112.0,899.0,304.0,18.0,117.0,86.0,2348.0,3.0,2.0,1169.0,192.0,37.0,62.0,15.0,1.0,0.0,934.0,95.0,352.0,94.0,42.0,7.0,84.0,1382.0,176.0,649.0,121.0,183.0,561.0,0.0,419.0,98.0,67.0,85.0,618.0,1521.0,12.0,298.0,111.0,163.0,0.0,2.0,65.0,71.0,2482.0,944.0,598.0,32.0,1771.0,3861.0,92.0,705.0,2022.0,1602.0,466.0,3801.0,2154.0,68.0,2206.0,22.0,651.0,1265.0,26.0,1374.0,182.0,882.0,626.0,7721.0,516.0,251.0,810.0,52.0,409.0,46.0,436.0,235.0,193.0,148.0,63.0,15.0,445.0,1053.0,2.0,167.0,20.0,6.0,1274.0,511.0,366.0,3.0,700.0,98.0,24.0,72.0,30.0,45.0,85.0,1346.0,3.0,10.0,4.0,162.0,1170.0,291.0,108.0,660.0,39.0,81.0,663.0,5410.0,3002.0,691.0,61.0,25.0,0.0,1886.0,606.0,1041.0,841.0,5801.0,70.0,861.0,316.0,390.0,439.0,384.0,9.0,140.0,188.0,35.0,56.0,519.0,705.0,267.0,1430.0,12.0,98.0,0.0,4.0,1360.0,402.0,58.0,1372.0,20.0,3277.0,3706.0,1601.0,402.0,1315.0,30.0,1351.0,2902.0,1713.0,975.0,161.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_3,6944.0,133.0,25.0,249.0,206.0,23.0,934.0,2410.0,3.0,0.0,13.0,2.0,1.0,83.0,774.0,81.0,103.0,148.0,753.0,27.0,86.0,42.0,1.0,76.0,1.0,199.0,253.0,8.0,131.0,714.0,433.0,784.0,336.0,18.0,316.0,204.0,4022.0,1.0,7.0,1299.0,242.0,46.0,97.0,10.0,8.0,0.0,1530.0,168.0,648.0,134.0,59.0,11.0,194.0,2150.0,309.0,902.0,454.0,258.0,939.0,0.0,499.0,196.0,101.0,168.0,899.0,1684.0,61.0,508.0,100.0,137.0,0.0,0.0,113.0,382.0,4437.0,1613.0,723.0,43.0,2458.0,6088.0,135.0,1497.0,1799.0,2156.0,469.0,5058.0,3424.0,168.0,2844.0,150.0,623.0,1680.0,17.0,1877.0,193.0,1275.0,961.0,10375.0,958.0,625.0,1524.0,107.0,788.0,123.0,985.0,583.0,296.0,222.0,58.0,38.0,685.0,1302.0,2.0,404.0,19.0,55.0,1257.0,734.0,770.0,4.0,1005.0,79.0,6.0,60.0,16.0,75.0,100.0,2085.0,0.0,30.0,27.0,293.0,2152.0,412.0,302.0,1016.0,54.0,69.0,1030.0,7578.0,4376.0,913.0,92.0,53.0,1.0,3142.0,625.0,1499.0,1277.0,8565.0,50.0,1115.0,318.0,610.0,738.0,402.0,11.0,164.0,282.0,125.0,59.0,938.0,962.0,468.0,1864.0,50.0,125.0,0.0,15.0,1721.0,386.0,88.0,1718.0,53.0,4500.0,5411.0,2814.0,413.0,2050.0,50.0,1727.0,3942.0,2137.0,1217.0,198.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_4,910.0,18.0,5.0,34.0,37.0,6.0,123.0,271.0,0.0,0.0,0.0,0.0,1.0,12.0,64.0,11.0,6.0,4.0,111.0,12.0,13.0,11.0,0.0,18.0,1.0,44.0,19.0,1.0,10.0,98.0,32.0,121.0,30.0,2.0,21.0,30.0,551.0,3.0,1.0,207.0,30.0,5.0,26.0,0.0,2.0,0.0,157.0,25.0,61.0,28.0,9.0,2.0,33.0,218.0,25.0,114.0,36.0,30.0,127.0,0.0,71.0,21.0,4.0,23.0,131.0,231.0,0.0,70.0,4.0,28.0,0.0,0.0,16.0,49.0,525.0,197.0,86.0,1.0,348.0,845.0,8.0,143.0,343.0,290.0,68.0,719.0,376.0,11.0,359.0,4.0,123.0,246.0,1.0,191.0,22.0,161.0,107.0,1389.0,107.0,84.0,188.0,23.0,73.0,13.0,86.0,19.0,34.0,26.0,3.0,5.0,94.0,204.0,0.0,28.0,0.0,5.0,194.0,66.0,113.0,0.0,130.0,10.0,1.0,14.0,7.0,10.0,11.0,278.0,0.0,2.0,2.0,40.0,259.0,64.0,28.0,147.0,12.0,11.0,112.0,1055.0,481.0,108.0,16.0,12.0,0.0,397.0,98.0,247.0,159.0,1201.0,5.0,149.0,78.0,55.0,87.0,53.0,0.0,21.0,24.0,11.0,32.0,105.0,96.0,35.0,248.0,5.0,14.0,0.0,0.0,272.0,37.0,20.0,290.0,0.0,529.0,702.0,367.0,53.0,276.0,2.0,233.0,517.0,306.0,228.0,24.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_5,3089.0,99.0,9.0,89.0,37.0,3.0,421.0,957.0,2.0,0.0,18.0,0.0,0.0,183.0,358.0,84.0,38.0,28.0,419.0,38.0,78.0,20.0,0.0,23.0,0.0,169.0,87.0,1.0,36.0,327.0,315.0,200.0,84.0,2.0,91.0,298.0,1365.0,2.0,0.0,415.0,173.0,21.0,185.0,2.0,4.0,0.0,713.0,67.0,277.0,247.0,22.0,0.0,140.0,538.0,123.0,441.0,108.0,66.0,401.0,0.0,236.0,72.0,27.0,188.0,476.0,646.0,15.0,205.0,34.0,62.0,0.0,4.0,30.0,57.0,1680.0,470.0,219.0,24.0,936.0,2401.0,19.0,657.0,638.0,785.0,150.0,1950.0,1105.0,81.0,998.0,9.0,219.0,843.0,3.0,652.0,37.0,470.0,407.0,3850.0,389.0,280.0,637.0,115.0,329.0,64.0,334.0,80.0,71.0,61.0,10.0,6.0,348.0,445.0,0.0,162.0,3.0,16.0,478.0,224.0,407.0,1.0,343.0,32.0,1.0,52.0,4.0,25.0,66.0,1052.0,0.0,5.0,4.0,138.0,706.0,123.0,36.0,397.0,61.0,12.0,479.0,3725.0,1514.0,367.0,45.0,39.0,0.0,1244.0,137.0,603.0,601.0,3707.0,7.0,519.0,167.0,120.0,303.0,114.0,1.0,59.0,85.0,72.0,15.0,247.0,378.0,102.0,605.0,19.0,70.0,0.0,8.0,593.0,120.0,83.0,662.0,30.0,1525.0,2095.0,1345.0,95.0,632.0,10.0,723.0,1373.0,1062.0,474.0,106.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_6,2755.0,88.0,13.0,79.0,37.0,10.0,288.0,822.0,2.0,0.0,9.0,1.0,2.0,126.0,447.0,81.0,40.0,28.0,363.0,23.0,52.0,11.0,0.0,17.0,2.0,116.0,82.0,0.0,47.0,309.0,248.0,228.0,69.0,4.0,63.0,224.0,1358.0,1.0,0.0,524.0,128.0,22.0,165.0,2.0,1.0,0.0,681.0,82.0,223.0,205.0,27.0,2.0,137.0,600.0,126.0,367.0,88.0,82.0,520.0,0.0,214.0,77.0,41.0,136.0,445.0,543.0,12.0,156.0,31.0,78.0,0.0,0.0,40.0,48.0,1586.0,549.0,231.0,10.0,979.0,2291.0,15.0,648.0,662.0,777.0,162.0,1858.0,1154.0,52.0,1003.0,5.0,253.0,842.0,2.0,584.0,40.0,497.0,414.0,3772.0,358.0,297.0,580.0,60.0,260.0,43.0,309.0,63.0,60.0,62.0,16.0,22.0,258.0,389.0,0.0,138.0,3.0,22.0,560.0,277.0,437.0,0.0,357.0,15.0,7.0,49.0,3.0,27.0,41.0,1045.0,2.0,9.0,4.0,150.0,760.0,153.0,38.0,383.0,69.0,22.0,440.0,3624.0,1591.0,365.0,24.0,51.0,0.0,1388.0,183.0,566.0,461.0,3716.0,21.0,505.0,160.0,138.0,331.0,157.0,5.0,69.0,129.0,64.0,34.0,280.0,362.0,122.0,705.0,11.0,49.0,0.0,2.0,698.0,120.0,63.0,657.0,25.0,1532.0,1975.0,1247.0,108.0,690.0,24.0,701.0,1518.0,1035.0,551.0,89.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_7,5094.0,126.0,23.0,138.0,128.0,16.0,517.0,1454.0,1.0,0.0,22.0,3.0,0.0,220.0,526.0,130.0,61.0,53.0,634.0,34.0,82.0,29.0,0.0,66.0,3.0,261.0,154.0,0.0,75.0,551.0,324.0,671.0,202.0,1.0,132.0,338.0,2614.0,5.0,6.0,1037.0,292.0,52.0,132.0,11.0,1.0,0.0,1108.0,89.0,420.0,302.0,80.0,3.0,179.0,1311.0,174.0,793.0,131.0,204.0,731.0,0.0,463.0,101.0,52.0,238.0,678.0,1336.0,7.0,258.0,103.0,147.0,0.0,0.0,65.0,45.0,3018.0,979.0,468.0,44.0,1912.0,4250.0,39.0,1101.0,1798.0,1610.0,452.0,3815.0,2300.0,92.0,2179.0,6.0,586.0,1587.0,4.0,1406.0,88.0,913.0,684.0,7776.0,689.0,445.0,1069.0,143.0,550.0,88.0,459.0,134.0,111.0,149.0,27.0,20.0,496.0,1015.0,0.0,204.0,15.0,30.0,988.0,474.0,626.0,0.0,709.0,50.0,4.0,78.0,17.0,35.0,74.0,1767.0,0.0,2.0,6.0,209.0,1331.0,360.0,114.0,693.0,54.0,48.0,747.0,6171.0,3011.0,626.0,64.0,58.0,0.0,2326.0,489.0,1156.0,1022.0,6884.0,16.0,1006.0,288.0,377.0,612.0,352.0,2.0,93.0,182.0,119.0,69.0,488.0,707.0,246.0,1443.0,23.0,101.0,0.0,0.0,1321.0,379.0,76.0,1371.0,23.0,3308.0,3733.0,2199.0,276.0,1197.0,26.0,1513.0,3192.0,1863.0,1118.0,214.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_8,7497.0,172.0,16.0,225.0,282.0,24.0,790.0,2132.0,1.0,0.0,35.0,2.0,2.0,248.0,736.0,167.0,73.0,50.0,751.0,69.0,128.0,65.0,0.0,80.0,0.0,311.0,184.0,4.0,90.0,846.0,496.0,960.0,268.0,2.0,196.0,444.0,3763.0,2.0,6.0,1695.0,456.0,64.0,223.0,16.0,9.0,0.0,1754.0,131.0,536.0,411.0,58.0,18.0,227.0,1929.0,232.0,941.0,236.0,235.0,1161.0,0.0,618.0,161.0,83.0,302.0,1029.0,2315.0,41.0,415.0,166.0,173.0,0.0,0.0,125.0,48.0,4043.0,1404.0,760.0,58.0,2814.0,6169.0,35.0,1482.0,2600.0,2388.0,669.0,5555.0,3307.0,113.0,3023.0,27.0,913.0,2139.0,6.0,1881.0,174.0,1228.0,928.0,11064.0,867.0,573.0,1343.0,222.0,693.0,95.0,770.0,250.0,136.0,182.0,18.0,29.0,737.0,1348.0,0.0,262.0,18.0,44.0,1354.0,739.0,871.0,2.0,1004.0,58.0,10.0,135.0,16.0,64.0,148.0,2235.0,4.0,21.0,4.0,263.0,1835.0,459.0,130.0,945.0,103.0,52.0,1070.0,8910.0,4297.0,976.0,142.0,71.0,2.0,3151.0,687.0,1637.0,1379.0,9963.0,26.0,1393.0,441.0,547.0,821.0,467.0,12.0,144.0,211.0,107.0,77.0,706.0,893.0,371.0,2017.0,19.0,169.0,0.0,8.0,1960.0,597.0,90.0,2044.0,52.0,4912.0,5573.0,3082.0,474.0,1975.0,27.0,2185.0,4466.0,2724.0,1478.0,413.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_9,4793.0,120.0,14.0,139.0,152.0,15.0,564.0,1534.0,0.0,0.0,22.0,2.0,0.0,177.0,584.0,69.0,59.0,39.0,616.0,25.0,84.0,24.0,0.0,57.0,1.0,211.0,109.0,0.0,65.0,541.0,310.0,483.0,187.0,3.0,109.0,287.0,2289.0,3.0,8.0,927.0,233.0,40.0,190.0,26.0,2.0,0.0,1093.0,98.0,442.0,283.0,65.0,3.0,170.0,1137.0,169.0,648.0,91.0,151.0,780.0,0.0,458.0,89.0,62.0,212.0,704.0,1373.0,12.0,269.0,83.0,115.0,0.0,2.0,73.0,152.0,2660.0,864.0,432.0,15.0,1662.0,3765.0,28.0,916.0,1468.0,1527.0,402.0,3328.0,2037.0,84.0,1933.0,5.0,529.0,1489.0,3.0,1140.0,79.0,776.0,740.0,6991.0,680.0,387.0,1015.0,171.0,442.0,78.0,436.0,102.0,129.0,153.0,15.0,7.0,517.0,771.0,0.0,215.0,1.0,35.0,954.0,453.0,520.0,0.0,590.0,26.0,2.0,61.0,0.0,51.0,79.0,1643.0,0.0,13.0,10.0,258.0,1096.0,295.0,92.0,692.0,89.0,40.0,777.0,5957.0,2483.0,583.0,106.0,51.0,0.0,2284.0,410.0,1009.0,920.0,6132.0,21.0,895.0,267.0,343.0,561.0,273.0,4.0,79.0,140.0,75.0,55.0,388.0,639.0,269.0,1220.0,22.0,125.0,0.0,4.0,1019.0,307.0,74.0,1355.0,37.0,2789.0,3532.0,2190.0,264.0,1265.0,21.0,1301.0,2653.0,1661.0,927.0,183.0,BAL
CAMDA23_MetaSUB_gCSD17_DEN_1,2830.0,50.0,6.0,73.0,53.0,9.0,359.0,910.0,1.0,0.0,12.0,0.0,0.0,96.0,319.0,58.0,19.0,37.0,267.0,15.0,49.0,19.0,0.0,14.0,1.0,90.0,73.0,0.0,37.0,333.0,177.0,192.0,106.0,1.0,48.0,136.0,1394.0,16.0,0.0,646.0,124.0,35.0,78.0,1.0,1.0,0.0,536.0,72.0,180.0,141.0,35.0,5.0,100.0,773.0,110.0,450.0,114.0,61.0,410.0,0.0,277.0,67.0,47.0,97.0,417.0,711.0,5.0,142.0,56.0,113.0,0.0,0.0,40.0,161.0,1436.0,540.0,236.0,17.0,940.0,1983.0,8.0,439.0,840.0,834.0,208.0,1970.0,1031.0,21.0,1141.0,10.0,296.0,858.0,0.0,679.0,52.0,431.0,387.0,4056.0,336.0,262.0,558.0,88.0,260.0,57.0,307.0,61.0,48.0,56.0,9.0,6.0,246.0,476.0,2.0,90.0,7.0,17.0,678.0,247.0,371.0,0.0,365.0,19.0,2.0,34.0,2.0,33.0,39.0,843.0,0.0,1.0,7.0,161.0,711.0,192.0,33.0,394.0,33.0,30.0,518.0,3332.0,1621.0,375.0,57.0,39.0,0.0,1074.0,282.0,524.0,437.0,3536.0,13.0,528.0,169.0,192.0,260.0,151.0,0.0,53.0,113.0,50.0,29.0,305.0,293.0,156.0,760.0,18.0,67.0,0.0,8.0,705.0,216.0,37.0,709.0,14.0,1516.0,1838.0,1020.0,182.0,748.0,12.0,779.0,1601.0,888.0,602.0,146.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_10,3052.0,28.0,30.0,51.0,106.0,23.0,2290.0,932.0,0.0,0.0,3.0,5.0,2.0,15.0,236.0,33.0,24.0,26.0,348.0,23.0,46.0,14.0,0.0,52.0,4.0,63.0,48.0,0.0,30.0,307.0,72.0,265.0,142.0,11.0,82.0,23.0,1513.0,6.0,0.0,767.0,60.0,30.0,53.0,2.0,9.0,0.0,504.0,40.0,213.0,304.0,51.0,2.0,78.0,926.0,100.0,459.0,56.0,76.0,443.0,0.0,194.0,51.0,28.0,38.0,348.0,733.0,4.0,183.0,24.0,98.0,0.0,0.0,74.0,3714.0,1590.0,699.0,307.0,14.0,1190.0,2414.0,9.0,533.0,1084.0,1016.0,276.0,2224.0,1389.0,47.0,1072.0,9.0,422.0,711.0,19.0,757.0,59.0,521.0,357.0,5748.0,330.0,156.0,615.0,42.0,197.0,56.0,231.0,77.0,68.0,75.0,16.0,12.0,316.0,609.0,0.0,124.0,6.0,12.0,794.0,256.0,444.0,2.0,373.0,30.0,7.0,33.0,4.0,44.0,42.0,1015.0,2.0,2.0,10.0,170.0,621.0,223.0,44.0,466.0,24.0,28.0,606.0,5365.0,1865.0,463.0,40.0,25.0,1.0,2243.0,266.0,662.0,473.0,3928.0,31.0,555.0,199.0,175.0,319.0,228.0,2.0,65.0,111.0,21.0,55.0,291.0,394.0,150.0,808.0,22.0,33.0,0.0,10.0,652.0,146.0,20.0,828.0,8.0,1796.0,2212.0,1377.0,235.0,799.0,15.0,810.0,1860.0,1224.0,755.0,52.0,DEN
