"V1","aro","pvalues","score","loc1","loc2","locs","adj_pvalues","sign_rank"
"lnuC",3002837,0.000191247601221496,23.6251814315644,"BOG16","NYC16","BOG16_vs_NYC16",0.0796909217589766,2
"BRP(MBL)",3001205,0.000170020413922689,24.7446301918893,"BOG16","NYC16","BOG16_vs_NYC16",0.0796909217589766,3
"GOB-44",3005693,0.000325416649650993,28.17427623248,"BOG16","NYC16","BOG16_vs_NYC16",0.0796909217589766,4
"QnrA5",3002711,0.000322646805134571,31.9112519543844,"BOG16","NYC16","BOG16_vs_NYC16",0.0796909217589766,5
"MecC-type methicillin resistance repressor MecI",3005046,0.0028308479336094,17.8098660335805,"BOG16","SAC16","BOG16_vs_SAC16",0.260941397078912,1
"vanZ gene in vanF cluster",3002963,0.00503850258587323,24.96280546114,"BOG16","SAC16","BOG16_vs_SAC16",0.260941397078912,2
"catB9",3002681,0.0050385025858732,23.6832354837144,"BOG16","SAC16","BOG16_vs_SAC16",0.260941397078912,3
"blaR1",3000217,0.0028308479336094,17.8053154059062,"BOG16","SAC16","BOG16_vs_SAC16",0.260941397078912,4
"APH(4)-Ia",3002655,0.0028308479336094,19.2430179911622,"BOG16","SAC16","BOG16_vs_SAC16",0.260941397078912,5
"SFH-1",3000849,0.000694432512677293,36.764865450961,"BOG16","TOK16","BOG16_vs_TOK16",0.139720263991417,1
"APH(2'')-IIa",3002635,0.000383322928607111,31.7728998217596,"BOG16","TOK16","BOG16_vs_TOK16",0.139720263991417,2
"lnuC",3002837,0.000179064105283157,28.8447233076411,"BOG16","TOK16","BOG16_vs_TOK16",0.139720263991417,3
"mphK",3004541,0.000694432512677295,35.6804370966149,"BOG16","TOK16","BOG16_vs_TOK16",0.139720263991417,4
"BcII",3002878,0.000753983803773191,30.8268994188076,"BOG16","TOK16","BOG16_vs_TOK16",0.139720263991417,5
"GOB-21",3005670,0.000186003566102373,24.4430850065388,"BOG16","BAL17","BOG16_vs_BAL17",0.365311003825061,1
"emtA",3004669,0.00451016589414916,18.1219838429087,"BOG16","BAL17","BOG16_vs_BAL17",0.42180789600519,2
"vatD",3002843,0.00451016589414916,18.1219838429087,"BOG16","BAL17","BOG16_vs_BAL17",0.42180789600519,3
"GRD33-1",3006926,0.00451016589414912,18.1470981064533,"BOG16","BAL17","BOG16_vs_BAL17",0.42180789600519,4
"LpeA",3004099,0.00451016589414915,17.8120585931409,"BOG16","BAL17","BOG16_vs_BAL17",0.42180789600519,5
"catB11",3004660,0.0033053223139446,18.2955342508949,"BOG16","DEN17","BOG16_vs_DEN17",0.235923132960758,1
"catB9",3002681,0.00570277491984758,24.2935019722266,"BOG16","DEN17","BOG16_vs_DEN17",0.235923132960758,2
"emtA",3004669,0.00570277491984759,23.1561188306238,"BOG16","DEN17","BOG16_vs_DEN17",0.235923132960758,3
"ACC-2",3001816,0.0033053223139446,18.2635227621751,"BOG16","DEN17","BOG16_vs_DEN17",0.235923132960758,4
"ErmT",3000595,0.00330532231394461,18.5724824792338,"BOG16","DEN17","BOG16_vs_DEN17",0.235923132960758,5
"vanZ gene in vanA cluster",3002962,0.00391154578441725,23.2956901489695,"BOG16","DOH17","BOG16_vs_DOH17",0.221696169165027,1
"vanZ gene in vanF cluster",3002963,0.00224748060341873,17.7769980144726,"BOG16","DOH17","BOG16_vs_DOH17",0.221696169165027,2
"ErmT",3000595,0.00399452557054101,22.5885839317716,"BOG16","DOH17","BOG16_vs_DOH17",0.221696169165027,3
"CSA-1",3006869,0.00399452557054099,22.4738601450914,"BOG16","DOH17","BOG16_vs_DOH17",0.221696169165027,4
"blaR1",3000217,0.00224748060341873,17.5147816431124,"BOG16","DOH17","BOG16_vs_DOH17",0.221696169165027,5
"ACC-2",3001816,0.00201222464815665,26.5283267644979,"BOG16","ILR17","BOG16_vs_ILR17",0.18282869959895,1
"BahA",3003984,0.00100050645030392,23.1227346367337,"BOG16","ILR17","BOG16_vs_ILR17",0.18282869959895,2
"APH(4)-Ia",3002655,0.000650593911311593,18.6306886367826,"BOG16","ILR17","BOG16_vs_ILR17",0.18282869959895,3
"Clostridium perfringens mprF",3003773,0.00258958607970217,31.2779164201291,"BOG16","ILR17","BOG16_vs_ILR17",0.18282869959895,4
"AAC(6')-Ia",3002545,0.00218084765920867,26.0921040372594,"BOG16","ILR17","BOG16_vs_ILR17",0.18282869959895,5
"macB",3000535,0.999995194019585,4.00000000033199,"BOG16","MIN17","BOG16_vs_MIN17",0.999995194019585,1
"RanA",3005091,0.999995194019585,4.00000000033199,"BOG16","MIN17","BOG16_vs_MIN17",0.999995194019585,2
"evgS",3000833,0.999995194019585,4.00000000033199,"BOG16","MIN17","BOG16_vs_MIN17",0.999995194019585,3
"bcrA",3002987,0.999995194019585,4.00000000033199,"BOG16","MIN17","BOG16_vs_MIN17",0.999995194019585,4
"adeL",3000620,0.999995194019585,4.00000000033199,"BOG16","MIN17","BOG16_vs_MIN17",0.999995194019585,5
"mefJ",3007049,0.0027976361679442,30.5894210162695,"BOG16","NYC17","BOG16_vs_NYC17",0.119211929058153,1
"ErmT",3000595,0.000717766868275336,18.8448380351139,"BOG16","NYC17","BOG16_vs_NYC17",0.119211929058153,2
"tmrB",3003059,0.00279763616794415,31.3502035937448,"BOG16","NYC17","BOG16_vs_NYC17",0.119211929058153,3
"blaR1",3000217,0.00215599475459969,26.8846667664562,"BOG16","NYC17","BOG16_vs_NYC17",0.119211929058153,4
"APH(4)-Ia",3002655,0.00215599475459967,26.2949460581053,"BOG16","NYC17","BOG16_vs_NYC17",0.119211929058153,5
"vanZ gene in vanF cluster",3002963,0.0165093979786651,19.5818614884125,"BOG16","SAN17","BOG16_vs_SAN17",0.5740636279599,1
"mefJ",3007049,0.0149829072276709,20.9916572533491,"BOG16","SAN17","BOG16_vs_SAN17",0.5740636279599,2
"catB3",3002676,0.0165093979786651,19.3241957447266,"BOG16","SAN17","BOG16_vs_SAN17",0.5740636279599,3
"catB9",3002681,0.0165093979786651,20.2523937673057,"BOG16","SAN17","BOG16_vs_SAN17",0.5740636279599,4
"ErmT",3000595,0.0165093979786651,20.2435869689575,"BOG16","SAN17","BOG16_vs_SAN17",0.5740636279599,5
"vanZ gene in vanA cluster",3002962,0.00170481686806092,24.4939497390518,"BOG16","SAO17","BOG16_vs_SAO17",0.0971258524260996,1
"vanZ gene in vanF cluster",3002963,0.00105896316042317,19.380334212641,"BOG16","SAO17","BOG16_vs_SAO17",0.0971258524260996,2
"emtA",3004669,0.00156669626071975,23.8802609382207,"BOG16","SAO17","BOG16_vs_SAO17",0.0971258524260996,3
"ACC-2",3001816,0.00105896316042317,18.9435079829669,"BOG16","SAO17","BOG16_vs_SAO17",0.0971258524260996,4
"CSA-1",3006869,0.00156669626071973,23.9384123353202,"BOG16","SAO17","BOG16_vs_SAO17",0.0971258524260996,5
"emtA",3004669,0.000854297905081912,19.2329508080827,"BOG16","TOK17","BOG16_vs_TOK17",0.0670094967051655,1
"ErmT",3000595,0.00122893069522624,24.357256751246,"BOG16","TOK17","BOG16_vs_TOK17",0.0670094967051655,2
"AAC(6')-Iz",3002570,0.000854297905081907,20.515084070453,"BOG16","TOK17","BOG16_vs_TOK17",0.0670094967051655,3
"tmrB",3003059,0.00134489707386181,23.8806200111929,"BOG16","TOK17","BOG16_vs_TOK17",0.0670094967051655,4
"APH(4)-Ia",3002655,0.00122893069522623,24.6469085622354,"BOG16","TOK17","BOG16_vs_TOK17",0.0670094967051655,5
"mefJ",3007049,0.00368543678152974,26.6537412597641,"BOG16","VIE17","BOG16_vs_VIE17",0.192432719722633,1
"emtA",3004669,0.00526661281779863,24.6448554257049,"BOG16","VIE17","BOG16_vs_VIE17",0.192432719722633,2
"ACC-2",3001816,0.00246580457148483,22.298771748007,"BOG16","VIE17","BOG16_vs_VIE17",0.192432719722633,3
"ErmT",3000595,0.00148036469499814,18.6111114016932,"BOG16","VIE17","BOG16_vs_VIE17",0.192432719722633,4
"BahA",3003984,0.00368543678152975,26.0076270544055,"BOG16","VIE17","BOG16_vs_VIE17",0.192432719722633,5
"emtA",3004669,0.0020623577576779,17.6773907149961,"BOG16","ZRH17","BOG16_vs_ZRH17",0.153721547336263,1
"ErmT",3000595,0.00353769074306597,22.3363517029419,"BOG16","ZRH17","BOG16_vs_ZRH17",0.153721547336263,2
"BahA",3003984,0.00355693721200605,22.2844245572464,"BOG16","ZRH17","BOG16_vs_ZRH17",0.153721547336263,3
"vatD",3002843,0.00353769074306599,21.5053063769619,"BOG16","ZRH17","BOG16_vs_ZRH17",0.153721547336263,4
"tmrB",3003059,0.00355693721200606,22.3018308532649,"BOG16","ZRH17","BOG16_vs_ZRH17",0.153721547336263,5
"macB",3000535,0.996967240258512,18.2323502188042,"DEN16","DOH16","DEN16_vs_DOH16",0.997367105811004,1
"RanA",3005091,0.996967240258557,18.3614272610794,"DEN16","DOH16","DEN16_vs_DOH16",0.997367105811004,2
"evgS",3000833,0.366382211781103,28.6984931122662,"DEN16","DOH16","DEN16_vs_DOH16",0.997367105811004,3
"bcrA",3002987,0.99512419485757,24.809473423959,"DEN16","DOH16","DEN16_vs_DOH16",0.997367105811004,4
"adeL",3000620,0.263230575314067,25.381306262355,"DEN16","DOH16","DEN16_vs_DOH16",0.997367105811004,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,1.32455257233111e-07,54.1537443682688,"DEN16","ILR16","DEN16_vs_ILR16",0.00022305465318056,1
"abcA",3003942,0.0005118586860151,61.9725995187658,"DEN16","ILR16","DEN16_vs_ILR16",0.430985013624714,2
"Escherichia coli soxR with mutation conferring antibiotic resistance",3003381,0.0139100127921918,24.5737616163887,"DEN16","ILR16","DEN16_vs_ILR16",0.836587912216115,3
"salA",3003749,0.0139100127921919,16.660963314842,"DEN16","ILR16","DEN16_vs_ILR16",0.836587912216115,4
"tet(Q)",3000191,0.0139100127921919,17.3544752859591,"DEN16","ILR16","DEN16_vs_ILR16",0.836587912216115,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,1.4698863940138e-05,46.4992656370149,"DEN16","LIS16","DEN16_vs_LIS16",0.018741051523676,1
"ramA",3000823,0.00566696758777493,16.2885627808513,"DEN16","LIS16","DEN16_vs_LIS16",0.57036055546888,2
"mdtG",3001329,0.0111835403033113,19.3475785715465,"DEN16","LIS16","DEN16_vs_LIS16",0.57036055546888,3
"mepA",3000026,0.0111835403033114,19.4618953992264,"DEN16","LIS16","DEN16_vs_LIS16",0.57036055546888,4
"vanS gene in vanG cluster",3002937,0.0111835403033113,23.0208247274317,"DEN16","LIS16","DEN16_vs_LIS16",0.57036055546888,5
"mdtG",3001329,0.00460784916075292,19.4609842983465,"DEN16","NYC16","DEN16_vs_NYC16",0.19100631878264,1
"mepA",3000026,0.00460784916075292,19.4609842983465,"DEN16","NYC16","DEN16_vs_NYC16",0.19100631878264,2
"vanS gene in vanG cluster",3002937,0.00460784916075288,23.1342304542317,"DEN16","NYC16","DEN16_vs_NYC16",0.19100631878264,3
"MdtK",3001327,0.00399576655750391,23.2823402401705,"DEN16","NYC16","DEN16_vs_NYC16",0.19100631878264,4
"vanR gene in vanA cluster",3002919,0.00460784916075291,19.9530943642259,"DEN16","NYC16","DEN16_vs_NYC16",0.19100631878264,5
"qacG",3007015,0.000295253089096703,34.9031950098258,"DEN16","SAC16","DEN16_vs_SAC16",0.308539478106054,1
"tetB(58)",3003981,0.00308503447070316,21.2674086907471,"DEN16","SAC16","DEN16_vs_SAC16",0.482041543123629,2
"MexI",3000808,0.00660601604295608,23.8394324918417,"DEN16","SAC16","DEN16_vs_SAC16",0.482041543123629,3
"Staphylococcus aureus rpoB mutants conferring resistance to rifampicin",3003285,0.00325357890270961,20.6532167785819,"DEN16","SAC16","DEN16_vs_SAC16",0.482041543123629,4
"acrB",3000216,0.00516229330912075,25.0806276367659,"DEN16","SAC16","DEN16_vs_SAC16",0.482041543123629,5
"cdeA",3003835,0.00570969086689951,22.6090198802906,"DEN16","TOK16","DEN16_vs_TOK16",0.223011016234538,1
"MdtK",3001327,0.00341920643195996,17.0775117071801,"DEN16","TOK16","DEN16_vs_TOK16",0.223011016234538,2
"MexZ",3003709,0.00570969086689949,22.1112529864807,"DEN16","TOK16","DEN16_vs_TOK16",0.223011016234538,3
"vanS gene in vanA cluster",3002931,0.00341920643195996,17.2464049379576,"DEN16","TOK16","DEN16_vs_TOK16",0.223011016234538,4
"vanS gene in vanP cluster",3007192,0.0057096908668995,23.2535950835491,"DEN16","TOK16","DEN16_vs_TOK16",0.223011016234538,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,3.07942096237895e-05,49.3724890605767,"DEN16","BAL17","DEN16_vs_BAL17",0.0281151133865198,1
"ramA",3000823,0.0134189517085648,20.3138347866738,"DEN16","BAL17","DEN16_vs_BAL17",0.453507106023663,2
"Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan",3004045,0.0249984308595396,21.4373856559594,"DEN16","BAL17","DEN16_vs_BAL17",0.453507106023663,3
"vanS gene in vanG cluster",3002937,0.0260353779603647,27.1112978593708,"DEN16","BAL17","DEN16_vs_BAL17",0.453507106023663,4
"adeF",3000777,0.0260353779603647,25.0412487035931,"DEN16","BAL17","DEN16_vs_BAL17",0.453507106023663,5
"qacG",3007015,0.000345220936655418,34.6468316208458,"DEN16","DEN17","DEN16_vs_DEN17",0.303794424256768,1
"MexI",3000808,0.00107466525611985,25.0169720679454,"DEN16","DEN17","DEN16_vs_DEN17",0.378602471637196,2
"Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid",3003392,0.00129069024421771,28.8245537832034,"DEN16","DEN17","DEN16_vs_DEN17",0.378602471637196,3
"mdtC",3000794,0.00228684429132752,25.9620762585423,"DEN16","DEN17","DEN16_vs_DEN17",0.447105821913208,4
"adeF",3000777,0.00304844878577187,28.8622236060347,"DEN16","DEN17","DEN16_vs_DEN17",0.447105821913208,5
"adeF",3000777,0.0103124234042107,21.5242518718119,"DEN16","DOH17","DEN16_vs_DOH17",0.606261944342284,1
"MexZ",3003709,0.00525090065845918,16.1528328933182,"DEN16","DOH17","DEN16_vs_DOH17",0.606261944342284,2
"vanS gene in vanA cluster",3002931,0.00997130859081304,20.5632205957369,"DEN16","DOH17","DEN16_vs_DOH17",0.606261944342284,3
"tetB(58)",3003981,0.00525090065845919,17.0908706784846,"DEN16","DOH17","DEN16_vs_DOH17",0.606261944342284,4
"OprM",3000379,0.0103124234042107,22.1069328149011,"DEN16","DOH17","DEN16_vs_DOH17",0.606261944342284,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,1.97950464454289e-07,54.7828198473995,"DEN16","ILR17","DEN16_vs_ILR17",0.000284454817420814,1
"ramA",3000823,0.00442075795518492,16.1658096087544,"DEN16","ILR17","DEN16_vs_ILR17",0.307928452213993,2
"adeF",3000777,0.00857142525299908,20.8932235256737,"DEN16","ILR17","DEN16_vs_ILR17",0.307928452213993,3
"MexZ",3003709,0.00442075795518495,17.3413829385586,"DEN16","ILR17","DEN16_vs_ILR17",0.307928452213993,4
"vanS gene in vanA cluster",3002931,0.00442075795518492,16.1658096087544,"DEN16","ILR17","DEN16_vs_ILR17",0.307928452213993,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,0.000704423683171644,44.1318126963069,"DEN16","MIN17","DEN16_vs_MIN17",0.705128106854815,1
"macB",3000535,0.997082318261974,18.2323502243373,"DEN16","MIN17","DEN16_vs_MIN17",0.999742188201789,2
"RanA",3005091,0.997082318262048,18.3614272666124,"DEN16","MIN17","DEN16_vs_MIN17",0.999742188201789,3
"evgS",3000833,0.995170479769752,23.494127538378,"DEN16","MIN17","DEN16_vs_MIN17",0.999742188201789,4
"bcrA",3002987,0.99532402168187,24.8094734389995,"DEN16","MIN17","DEN16_vs_MIN17",0.999742188201789,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,3.9626901417245e-07,60.4130021705819,"DEN16","NYC17","DEN16_vs_NYC17",0.000538925859274532,1
"vanS gene in vanG cluster",3002937,0.0064764549082012,27.4624529160353,"DEN16","NYC17","DEN16_vs_NYC17",0.385569674491246,2
"adeJ",3000781,0.0153093841342112,27.2661828931735,"DEN16","NYC17","DEN16_vs_NYC17",0.385569674491246,3
"MexZ",3003709,0.00379244767697563,21.3412305307306,"DEN16","NYC17","DEN16_vs_NYC17",0.385569674491246,4
"vanR gene in vanA cluster",3002919,0.00647645490820124,24.9157484668315,"DEN16","NYC17","DEN16_vs_NYC17",0.385569674491246,5
"adeF",3000777,0.00917698432101198,27.7537842816661,"DEN16","SAN17","DEN16_vs_SAN17",0.704467717860058,1
"adeJ",3000781,0.00246475639038139,25.1668665535439,"DEN16","SAN17","DEN16_vs_SAN17",0.704467717860058,2
"tetB(58)",3003981,0.0124684551833637,21.0412667976209,"DEN16","SAN17","DEN16_vs_SAN17",0.704467717860058,3
"MexI",3000808,0.0124684551833637,21.5462379488343,"DEN16","SAN17","DEN16_vs_SAN17",0.704467717860058,4
"Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid",3003392,0.00917698432101196,24.1337302227344,"DEN16","SAN17","DEN16_vs_SAN17",0.704467717860058,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,4.56489364402326e-06,46.692873115415,"DEN16","SAO17","DEN16_vs_SAO17",0.00469271066605591,1
"abcA",3003942,0.00011663663126988,56.4557800395874,"DEN16","SAO17","DEN16_vs_SAO17",0.0599512284727183,2
"MexI",3000808,0.000381702953620605,17.2714647414482,"DEN16","SAO17","DEN16_vs_SAO17",0.110138709559046,3
"Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid",3003392,0.000642832935169527,26.5919003591324,"DEN16","SAO17","DEN16_vs_SAO17",0.110138709559046,4
"sta",3004699,0.000516862210285526,23.0379331405578,"DEN16","SAO17","DEN16_vs_SAO17",0.110138709559046,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,2.35507002974628e-07,59.5686543656754,"DEN16","TOK17","DEN16_vs_TOK17",0.000253641042203674,1
"Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid",3003392,0.000891622911155649,22.3551619058654,"DEN16","TOK17","DEN16_vs_TOK17",0.273537115315904,2
"qacG",3007015,0.000684021580935152,51.1783172795326,"DEN16","TOK17","DEN16_vs_TOK17",0.273537115315904,3
"Helicobacter pylori rpoB mutation conferring resistance to rifampicin",3007051,0.00101592243385665,27.2785246056856,"DEN16","TOK17","DEN16_vs_TOK17",0.273537115315904,4
"adeF",3000777,0.00411268009995693,31.834017670266,"DEN16","TOK17","DEN16_vs_TOK17",0.39982788287034,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,1.80282178407868e-05,58.8642665798457,"DEN16","VIE17","DEN16_vs_VIE17",0.0225533005188243,1
"ramA",3000823,0.00664672719690086,19.9107940834372,"DEN16","VIE17","DEN16_vs_VIE17",0.568183961534485,2
"adeF",3000777,0.0122459577945859,25.6543055732294,"DEN16","VIE17","DEN16_vs_VIE17",0.568183961534485,3
"MdtK",3001327,0.0138797726767609,24.5036645604107,"DEN16","VIE17","DEN16_vs_VIE17",0.568183961534485,4
"MexZ",3003709,0.00664672719690089,19.4228388070031,"DEN16","VIE17","DEN16_vs_VIE17",0.568183961534485,5
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,5.24395927886247e-06,52.877707916375,"DEN16","ZRH17","DEN16_vs_ZRH17",0.00597811357790321,1
"PmrF",3003578,0.0235595982880838,26.1888028171307,"DEN16","ZRH17","DEN16_vs_ZRH17",0.596843156631458,2
"adeF",3000777,0.00516141534586459,21.1151587485232,"DEN16","ZRH17","DEN16_vs_ZRH17",0.596843156631458,3
"MexZ",3003709,0.0101830402370491,23.8529690820352,"DEN16","ZRH17","DEN16_vs_ZRH17",0.596843156631458,4
"vanR gene in vanA cluster",3002919,0.0188590033763447,27.0084622573377,"DEN16","ZRH17","DEN16_vs_ZRH17",0.596843156631458,5
"adeF",3000777,0.0189021223192741,21.1266373117783,"DOH16","ILR16","DOH16_vs_ILR16",0.579779642774827,1
"cfr(D)",3005021,0.017748630910991,21.5199664380056,"DOH16","ILR16","DOH16_vs_ILR16",0.579779642774827,2
"salA",3003749,0.00919076856601072,17.2041924086865,"DOH16","ILR16","DOH16_vs_ILR16",0.579779642774827,3
"Rhodococcus fascians cmr",3002701,0.0189021223192741,19.548197383939,"DOH16","ILR16","DOH16_vs_ILR16",0.579779642774827,4
"eptA",3003576,0.0091907685660107,17.0166728760362,"DOH16","ILR16","DOH16_vs_ILR16",0.579779642774827,5
"ramA",3000823,0.0158425925637376,21.3586581081865,"DOH16","LIS16","DOH16_vs_LIS16",0.626022445548906,1
"mdtG",3001329,0.0158425925637375,21.2443412805066,"DOH16","LIS16","DOH16_vs_LIS16",0.626022445548906,2
"SatA",3005045,0.0126767767547897,23.475420894156,"DOH16","LIS16","DOH16_vs_LIS16",0.626022445548906,3
"adeF",3000777,0.00702949090721843,20.4606705372085,"DOH16","LIS16","DOH16_vs_LIS16",0.626022445548906,4
"MdtK",3001327,0.00702949090721848,19.6601030384762,"DOH16","LIS16","DOH16_vs_LIS16",0.626022445548906,5
"mdtG",3001329,0.00646126199576893,21.3577470073066,"DOH16","NYC16","DOH16_vs_NYC16",0.146938733813892,1
"mepR",3000746,0.00750501035392193,29.2654258499767,"DOH16","NYC16","DOH16_vs_NYC16",0.146938733813892,2
"SatA",3005045,0.00378883365564748,26.6126419233899,"DOH16","NYC16","DOH16_vs_NYC16",0.146938733813892,3
"MdtK",3001327,0.00378883365564746,26.6538804977954,"DOH16","NYC16","DOH16_vs_NYC16",0.146938733813892,4
"MexZ",3003709,0.00750501035392197,30.3721807471883,"DOH16","NYC16","DOH16_vs_NYC16",0.146938733813892,5
"oqxB",3003923,0.00178697239832096,20.8829278076636,"DOH16","SAC16","DOH16_vs_SAC16",0.973899957084923,1
"mdsB",3000790,0.00178697239832094,22.2114673646951,"DOH16","SAC16","DOH16_vs_SAC16",0.973899957084923,2
"macB",3000535,0.99999433419608,4.0000000004837,"DOH16","SAC16","DOH16_vs_SAC16",0.99999433419608,3
"RanA",3005091,0.99999433419608,4.0000000004837,"DOH16","SAC16","DOH16_vs_SAC16",0.99999433419608,4
"evgS",3000833,0.997940422687568,9.20436569229218,"DOH16","SAC16","DOH16_vs_SAC16",0.99999433419608,5
"mepR",3000746,0.00581526838084885,25.3162178284719,"DOH16","TOK16","DOH16_vs_TOK16",0.189535157056,1
"SatA",3005045,0.0116867021342422,29.238782569863,"DOH16","TOK16","DOH16_vs_TOK16",0.189535157056,2
"MdtK",3001327,0.00396063550392961,20.449051964805,"DOH16","TOK16","DOH16_vs_TOK16",0.189535157056,3
"MexZ",3003709,0.00581526838084886,27.1789081445961,"DOH16","TOK16","DOH16_vs_TOK16",0.189535157056,4
"LRA-2",3002485,0.0122106458080547,29.1121322413299,"DOH16","TOK16","DOH16_vs_TOK16",0.189535157056,5
"adeF",3000777,0.0153285550521626,24.4859425430311,"DOH16","BAL17","DOH16_vs_BAL17",0.474860365542748,1
"MexZ",3003709,0.00342746547255584,19.0145980932373,"DOH16","BAL17","DOH16_vs_BAL17",0.474860365542748,2
"vanR gene in vanA cluster",3002919,0.0170593815199127,23.2317627350313,"DOH16","BAL17","DOH16_vs_BAL17",0.474860365542748,3
"MexJ",3003692,0.00788481217054664,21.6183662254496,"DOH16","BAL17","DOH16_vs_BAL17",0.474860365542748,4
"Brucella suis mprF",3003772,0.0170593815199128,25.5787412986361,"DOH16","BAL17","DOH16_vs_BAL17",0.474860365542748,5
"adeF",3000777,0.00150094841007765,28.3069174454727,"DOH16","DEN17","DOH16_vs_DEN17",0.60108397692765,1
"MexZ",3003709,0.00337860566714333,33.45234362283,"DOH16","DEN17","DOH16_vs_DEN17",0.60108397692765,2
"mdtB",3000793,0.00510474715012866,30.7271009284111,"DOH16","DEN17","DOH16_vs_DEN17",0.60108397692765,3
"Brucella suis mprF",3003772,0.00450913971102143,34.0627188598968,"DOH16","DEN17","DOH16_vs_DEN17",0.60108397692765,4
"rsmA",3005069,0.00422934063204795,29.2606673138123,"DOH16","DEN17","DOH16_vs_DEN17",0.60108397692765,5
"gadW",3003838,0.0273875104222425,26.7072517943872,"DOH16","DOH17","DOH16_vs_DOH17",0.552196108305084,1
"abeM",3000753,0.0305978795943942,25.6910594795128,"DOH16","DOH17","DOH16_vs_DOH17",0.552196108305084,2
"adeF",3000777,0.00645424506681925,20.9689457112499,"DOH16","DOH17","DOH16_vs_DOH17",0.552196108305084,3
"MexZ",3003709,0.00645424506681926,21.2204880514336,"DOH16","DOH17","DOH16_vs_DOH17",0.552196108305084,4
"vanR gene in vanC cluster",3002922,0.0305978795943942,25.8691743992299,"DOH16","DOH17","DOH16_vs_DOH17",0.552196108305084,5
"adeF",3000777,0.00530495694454401,20.3379173651116,"DOH16","ILR17","DOH16_vs_ILR17",0.320286775526847,1
"MexZ",3003709,0.00530495694454402,22.409038096674,"DOH16","ILR17","DOH16_vs_ILR17",0.320286775526847,2
"tetB(58)",3003981,0.00530495694454402,22.2299912631889,"DOH16","ILR17","DOH16_vs_ILR17",0.320286775526847,3
"bcrC",3003250,0.00530495694454398,19.5373498663793,"DOH16","ILR17","DOH16_vs_ILR17",0.320286775526847,4
"cfr(D)",3005021,0.00477884963234662,21.0559366588836,"DOH16","ILR17","DOH16_vs_ILR17",0.320286775526847,5
"macB",3000535,0.999992532537146,4.00000000031548,"DOH16","MIN17","DOH16_vs_MIN17",0.999992532537146,1
"RanA",3005091,0.999992532537146,4.00000000031548,"DOH16","MIN17","DOH16_vs_MIN17",0.999992532537146,2
"evgS",3000833,0.998118670890308,9.20436569200823,"DOH16","MIN17","DOH16_vs_MIN17",0.999992532537146,3
"bcrA",3002987,0.999992532537146,4.00000000031548,"DOH16","MIN17","DOH16_vs_MIN17",0.999992532537146,4
"adeL",3000620,0.998118670890308,9.20436569200823,"DOH16","MIN17","DOH16_vs_MIN17",0.999992532537146,5
"MexZ",3003709,0.00359418904545366,26.4088856888459,"DOH16","NYC17","DOH16_vs_NYC17",0.379601658415992,1
"tetB(58)",3003981,0.00251294365158315,22.8425816283545,"DOH16","NYC17","DOH16_vs_NYC17",0.379601658415992,2
"tet(36)",3000197,0.00251294365158318,21.052512839182,"DOH16","NYC17","DOH16_vs_NYC17",0.379601658415992,3
"tet(W)",3000194,0.00359418904545368,25.7211118246215,"DOH16","NYC17","DOH16_vs_NYC17",0.379601658415992,4
"smeD",3003055,0.00359418904545367,25.5392380020013,"DOH16","NYC17","DOH16_vs_NYC17",0.379601658415992,5
"adeF",3000777,0.00492317271797497,27.1984781211041,"DOH16","SAN17","DOH16_vs_SAN17",0.995159407387459,1
"tetB(58)",3003981,0.0131436148145513,26.167410666889,"DOH16","SAN17","DOH16_vs_SAN17",0.995159407387459,2
"mtrC",3000810,0.0131436148145513,29.0530301278956,"DOH16","SAN17","DOH16_vs_SAN17",0.995159407387459,3
"MexH",3000807,0.0131436148145513,31.8169453477448,"DOH16","SAN17","DOH16_vs_SAN17",0.995159407387459,4
"mdtF",3000796,0.00318252875758603,22.19185387383,"DOH16","SAN17","DOH16_vs_SAN17",0.995159407387459,5
"adeF",3000777,0.000613654031402796,27.2777495617429,"DOH16","SAO17","DOH16_vs_SAO17",0.221324553992608,1
"oqxB",3003923,0.000275927892901475,21.3314703137811,"DOH16","SAO17","DOH16_vs_SAO17",0.221324553992608,2
"mexY",3003033,0.000613654031402793,27.3269484509411,"DOH16","SAO17","DOH16_vs_SAO17",0.221324553992608,3
"rsmA",3005069,0.00167867176511326,40.9054717848159,"DOH16","SAO17","DOH16_vs_SAO17",0.280898688391379,4
