"samples","klebsciella","enterobacter","escherichia","enterobacter.rel","escherichia.rel","klebsciella.rel","enterobacter.relTot","escherichia.relTot","klebsciella.relTot"
"CAMDA23_MetaSUB_gCSD16_TOK_9",477,223,35,0.303401360544218,0.0476190476190476,0.648979591836735,0.000196261353235232,3.08033514046328e-05,0.000419805674857424
"CAMDA23_MetaSUB_gCSD17_BAL_10",2,2,0,0.5,0,0.5,0.000159553250897487,0,0.000159553250897487
"CAMDA23_MetaSUB_gCSD17_BAL_11",8,3,5,0.1875,0.3125,0.5,0.000163970266724967,0.000273283777874945,0.000437254044599913
"CAMDA23_MetaSUB_gCSD17_BAL_12",18,8,6,0.25,0.1875,0.5625,0.000188924312197426,0.000141693234148069,0.000425079702444208
"CAMDA23_MetaSUB_gCSD17_BAL_14",32,6,1,0.153846153846154,0.0256410256410256,0.82051282051282,0.000262835114771333,4.38058524618889e-05,0.00140178727878045
"CAMDA23_MetaSUB_gCSD17_BAL_1",47,5,2,0.0925925925925926,0.037037037037037,0.87037037037037,0.000203376042302217,8.13504169208867e-05,0.00191173479764084
"CAMDA23_MetaSUB_gCSD17_BAL_2",103,157,10,0.581481481481481,0.037037037037037,0.381481481481481,0.0038738649822345,0.000246742992499013,0.00254145282273983
"CAMDA23_MetaSUB_gCSD17_BAL_3",58,17,5,0.2125,0.0625,0.725,0.000383236772695507,0.00011271669785162,0.00130751369507879
"CAMDA23_MetaSUB_gCSD17_BAL_4",2,0,0,0,0,1,0,0,0.000405844155844156
"CAMDA23_MetaSUB_gCSD17_BAL_5",6,9,10,0.36,0.4,0.24,0.000399875594259564,0.00044430621584396,0.000266583729506376
"CAMDA23_MetaSUB_gCSD17_BAL_6",4,3,3,0.3,0.3,0.4,0.000149977503374494,0.000149977503374494,0.000199970004499325
"CAMDA23_MetaSUB_gCSD17_BAL_7",10,6,11,0.222222222222222,0.407407407407407,0.37037037037037,0.000178099676452254,0.0003265160734958,0.000296832794087091
"CAMDA23_MetaSUB_gCSD17_BAL_8",23,11,12,0.239130434782609,0.260869565217391,0.5,0.000240442414041837,0.000262300815318368,0.000502743229360205
"CAMDA23_MetaSUB_gCSD17_BAL_9",29,4,6,0.102564102564103,0.153846153846154,0.743589743589744,0.0001561341192084,0.0002342011788126,0.0011319723642609
"CAMDA23_MetaSUB_gCSD17_DEN_10",11,1,2,0.0714285714285714,0.142857142857143,0.785714285714286,0.000196656833824975,0.000393313667649951,0.00216322517207473
"CAMDA23_MetaSUB_gCSD17_DEN_11",5,1,1,0.142857142857143,0.142857142857143,0.714285714285714,6.46203554119548e-05,6.46203554119548e-05,0.000323101777059774
"CAMDA23_MetaSUB_gCSD17_DEN_12",5,1,0,0.166666666666667,0,0.833333333333333,0.00026246719160105,0,0.00131233595800525
"CAMDA23_MetaSUB_gCSD17_DEN_13",0,0,0,NA,NA,NA,0,0,0
"CAMDA23_MetaSUB_gCSD17_DEN_15",7,1,0,0.125,0,0.875,4.07000407000407e-05,0,0.000284900284900285
"CAMDA23_MetaSUB_gCSD17_DEN_16",4,1,1,0.166666666666667,0.166666666666667,0.666666666666667,4.47687693065318e-05,4.47687693065318e-05,0.000179075077226127
"CAMDA23_MetaSUB_gCSD17_DEN_17",2,4,11,0.235294117647059,0.647058823529412,0.117647058823529,0.000171969045571797,0.000472914875322442,8.59845227858985e-05
"CAMDA23_MetaSUB_gCSD17_DEN_18",4,2,4,0.2,0.4,0.4,0.000217580504786771,0.000435161009573542,0.000435161009573542
"CAMDA23_MetaSUB_gCSD17_DEN_19",3,1,5,0.111111111111111,0.555555555555556,0.333333333333333,5.65355042966983e-05,0.000282677521483492,0.000169606512890095
"CAMDA23_MetaSUB_gCSD17_DEN_1",6,5,8,0.263157894736842,0.421052631578947,0.315789473684211,0.000239854168665451,0.000383766669864722,0.000287825002398542
"CAMDA23_MetaSUB_gCSD17_DEN_20",0,0,3,0,1,0,0,0.00694444444444444,0
"CAMDA23_MetaSUB_gCSD17_DEN_21",3,2,4,0.222222222222222,0.444444444444444,0.333333333333333,0.000205846027171676,0.000411692054343351,0.000308769040757513
"CAMDA23_MetaSUB_gCSD17_DEN_22",4062,6,4,0.00147347740667976,0.000982318271119843,0.9975442043222,0.000627549419516787,0.000418366279677858,0.424850957012865
"CAMDA23_MetaSUB_gCSD17_DEN_23",776,1,12,0.00126742712294043,0.0152091254752852,0.983523447401774,3.96825396825397e-05,0.000476190476190476,0.0307936507936508
"CAMDA23_MetaSUB_gCSD17_DEN_2",9,0,3,0,0.25,0.75,0,0.00037397157816006,0.00112191473448018
"CAMDA23_MetaSUB_gCSD17_DEN_3",3,2,0,0.4,0,0.6,0.000141043723554302,0,0.000211565585331453
"CAMDA23_MetaSUB_gCSD17_DEN_4",5,0,1,0,0.166666666666667,0.833333333333333,0,0.00444444444444444,0.0222222222222222
"CAMDA23_MetaSUB_gCSD17_DEN_5",9,0,4,0,0.307692307692308,0.692307692307692,0,0.000484378784209252,0.00108985226447082
"CAMDA23_MetaSUB_gCSD17_DEN_6",2963,8,3,0.00268997982515131,0.00100874243443174,0.996301277740417,0.00115423459818208,0.00043283797431828,0.427499639301688
"CAMDA23_MetaSUB_gCSD17_DEN_7",573,5,12,0.00847457627118644,0.0203389830508475,0.971186440677966,0.00023460960960961,0.000563063063063063,0.0268862612612613
"CAMDA23_MetaSUB_gCSD17_DEN_8",3,2,9,0.142857142857143,0.642857142857143,0.214285714285714,0.000150852315583044,0.000678835420123699,0.000226278473374566
"CAMDA23_MetaSUB_gCSD17_DEN_9",3,3,8,0.214285714285714,0.571428571428571,0.214285714285714,0.000105204095946136,0.000280544255856361,0.000105204095946136
"CAMDA23_MetaSUB_gCSD17_DOH_10",3,7,7,0.411764705882353,0.411764705882353,0.176470588235294,0.000194693219113311,0.000194693219113311,8.3439951048562e-05
"CAMDA23_MetaSUB_gCSD17_DOH_11",23,19,5,0.404255319148936,0.106382978723404,0.48936170212766,0.000243293424675075,6.40245854408093e-05,0.000294513093027723
"CAMDA23_MetaSUB_gCSD17_DOH_12",9,15,5,0.517241379310345,0.172413793103448,0.310344827586207,0.000261720726536737,8.72402421789123e-05,0.000157032435922042
"CAMDA23_MetaSUB_gCSD17_DOH_13",69,14,6,0.157303370786517,0.0674157303370786,0.775280898876405,0.000874016731177425,0.000374578599076039,0.00430765388937445
"CAMDA23_MetaSUB_gCSD17_DOH_14",8,22,22,0.423076923076923,0.423076923076923,0.153846153846154,0.000620364887347376,0.000620364887347376,0.000225587231762682
"CAMDA23_MetaSUB_gCSD17_DOH_1",23,18,6,0.382978723404255,0.127659574468085,0.48936170212766,0.000467884900314523,0.000155961633438174,0.000597852928179668
"CAMDA23_MetaSUB_gCSD17_DOH_2",7,5,9,0.238095238095238,0.428571428571429,0.333333333333333,0.000117957912616778,0.000212324242710201,0.00016514107766349
"CAMDA23_MetaSUB_gCSD17_DOH_3",6,5,12,0.217391304347826,0.521739130434783,0.260869565217391,0.000119328894298465,0.000286389346316317,0.000143194673158159
"CAMDA23_MetaSUB_gCSD17_DOH_4",13,12,0,0.48,0,0.52,0.000331656624841081,0,0.000359294676911171
"CAMDA23_MetaSUB_gCSD17_DOH_5",4,7,5,0.4375,0.3125,0.25,0.000180412371134021,0.000128865979381443,0.000103092783505155
"CAMDA23_MetaSUB_gCSD17_DOH_6",5,9,22,0.25,0.611111111111111,0.138888888888889,0.000275862068965517,0.000674329501915709,0.000153256704980843
"CAMDA23_MetaSUB_gCSD17_DOH_7",36,54,14,0.519230769230769,0.134615384615385,0.346153846153846,0.000705753195493635,0.000182973050683535,0.00047050213032909
"CAMDA23_MetaSUB_gCSD17_DOH_8",4,5,8,0.294117647058824,0.470588235294118,0.235294117647059,0.000248249838637605,0.000397199741820168,0.000198599870910084
"CAMDA23_MetaSUB_gCSD17_DOH_9",57,66,9,0.5,0.0681818181818182,0.431818181818182,0.00125647273834907,0.000171337191593055,0.00108513554675602
"CAMDA23_MetaSUB_gCSD17_ILR_10",15,2,3,0.1,0.15,0.75,6.15271026887344e-05,9.22906540331016e-05,0.000461453270165508
"CAMDA23_MetaSUB_gCSD17_ILR_11",5,45,3,0.849056603773585,0.0566037735849057,0.0943396226415094,0.00186181216383947,0.000124120810922631,0.000206868018204386
"CAMDA23_MetaSUB_gCSD17_ILR_12",241,177,61,0.369519832985386,0.127348643006263,0.503131524008351,0.00104272829563998,0.000359358339175361,0.00141975999575839
"CAMDA23_MetaSUB_gCSD17_ILR_13",4,9,2,0.6,0.133333333333333,0.266666666666667,0.000368716457044533,8.19369904543406e-05,0.000163873980908681
"CAMDA23_MetaSUB_gCSD17_ILR_14",137,79,17,0.339055793991416,0.0729613733905579,0.587982832618026,0.00114633969382573,0.000246680693608068,0.00198795617790031
"CAMDA23_MetaSUB_gCSD17_ILR_15",122,49,16,0.262032085561497,0.0855614973262032,0.6524064171123,0.000421824693101014,0.00013773867529829,0.00105025739914946
"CAMDA23_MetaSUB_gCSD17_ILR_16",27,18,9,0.333333333333333,0.166666666666667,0.5,0.000172512938470385,8.62564692351926e-05,0.000258769407705578
"CAMDA23_MetaSUB_gCSD17_ILR_17",8,7,13,0.25,0.464285714285714,0.285714285714286,0.000170167250097238,0.000316024893037728,0.000194476857253987
"CAMDA23_MetaSUB_gCSD17_ILR_18",9,7,15,0.225806451612903,0.483870967741935,0.290322580645161,0.000224979109082728,0.00048209809089156,0.000289258854534936
"CAMDA23_MetaSUB_gCSD17_ILR_1",44,22,16,0.268292682926829,0.195121951219512,0.536585365853659,0.00032930188001437,0.000239492276374087,0.000658603760028739
"CAMDA23_MetaSUB_gCSD17_ILR_2",44,64,36,0.444444444444444,0.25,0.305555555555556,0.000789967413844179,0.000444356670287351,0.000543102597017873
"CAMDA23_MetaSUB_gCSD17_ILR_3",7,5,17,0.172413793103448,0.586206896551724,0.241379310344828,0.000108712195334073,0.000369621464135847,0.000152197073467702
"CAMDA23_MetaSUB_gCSD17_ILR_4",21,18,5,0.409090909090909,0.113636363636364,0.477272727272727,0.0002827965435978,7.85545954438335e-05,0.000329929300864101
"CAMDA23_MetaSUB_gCSD17_ILR_5",24,10,9,0.232558139534884,0.209302325581395,0.558139534883721,0.000127147198311485,0.000114432478480337,0.000305153275947565
"CAMDA23_MetaSUB_gCSD17_ILR_6",64,30,18,0.267857142857143,0.160714285714286,0.571428571428571,0.00023335589106947,0.000140013534641682,0.000497825900948203
"CAMDA23_MetaSUB_gCSD17_ILR_7",14,6,5,0.24,0.2,0.56,0.000111501365891732,9.29178049097768e-05,0.000260169853747375
"CAMDA23_MetaSUB_gCSD17_ILR_8",19,2,7,0.0714285714285714,0.25,0.678571428571429,3.5999712002304e-05,0.000125998992008064,0.000341997264021888
"CAMDA23_MetaSUB_gCSD17_ILR_9",19,7,7,0.212121212121212,0.212121212121212,0.575757575757576,0.000114959517826937,0.000114959517826937,0.000312032976958828
"CAMDA23_MetaSUB_gCSD17_MIN_1",16,6,11,0.181818181818182,0.333333333333333,0.484848484848485,0.000135804984042914,0.000248975804078676,0.000362146624114438
"CAMDA23_MetaSUB_gCSD17_MIN_2",4,7,3,0.5,0.214285714285714,0.285714285714286,0.000144565374527581,6.1956589083249e-05,8.2608785444332e-05
"CAMDA23_MetaSUB_gCSD17_MIN_3",14,2,1,0.117647058823529,0.0588235294117647,0.823529411764706,3.15044972669849e-05,1.57522486334924e-05,0.000220531480868894
"CAMDA23_MetaSUB_gCSD17_MIN_4",20,21,6,0.446808510638298,0.127659574468085,0.425531914893617,0.00051378660729577,0.000146796173513077,0.000489320578376924
"CAMDA23_MetaSUB_gCSD17_MIN_5",11,6,3,0.3,0.15,0.55,0.000112627409757288,5.6313704878644e-05,0.000206483584555028
"CAMDA23_MetaSUB_gCSD17_MIN_6",15,8,3,0.307692307692308,0.115384615384615,0.576923076923077,0.000144081838484259,5.40306894315971e-05,0.000270153447157986
"CAMDA23_MetaSUB_gCSD17_NYC_10",77,22,2,0.217821782178218,0.0198019801980198,0.762376237623762,0.000271393854162812,2.46721685602556e-05,0.000949878489569841
"CAMDA23_MetaSUB_gCSD17_NYC_11",19,5,8,0.15625,0.25,0.59375,0.000118826940443937,0.0001901231047103,0.000451542373686962
"CAMDA23_MetaSUB_gCSD17_NYC_12",10,2,0,0.166666666666667,0,0.833333333333333,0.000139674558279209,0,0.000698372791396047
"CAMDA23_MetaSUB_gCSD17_NYC_13",105,19,7,0.145038167938931,0.0534351145038168,0.801526717557252,0.000228576928166693,8.42125524824657e-05,0.00126318828723699
"CAMDA23_MetaSUB_gCSD17_NYC_14",25,19,13,0.333333333333333,0.228070175438596,0.43859649122807,0.000422870623845452,0.000289332532104783,0.000556408715586121
"CAMDA23_MetaSUB_gCSD17_NYC_15",34,9,4,0.191489361702128,0.0851063829787234,0.723404255319149,0.000185124238933684,8.2277439526082e-05,0.000699358235971697
"CAMDA23_MetaSUB_gCSD17_NYC_16",40,13,12,0.2,0.184615384615385,0.615384615384615,0.000242686728769578,0.000224018518864226,0.000746728396214087
"CAMDA23_MetaSUB_gCSD17_NYC_17",1249,726,14,0.36500754147813,0.00703871292106586,0.627953745600804,0.00414142451312592,7.98621806938883e-05,0.00712484740619046
"CAMDA23_MetaSUB_gCSD17_NYC_18",5,4,7,0.25,0.4375,0.3125,5.65323082141444e-05,9.89315393747527e-05,7.06653852676805e-05
"CAMDA23_MetaSUB_gCSD17_NYC_19",17,6,2,0.24,0.08,0.68,2.74549281596046e-05,9.15164271986822e-06,7.77889631188798e-05
"CAMDA23_MetaSUB_gCSD17_NYC_1",9,5,13,0.185185185185185,0.481481481481481,0.333333333333333,0.000162850535778263,0.000423411393023483,0.000293130964400873
"CAMDA23_MetaSUB_gCSD17_NYC_20",191,186,3,0.489473684210526,0.00789473684210526,0.502631578947368,0.00156992496433907,2.53213703925656e-05,0.00161212724832668
"CAMDA23_MetaSUB_gCSD17_NYC_2",133,26,7,0.156626506024096,0.0421686746987952,0.801204819277108,0.000426397271057465,0.000114799265284702,0.00218118604040934
"CAMDA23_MetaSUB_gCSD17_NYC_3",116,151,65,0.454819277108434,0.19578313253012,0.349397590361446,0.00132188285141511,0.000569022419483328,0.00101548616400102
"CAMDA23_MetaSUB_gCSD17_NYC_4",88,9,11,0.0833333333333333,0.101851851851852,0.814814814814815,0.000247361477572559,0.000302330694810906,0.00241864555848725
"CAMDA23_MetaSUB_gCSD17_NYC_5",97,39,2,0.282608695652174,0.0144927536231884,0.702898550724638,0.000304380741284175,1.56092687838038e-05,0.000757049536014485
"CAMDA23_MetaSUB_gCSD17_NYC_6",964,138,10,0.12410071942446,0.00899280575539568,0.866906474820144,0.0012964807125007,9.39478777174424e-05,0.00905657541196144
"CAMDA23_MetaSUB_gCSD17_NYC_7",118,181,11,0.583870967741935,0.0354838709677419,0.380645161290323,0.00198589030424717,0.000120689466003972,0.00129466881713352
"CAMDA23_MetaSUB_gCSD17_NYC_8",491,64,6,0.114081996434938,0.0106951871657754,0.875222816399287,0.000754067842541209,7.06938602382383e-05,0.00578511422949583
"CAMDA23_MetaSUB_gCSD17_NYC_9",11,39,1,0.764705882352941,0.0196078431372549,0.215686274509804,0.000615141955835962,1.57728706624606e-05,0.000173501577287066
"CAMDA23_MetaSUB_gCSD17_SAN_10",10,4,3,0.235294117647059,0.176470588235294,0.588235294117647,0.000166736140058358,0.000125052105043768,0.000416840350145894
"CAMDA23_MetaSUB_gCSD17_SAN_11",5,2,2,0.222222222222222,0.222222222222222,0.555555555555556,7.90732613766655e-05,7.90732613766655e-05,0.000197683153441664
"CAMDA23_MetaSUB_gCSD17_SAN_12",1,0,2,0,0.666666666666667,0.333333333333333,0,0.0037243947858473,0.00186219739292365
"CAMDA23_MetaSUB_gCSD17_SAN_13",2,0,4,0,0.666666666666667,0.333333333333333,0,0.00123076923076923,0.000615384615384615
"CAMDA23_MetaSUB_gCSD17_SAN_14",13,6,12,0.193548387096774,0.387096774193548,0.419354838709677,0.000170799054911896,0.000341598109823792,0.000370064618975775
"CAMDA23_MetaSUB_gCSD17_SAN_15",4,2,2,0.25,0.25,0.5,0.000120765654247932,0.000120765654247932,0.000241531308495864
"CAMDA23_MetaSUB_gCSD17_SAN_16",0,1,1,0.5,0.5,0,0.000222518914107699,0.000222518914107699,0
"CAMDA23_MetaSUB_gCSD17_SAN_1",3,0,0,0,0,1,0,0,0.00149925037481259
"CAMDA23_MetaSUB_gCSD17_SAN_2",17,7,2,0.269230769230769,0.0769230769230769,0.653846153846154,7.78106311553767e-05,2.22316089015362e-05,0.000188968675663058
"CAMDA23_MetaSUB_gCSD17_SAN_3",1,0,0,0,0,1,0,0,0.0040650406504065
"CAMDA23_MetaSUB_gCSD17_SAN_4",0,0,1,0,1,0,0,0.000470809792843691,0
"CAMDA23_MetaSUB_gCSD17_SAN_5",1,1,5,0.142857142857143,0.714285714285714,0.142857142857143,0.000733137829912023,0.00366568914956012,0.000733137829912023
"CAMDA23_MetaSUB_gCSD17_SAN_6",4,1,1,0.166666666666667,0.166666666666667,0.666666666666667,0.00124223602484472,0.00124223602484472,0.00496894409937888
"CAMDA23_MetaSUB_gCSD17_SAN_7",12,5,133,0.0333333333333333,0.886666666666667,0.08,0.000571886080292806,0.0152121697357886,0.00137252659270273
"CAMDA23_MetaSUB_gCSD17_SAN_8",4,4,0,0.5,0,0.5,0.000138908181691902,0,0.000138908181691902
"CAMDA23_MetaSUB_gCSD17_SAN_9",12,3,3,0.166666666666667,0.166666666666667,0.666666666666667,5.20860461482369e-05,5.20860461482369e-05,0.000208344184592948
"CAMDA23_MetaSUB_gCSD17_SAO_10",6,7,18,0.225806451612903,0.580645161290323,0.193548387096774,0.000228102189781022,0.000586548488008342,0.000195516162669447
"CAMDA23_MetaSUB_gCSD17_SAO_11",10,12,15,0.324324324324324,0.405405405405405,0.27027027027027,0.000380529570318694,0.000475661962898367,0.000317107975265578
"CAMDA23_MetaSUB_gCSD17_SAO_12",3,1,9,0.0769230769230769,0.692307692307692,0.230769230769231,3.31543001127246e-05,0.000298388701014522,9.94629003381739e-05
"CAMDA23_MetaSUB_gCSD17_SAO_13",45,39,9,0.419354838709677,0.0967741935483871,0.483870967741935,0.00747126436781609,0.00172413793103448,0.00862068965517241
"CAMDA23_MetaSUB_gCSD17_SAO_14",2,3,7,0.25,0.583333333333333,0.166666666666667,0.000185459940652819,0.000432739861523244,0.000123639960435213
"CAMDA23_MetaSUB_gCSD17_SAO_15",7,5,11,0.217391304347826,0.478260869565217,0.304347826086957,0.000176997415837729,0.000389394314843003,0.00024779638217282
"CAMDA23_MetaSUB_gCSD17_SAO_16",6,3,6,0.2,0.4,0.4,0.000121305244430068,0.000242610488860135,0.000242610488860135
"CAMDA23_MetaSUB_gCSD17_SAO_17",6,1,6,0.0769230769230769,0.461538461538462,0.461538461538462,7.85731122809775e-05,0.000471438673685865,0.000471438673685865
"CAMDA23_MetaSUB_gCSD17_SAO_18",9,8,13,0.266666666666667,0.433333333333333,0.3,0.000229548649967002,0.000373016556196379,0.000258242231212878
"CAMDA23_MetaSUB_gCSD17_SAO_19",2,0,8,0,0.8,0.2,0,0.000319259318381355,7.98148295953388e-05
"CAMDA23_MetaSUB_gCSD17_SAO_1",4,6,10,0.3,0.5,0.2,0.000248313537226338,0.00041385589537723,0.000165542358150892
"CAMDA23_MetaSUB_gCSD17_SAO_20",2,2,1,0.4,0.2,0.4,0.000495294700346706,0.000247647350173353,0.000495294700346706
"CAMDA23_MetaSUB_gCSD17_SAO_21",5,3,2,0.3,0.2,0.5,0.00022354694485842,0.00014903129657228,0.0003725782414307
"CAMDA23_MetaSUB_gCSD17_SAO_22",2,2,6,0.2,0.6,0.2,0.000139266067822575,0.000417798203467725,0.000139266067822575
"CAMDA23_MetaSUB_gCSD17_SAO_23",25,25,12,0.403225806451613,0.193548387096774,0.403225806451613,0.00158037802642392,0.000758581452683482,0.00158037802642392
"CAMDA23_MetaSUB_gCSD17_SAO_24",0,0,5,0,1,0,0,0.0004412673197423,0
"CAMDA23_MetaSUB_gCSD17_SAO_25",0,1,3,0.25,0.75,0,5.28094634558513e-05,0.000158428390367554,0
"CAMDA23_MetaSUB_gCSD17_SAO_2",2,1,8,0.0909090909090909,0.727272727272727,0.181818181818182,3.22809735941636e-05,0.000258247788753309,6.45619471883272e-05
"CAMDA23_MetaSUB_gCSD17_SAO_3",3,1,0,0.25,0,0.75,6.55050438883794e-05,0,0.000196515131665138
"CAMDA23_MetaSUB_gCSD17_SAO_4",0,1,1,0.5,0.5,0,2.02889141373154e-05,2.02889141373154e-05,0
"CAMDA23_MetaSUB_gCSD17_SAO_5",0,0,8,0,1,0,0,0.00081276033729554,0
"CAMDA23_MetaSUB_gCSD17_SAO_6",8,8,13,0.275862068965517,0.448275862068966,0.275862068965517,0.000273822562979189,0.000444961664841183,0.000273822562979189
"CAMDA23_MetaSUB_gCSD17_SAO_7",5,8,25,0.210526315789474,0.657894736842105,0.131578947368421,0.000196145736282058,0.00061295542588143,0.000122591085176286
"CAMDA23_MetaSUB_gCSD17_SAO_8",6,5,17,0.178571428571429,0.607142857142857,0.214285714285714,0.000153808293343177,0.000522948197366802,0.000184569952011812
"CAMDA23_MetaSUB_gCSD17_SAO_9",0,1,2,0.333333333333333,0.666666666666667,0,0.000177683013503909,0.000355366027007818,0
"CAMDA23_MetaSUB_gCSD17_TOK_10",1,4,3,0.5,0.375,0.125,0.000228571428571429,0.000171428571428571,5.71428571428571e-05
"CAMDA23_MetaSUB_gCSD17_TOK_11",4,4,11,0.210526315789474,0.578947368421053,0.210526315789474,7.84821551199796e-05,0.000215825926579944,7.84821551199796e-05
"CAMDA23_MetaSUB_gCSD17_TOK_12",14,3,8,0.12,0.32,0.56,6.17245849021665e-05,0.000164598893072444,0.000288048062876777
"CAMDA23_MetaSUB_gCSD17_TOK_13",2,4,13,0.210526315789474,0.684210526315789,0.105263157894737,0.000117761356610828,0.000382724408985192,5.88806783054141e-05
"CAMDA23_MetaSUB_gCSD17_TOK_14",6,10,10,0.384615384615385,0.384615384615385,0.230769230769231,0.000235183443085607,0.000235183443085607,0.000141110065851364
"CAMDA23_MetaSUB_gCSD17_TOK_15",14,1,3,0.0555555555555556,0.166666666666667,0.777777777777778,0.000144529556294262,0.000433588668882787,0.00202341378811967
"CAMDA23_MetaSUB_gCSD17_TOK_16",16,2,1,0.105263157894737,0.0526315789473684,0.842105263157895,0.000481116189559779,0.000240558094779889,0.00384892951647823
"CAMDA23_MetaSUB_gCSD17_TOK_17",6,6,13,0.24,0.52,0.24,0.000163008041730059,0.000353184090415127,0.000163008041730059
"CAMDA23_MetaSUB_gCSD17_TOK_18",12,2,1,0.133333333333333,0.0666666666666667,0.8,0.000607164541590771,0.000303582270795386,0.00364298724954463
"CAMDA23_MetaSUB_gCSD17_TOK_19",5,5,16,0.192307692307692,0.615384615384615,0.192307692307692,0.000134865404326482,0.000431569293844743,0.000134865404326482
"CAMDA23_MetaSUB_gCSD17_TOK_1",6,3,4,0.230769230769231,0.307692307692308,0.461538461538462,9.83123054235622e-05,0.000131083073898083,0.000196624610847124
"CAMDA23_MetaSUB_gCSD17_TOK_20",3,1,1,0.2,0.2,0.6,3.73385109401837e-05,3.73385109401837e-05,0.000112015532820551
"CAMDA23_MetaSUB_gCSD17_TOK_21",6,5,5,0.3125,0.3125,0.375,0.000208968947214444,0.000208968947214444,0.000250762736657333
"CAMDA23_MetaSUB_gCSD17_TOK_22",5,2,4,0.181818181818182,0.363636363636364,0.454545454545455,6.05436822667555e-05,0.000121087364533511,0.000151359205666889
"CAMDA23_MetaSUB_gCSD17_TOK_23",3,4,6,0.307692307692308,0.461538461538462,0.230769230769231,0.000143941847493613,0.000215912771240419,0.000107956385620209
"CAMDA23_MetaSUB_gCSD17_TOK_24",3,6,7,0.375,0.4375,0.1875,0.000109275684338973,0.000127488298395469,5.46378421694866e-05
"CAMDA23_MetaSUB_gCSD17_TOK_25",0,4,1,0.8,0.2,0,0.000360978251060374,9.02445627650934e-05,0
"CAMDA23_MetaSUB_gCSD17_TOK_2",2,3,3,0.375,0.375,0.25,0.000157257430413587,0.000157257430413587,0.000104838286942391
"CAMDA23_MetaSUB_gCSD17_TOK_3",5,7,3,0.466666666666667,0.2,0.333333333333333,0.000183949124927734,7.88353392547433e-05,0.000131392232091239
"CAMDA23_MetaSUB_gCSD17_TOK_4",2,1,2,0.2,0.4,0.4,2.88708606403557e-05,5.77417212807114e-05,5.77417212807114e-05
"CAMDA23_MetaSUB_gCSD17_TOK_5",12,1,3,0.0625,0.1875,0.75,0.000107921433196633,0.000323764299589899,0.00129505719835959
"CAMDA23_MetaSUB_gCSD17_TOK_6",11,1,0,0.0833333333333333,0,0.916666666666667,0.000566893424036281,0,0.00623582766439909
"CAMDA23_MetaSUB_gCSD17_TOK_7",5,9,20,0.264705882352941,0.588235294117647,0.147058823529412,0.0002615518744551,0.000581226387678001,0.0001453065969195
"CAMDA23_MetaSUB_gCSD17_TOK_8",18,5,6,0.172413793103448,0.206896551724138,0.620689655172414,0.000676041103299081,0.000811249323958897,0.00243374797187669
"CAMDA23_MetaSUB_gCSD17_TOK_9",3,2,7,0.166666666666667,0.583333333333333,0.25,7.42335387127904e-05,0.000259817385494767,0.000111350308069186
"CAMDA23_MetaSUB_gCSD17_VIE_10",5,7,2,0.5,0.142857142857143,0.357142857142857,0.000103723680116171,2.96353371760487e-05,7.40883429401218e-05
"CAMDA23_MetaSUB_gCSD17_VIE_11",22,15,4,0.365853658536585,0.0975609756097561,0.536585365853659,0.000196127142689034,5.23005713837424e-05,0.000287653142610583
"CAMDA23_MetaSUB_gCSD17_VIE_12",8,6,3,0.352941176470588,0.176470588235294,0.470588235294118,8.57057151427714e-05,4.28528575713857e-05,0.000114274286857029
"CAMDA23_MetaSUB_gCSD17_VIE_13",12,12,4,0.428571428571429,0.142857142857143,0.428571428571429,0.000175950499259542,5.86501664198472e-05,0.000175950499259542
"CAMDA23_MetaSUB_gCSD17_VIE_14",30,27,1792,0.0146024878312601,0.969172525689562,0.0162249864791779,0.000662397880326783,0.0439635926498369,0.000735997644807537
"CAMDA23_MetaSUB_gCSD17_VIE_15",11,5,0,0.3125,0,0.6875,0.000109733347964446,0,0.000241413365521782
"CAMDA23_MetaSUB_gCSD17_VIE_16",12,10,6,0.357142857142857,0.214285714285714,0.428571428571429,0.000191054813626029,0.000114632888175618,0.000229265776351235
"CAMDA23_MetaSUB_gCSD17_VIE_1",8,10,10,0.357142857142857,0.357142857142857,0.285714285714286,0.000191776618594661,0.000191776618594661,0.000153421294875729
"CAMDA23_MetaSUB_gCSD17_VIE_2",105,9,17,0.0687022900763359,0.129770992366412,0.801526717557252,0.000248831872598081,0.000470015759351931,0.00290303851364428
"CAMDA23_MetaSUB_gCSD17_VIE_3",140,4,2,0.0273972602739726,0.0136986301369863,0.958904109589041,0.000197501604700538,9.87508023502691e-05,0.00691255616451884
"CAMDA23_MetaSUB_gCSD17_VIE_4",19,18,8,0.4,0.177777777777778,0.422222222222222,0.000585327783558793,0.000260145681581686,0.000617845993756504
"CAMDA23_MetaSUB_gCSD17_VIE_5",33,26,3236,0.0078907435508346,0.982094081942337,0.0100151745068285,0.000401594019338297,0.0499830094837972,0.000509715486083223
"CAMDA23_MetaSUB_gCSD17_VIE_6",5,4,2,0.363636363636364,0.181818181818182,0.454545454545455,9.47732549874425e-05,4.73866274937213e-05,0.000118466568734303
"CAMDA23_MetaSUB_gCSD17_VIE_7",15,14,1,0.466666666666667,0.0333333333333333,0.5,0.000281299604171271,2.00928288693765e-05,0.000301392433040648
"CAMDA23_MetaSUB_gCSD17_VIE_8",319,21,14,0.0593220338983051,0.0395480225988701,0.901129943502825,0.000231869976150517,0.000154579984100344,0.00352221535200071
