"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"698776","Bacteria","Bacillota","Clostridia","Eubacteriales","Cellulosilyticaceae",NA,NA
"42422","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halobacteroidaceae",NA,NA
"1982626","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"1260","Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae",NA,NA
"1276","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Kytococcaceae",NA,NA
"146786","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Thermosynechococcaceae",NA,NA
"1019","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA
"28454","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"2909339","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae",NA,NA
"2704465","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae",NA,NA
"280473","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae",NA,NA
"2979869","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae",NA,NA
"2093856","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae",NA,NA
"1717717","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Marinifilaceae",NA,NA
"889453","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Marinilabiliaceae",NA,NA
"2558931","Bacteria","Bacteroidota","","","Rhodothermaceae",NA,NA
"1331910","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae",NA,NA
"28198","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae",NA,NA
"2706014","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae",NA,NA
"1185412","Bacteria","Bacillota","Clostridia","Eubacteriales","Vallitaleaceae",NA,NA
"2507161","Bacteria","Bacillota","Tissierellia","Tissierellales","Acidilutibacteraceae",NA,NA
"2148","Bacteria","Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae",NA,NA
"373994","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Rivulariaceae",NA,NA
"1219","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae",NA,NA
"239935","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae",NA,NA
"1882749","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae",NA,NA
"2984951","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae",NA,NA
"1408204","Bacteria","Elusimicrobiota","Endomicrobiia","Endomicrobiales","Endomicrobiaceae",NA,NA
"1353260","Archaea","Nitrososphaerota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA,NA
"76853","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae",NA,NA
"116090","Bacteria","Bacillota","Tissierellia","Tissierellales","Thermohalobacteraceae",NA,NA
"1177","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae",NA,NA
"1209493","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Prochlorotrichaceae",NA,NA
"1806508","Bacteria","Chloroflexota","Ardenticatenia","Ardenticatenales","Ardenticatenaceae",NA,NA
"2810562","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae",NA,NA
"2828656","Bacteria","Spirochaetota","Spirochaetia","Brevinematales","Thermospiraceae",NA,NA
"1940790","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae",NA,NA
"28262","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","Thermodesulfovibrionaceae",NA,NA
"1234143","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae",NA,NA
"76258","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"2923279","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Ignatzschineriaceae",NA,NA
"915","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"357276","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"322509","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Dietziaceae",NA,NA
"182640","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Kribbellaceae",NA,NA
"2891210","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA
"1842540","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Sterolibacteriaceae",NA,NA
"279","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
"199596","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",NA,NA
"773","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae",NA,NA
"2010829","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA,NA
"90736","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Moritellaceae",NA,NA
"43674","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Jonesiaceae",NA,NA
"2057","Bacteria","Thermomicrobiota","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae",NA,NA
"2335","Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae",NA,NA
"2802971","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"1131707","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Sphaerochaetaceae",NA,NA
"197162","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae",NA,NA
"2575923","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae",NA,NA
"126673","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae",NA,NA
"2702","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae",NA,NA
"1884905","Bacteria","Actinomycetota","Actinomycetes","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae",NA,NA
"2843216","Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae",NA,NA
"29539","Bacteria","Actinomycetota","Thermoleophilia","Thermoleophilales","Thermoleophilaceae",NA,NA
"49319","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae",NA,NA
"1282","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"2866627","Bacteria","Bacillota","Bacilli","Bacillales","Bacillales Family X. Incertae Sedis",NA,NA
"269673","Bacteria","Bacillota","Bacilli","Bacillales","Sporolactobacillaceae",NA,NA
"2507160","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis",NA,NA
"178899","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiales Family XVI. Incertae Sedis",NA,NA
"39496","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae",NA,NA
"51515","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae",NA,NA
"671077","Bacteria","Bacillota","Clostridia","Eubacteriales","Symbiobacteriaceae",NA,NA
"102134","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfallaceae",NA,NA
"2528593","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Zhaonellaceae",NA,NA
"437897","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae",NA,NA
"2377","Bacteria","Bacillota","Negativicutes","Selenomonadales","Sporomusaceae",NA,NA
"33025","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae",NA,NA
"1582259","Bacteria","Bacillota","Tissierellia","Tissierellales","Tissierellaceae",NA,NA
"1555112","Bacteria","Bacillota","Limnochordia","Limnochordales","Limnochordaceae",NA,NA
"52022","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae",NA,NA
"332249","Bacteria","Deinococcota","Deinococci","Trueperales","Trueperaceae",NA,NA
"147322","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA,NA
"2886352","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Coleofasciculaceae",NA,NA
"241425","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Gomontiellaceae",NA,NA
"1173026","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae",NA,NA
"577489","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae",NA,NA
"1126","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae",NA,NA
"70799","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae",NA,NA
"2005456","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Hapalosiphonaceae",NA,NA
"1397703","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae",NA,NA
"2099387","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Tolypothrichaceae",NA,NA
"155978","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Acaryochloridaceae",NA,NA
"2857077","Bacteria","Cyanobacteriota","Cyanophyceae","Gloeobacterales","Gloeobacteraceae",NA,NA
"155894","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcidiopsidales","Chroococcidiopsidaceae",NA,NA
"295596","Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales","Mycoplasmataceae",NA,NA
"2132","Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales","Spiroplasmataceae",NA,NA
"2151","Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales","Entomoplasmataceae",NA,NA
"28227","Bacteria","Mycoplasmatota","","Mycoplasmoidales","Mycoplasmoidaceae",NA,NA
"61435","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"120962","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"500","Bacteria","Thermomicrobiota","Thermomicrobia","Thermomicrobiales","Thermomicrobiaceae",NA,NA
"158841","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Budviciaceae",NA,NA
"166935","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,NA
"28108","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"44012","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae",NA,NA
"2855441","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA,NA
"418701","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Litorivicinaceae",NA,NA
"2683272","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Zooshikellaceae",NA,NA
"1972068","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae",NA,NA
"2856608","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae",NA,NA
"262","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Francisellaceae",NA,NA
"2518989","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"1196095","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae",NA,NA
"2919598","Bacteria","Pseudomonadota","Gammaproteobacteria","Candidatus Comchoanobacterales","Candidatus Comchoanobacteraceae",NA,NA
"542","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Zymomonadaceae",NA,NA
"1862145","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae",NA,NA
"779","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA,NA
"2761623","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"234827","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Candidatus Midichloriaceae",NA,NA
"1388755","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae",NA,NA
"244582","Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Candidatus Paracaedibacteraceae",NA,NA
"1509244","Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Caedimonadaceae",NA,NA
"146939","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA,NA
"1751046","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Fluviibacteraceae",NA,NA
"1914471","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Thiobacillaceae",NA,NA
"416213","Bacteria","Pseudomonadota","Betaproteobacteria","Ferrovales","Ferrovaceae",NA,NA
"33059","Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae",NA,NA
"59739","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA
"2829795","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Parvicellaceae",NA,NA
"242600","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Ichthyobacteriaceae",NA,NA
"712710","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA
"2606626","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"2714926","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA,NA
"2590900","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tenuifilaceae",NA,NA
"397865","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae",NA,NA
"2864201","Bacteria","Bacteroidota","Saprospiria","Saprospirales","Saprospiraceae",NA,NA
"1882831","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"809","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae",NA,NA
"712357","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"2925411","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae",NA,NA
"981385","Bacteria","Acidobacteriota","Holophagae","Thermotomaculales","Thermotomaculaceae",NA,NA
"28223","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"60893","Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae",NA,NA
"171695","Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfatatoraceae",NA,NA
"316277","Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales","Syntrophaceae",NA,NA
"138","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Borreliaceae",NA,NA
"159","Bacteria","Spirochaetota","Spirochaetia","Brachyspirales","Brachyspiraceae",NA,NA
"2572088","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Nanosynbacterales","Candidatus Nanosynbacteraceae",NA,NA
"1332188","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Saccharimonadales","Candidatus Saccharimonadaceae",NA,NA
"2066483","Bacteria","","Candidatus Babeliae","Candidatus Babeliales","Candidatus Chromulinivoraceae",NA,NA
"2352","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Flexistipitaceae",NA,NA
"3029084","Bacteria","Synergistota","Synergistia","Synergistales","Aminithiophilaceae",NA,NA
"651822","Bacteria","Synergistota","Synergistia","Synergistales","Aminobacteriaceae",NA,NA
"638849","Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae",NA,NA
"187145","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae",NA,NA
"513050","Bacteria","Dictyoglomota","Dictyoglomia","Dictyoglomales","Dictyoglomaceae",NA,NA
"42253","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae",NA,NA
"2961599","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae",NA,NA
"2203","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae",NA,NA
"39152","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae",NA,NA
"83171","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae",NA,NA
"2320","Archaea","Euryarchaeota","Methanopyri","Methanopyrales","Methanopyraceae",NA,NA
"282676","Archaea","Thermoproteota","Thermoprotei","Sulfolobales","Sulfolobaceae",NA,NA
"1874277","Archaea","Nitrososphaerota","Conexivisphaeria","Conexivisphaerales","Conexivisphaeraceae",NA,NA
"2661630","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae",NA,NA
"141451","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae",NA,NA
"62322","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"357794","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Psychromonadaceae",NA,NA
"927","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Halothiobacillaceae",NA,NA
"47960","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Thioalkalibacteraceae",NA,NA
"1748242","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA,NA
"1238","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae",NA,NA
"2163644","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Candidatus Deianiraeaceae",NA,NA
"2558174","Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Holosporaceae",NA,NA
"2829597","Bacteria","Pseudomonadota","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae",NA,NA
"2950108","Bacteria","Pseudomonadota","Alphaproteobacteria","Sneathiellales","Sneathiellaceae",NA,NA
"1662285","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Methylophilaceae",NA,NA
"1921086","Bacteria","Pseudomonadota","Zetaproteobacteria","Mariprofundales","Mariprofundaceae",NA,NA
"2039","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Tropherymataceae",NA,NA
"286802","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Segniliparaceae",NA,NA
"84112","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae",NA,NA
"863643","Bacteria","Bacillota","Clostridia","Eubacteriales","Thermincolaceae",NA,NA
"2731377","Bacteria","Bacillota","Clostridia","Eubacteriales","Proteinivoraceae",NA,NA
"1565","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfotomaculaceae",NA,NA
"1754","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae",NA,NA
"184064","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae",NA,NA
"252966","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family IV. Incertae Sedis",NA,NA
"2742683","Bacteria","Bacillota","Clostridia","Natranaerobiales","Natranaerofabaceae",NA,NA
"375929","Bacteria","Bacillota","Clostridia","Natranaerobiales","Natranaerobiaceae",NA,NA
"45497","Bacteria","Bacillota","Tissierellia","Tissierellales","Tepidimicrobiaceae",NA,NA
"191303","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae",NA,NA
"1188228","Bacteria","Cyanobacteriota","Cyanophyceae","Gloeomargaritales","Gloeomargaritaceae",NA,NA
"2098","Bacteria","Mycoplasmatota","","Mycoplasmoidales","Metamycoplasmataceae",NA,NA
"650378","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Amoebophilaceae",NA,NA
"1006","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Marivirgaceae",NA,NA
"328813","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"591197","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"204","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae",NA,NA
"2740404","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Thiovulaceae",NA,NA
"1854492","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae",NA,NA
"2740515","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Hydrogenimonaceae",NA,NA
"84405","Bacteria","Campylobacterota","Desulfurellia","Desulfurellales","Desulfurellaceae",NA,NA
"2596890","Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae",NA,NA
"225148","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae",NA,NA
"389348","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae",NA,NA
"83561","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Simkaniaceae",NA,NA
"71667","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Waddliaceae",NA,NA
"29542","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Syntrophotaleaceae",NA,NA
"83564","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,NA
"119484","Bacteria","Thermodesulfobacteriota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA,NA
"453230","Bacteria","Thermodesulfobacteriota","Desulfarculia","Desulfarculales","Desulfarculaceae",NA,NA
"167","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Treponemataceae",NA,NA
"252967","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",NA,NA
"28182","Bacteria","Spirochaetota","Spirochaetia","Leptospirales","Leptospiraceae",NA,NA
"2493639","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA,NA
"97084","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Halobacteriovoraceae",NA,NA
"960","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"2600177","Bacteria","","Deltaproteobacteria","Bradymonadales","Microvenatoraceae",NA,NA
"477976","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Calditerrivibrionaceae",NA,NA
"1175445","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae",NA,NA
"301375","Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales","Methanotrichaceae",NA,NA
"2173","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae",NA,NA
"2180","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanothermaceae",NA,NA
"2263","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae",NA,NA
"54261","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae",NA,NA
"54248","Archaea","Thermoproteota","Thermoprotei","Desulfurococcales","Pyrodictiaceae",NA,NA
"1582439","Archaea","Nitrososphaerota","","Nitrosopumilales","Nitrosopumilaceae",NA,NA
"50339","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Thermoplasmatales","Thermoplasmataceae",NA,NA
"82076","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Thermoplasmatales","Picrophilaceae",NA,NA
"74968","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Thermoplasmatales","Ferroplasmaceae",NA,NA
"1673428","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Thermoplasmatales","Cuniculiplasmataceae",NA,NA
"1577791","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae",NA,NA
"2586965","Archaea","Nanoarchaeota","Nanobdellia","Nanobdellales","Nanobdellaceae",NA,NA
"2565781","Archaea","Candidatus Nanohaloarchaeota","Candidatus Nanohalobia","Candidatus Nanohalobiales","Candidatus Nanohalobiaceae",NA,NA
"291990","Bacteria","Bacillota","Clostridia","Thermosediminibacterales","Thermosediminibacteraceae",NA,NA
"33070","Bacteria","Cyanobacteriota","Cyanophyceae","Thermostichales","Thermostichaceae",NA,NA
"1108","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Chloroflexaceae",NA,NA
"133453","Bacteria","Chloroflexota","Caldilineae","Caldilineales","Caldilineaceae",NA,NA
"1548547","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Woeseiaceae",NA,NA
"100716","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chloroherpetonaceae",NA,NA
"1134405","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae",NA,NA
"1457365","Bacteria","Balneolota","Balneolia","Balneolales","Cyclonatronaceae",NA,NA
"431057","Bacteria","Verrucomicrobiota","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae",NA,NA
"1603606","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Trichloromonadaceae",NA,NA
"2421","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae",NA,NA
"1441386","Bacteria","Thermotogota","Thermotogae","Mesoaciditogales","Mesoaciditogaceae",NA,NA
"118000","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Geovibrionaceae",NA,NA
"936456","Bacteria","Chrysiogenota","Chrysiogenetes","Chrysiogenales","Chrysiogenaceae",NA,NA
"2847778","Bacteria","Atribacterota","Atribacteria","Atribacterales","Atribacteraceae",NA,NA
"1400862","Bacteria","Pseudomonadota","Gammaproteobacteria","","Candidatus Competibacteraceae",NA,NA
"2751313","Bacteria","Bacillota","Clostridia","Koleobacterales","Koleobacteraceae",NA,NA
"2735562","Bacteria","Candidatus Absconditabacteria","","Candidatus Absconditabacterales","Candidatus Absconditicoccaceae",NA,NA
"2715735","Bacteria","","","","Candidatus Chazhemtobacteraceae",NA,NA
"336261","Bacteria","Synergistota","Synergistia","Synergistales","Thermovirgaceae",NA,NA
"1632019","Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae",NA,NA
"35786","Bacteria","Coprothermobacterota","Coprothermobacteria","Coprothermobacterales","Coprothermobacteraceae",NA,NA
"56636","Archaea","Thermoproteota","Thermoprotei","Desulfurococcales","Desulfurococcaceae",NA,NA
"200415","Archaea","Thermoproteota","Thermoprotei","Acidilobales","Caldisphaeraceae",NA,NA
"135577","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Idiomarinaceae",NA,NA
"1628392","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Hahellaceae",NA,NA
"2697043","Bacteria","Kiritimatiellota","Tichowtungiia","Tichowtungiales","Tichowtungiaceae",NA,NA
"683846","Archaea","Thermoproteota","Thermoprotei","Fervidicoccales","Fervidicoccaceae",NA,NA
