Sample	City	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)	CMP-legionaminate biosynthesis I	CMP-legionaminate biosynthesis II
CAMDA23_MetaSUB_gCSD17_TOK_6	TOK	0.0	0.0	2.5	0.0
CAMDA23_MetaSUB_gCSD17_TOK_7	TOK	0.0	0.0	19.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_9	TOK	0.0	0.0	7.142857142857143	0.0
CAMDA23_MetaSUB_gCSD17_VIE_1	VIE	0.0	0.0	11.25	0.0
CAMDA23_MetaSUB_gCSD17_VIE_10	VIE	0.0	0.0	9.375	0.0
CAMDA23_MetaSUB_gCSD17_VIE_11	VIE	0.0	0.0	41.6	1.3333333333333333
CAMDA23_MetaSUB_gCSD17_VIE_12	VIE	0.0	0.0	15.5	0.0
CAMDA23_MetaSUB_gCSD17_VIE_13	VIE	0.0	0.0	8.875	0.0
CAMDA23_MetaSUB_gCSD17_VIE_14	VIE	0.0	0.0	17.5	0.0
CAMDA23_MetaSUB_gCSD17_VIE_15	VIE	0.0	0.0	2.375	0.0
CAMDA23_MetaSUB_gCSD17_VIE_16	VIE	0.0	0.0	9.88888888888889	0.0
CAMDA23_MetaSUB_gCSD17_VIE_2	VIE	0.0	0.0	8.88888888888889	0.0
CAMDA23_MetaSUB_gCSD17_VIE_3	VIE	0.0	0.0	3.857142857142857	0.0
CAMDA23_MetaSUB_gCSD17_VIE_4	VIE	0.0	0.0	9.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_5	VIE	0.0	0.0	19.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_6	VIE	0.0	0.0	6.375	0.0
CAMDA23_MetaSUB_gCSD17_VIE_7	VIE	0.0	0.0	7.375	0.0
CAMDA23_MetaSUB_gCSD17_VIE_8	VIE	0.0	0.0	39.22222222222222	0.0
CAMDA23_MetaSUB_gCSD17_VIE_9	VIE	0.0	0.0	8.333333333333334	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_1	ZRH	0.0	0.0	3.4285714285714284	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_10	ZRH	0.0	0.0	4.125	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_11	ZRH	0.0	0.0	3.0	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_12	ZRH	0.0	0.0	3.333333333333333	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_13	ZRH	2.0	0.0	26.77777777777778	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_14	ZRH	0.0	0.0	12.375	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_15	ZRH	1.0	0.0	8.625	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_16	ZRH	0.0	0.0	5.625	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_2	ZRH	0.0	0.0	13.25	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_3	ZRH	0.0	0.0	4.875	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_4	ZRH	0.0	0.0	7.5	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_5	ZRH	0.0	0.0	27.88888888888889	1.0
CAMDA23_MetaSUB_gCSD17_ZRH_6	ZRH	0.0	0.0	10.666666666666666	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_7	ZRH	0.0	0.0	8.285714285714286	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_8	ZRH	0.0	0.0	5.888888888888889	0.0
CAMDA23_MetaSUB_gCSD17_ZRH_9	ZRH	0.0	0.0	3.625	0.0
