Sample	City	CMP-Legionaminate-Biosynthesis	CMP-N-Acetylneuraminate-Biosynthesis	CMP-pseudaminate biosynthesis	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	gibberellin biosynthesis II (early C-3 hydroxylation)	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	gibberellin biosynthesis V	inosine-5'-phosphate biosynthesis I	inosine-5'-phosphate biosynthesis II	inosine-5'-phosphate biosynthesis III
CAMDA23_MetaSUB_gCSD17_DEN_18	DEN	2.333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_19	DEN	4.666666666666667	0.0	0.0	4.0	4.0	0.0	4.0	2.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_DEN_2	DEN	1.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	1.3333333333333333
CAMDA23_MetaSUB_gCSD17_DEN_21	DEN	2.2857142857142856	0.0	0.0	1.0	1.0	1.0	1.0	1.5	0.0	1.5
CAMDA23_MetaSUB_gCSD17_DEN_22	DEN	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_DEN_23	DEN	8.125	0.0	0.0	3.0	3.0	3.2857142857142856	3.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_DEN_3	DEN	3.0	0.0	0.0	1.0	1.0	0.0	1.0	2.6	1.6666666666666667	2.6
CAMDA23_MetaSUB_gCSD17_DEN_5	DEN	2.857142857142857	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	1.25	0.0	1.25
CAMDA23_MetaSUB_gCSD17_DEN_6	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_DEN_7	DEN	5.142857142857143	0.0	0.0	1.0	1.0	1.5714285714285714	1.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_DEN_8	DEN	2.875	0.0	0.0	1.0	1.0	0.0	1.0	2.5	0.0	2.5
CAMDA23_MetaSUB_gCSD17_DEN_9	DEN	5.125	0.0	1.0	3.0	3.0	3.0	3.0	3.75	0.0	3.75
CAMDA23_MetaSUB_gCSD17_DOH_1	DOH	12.333333333333334	0.0	0.0	3.0	3.0	3.2857142857142856	3.0	7.0	0.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_10	DOH	7.25	0.0	0.0	6.0	6.0	5.714285714285714	6.0	3.0	2.0	3.0
CAMDA23_MetaSUB_gCSD17_DOH_11	DOH	25.5	1.0	1.0	1.0	1.0	5.0	1.0	11.4	9.333333333333334	11.4
CAMDA23_MetaSUB_gCSD17_DOH_12	DOH	13.625	0.0	0.0	1.0	1.0	2.142857142857143	1.0	7.0	0.0	7.0
CAMDA23_MetaSUB_gCSD17_DOH_13	DOH	6.857142857142857	0.0	1.0	3.0	3.0	2.4285714285714284	3.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_DOH_14	DOH	25.375	0.0	0.0	12.0	12.0	12.571428571428571	12.0	5.75	0.0	5.75
CAMDA23_MetaSUB_gCSD17_DOH_2	DOH	12.125	1.0	1.0	2.0	2.0	0.0	2.0	5.8	4.666666666666667	5.8
CAMDA23_MetaSUB_gCSD17_DOH_3	DOH	15.75	0.0	0.0	5.0	5.0	5.285714285714286	5.0	6.25	0.0	6.25
CAMDA23_MetaSUB_gCSD17_DOH_4	DOH	5.5	0.0	0.0	2.0	2.0	0.0	2.0	5.0	0.0	5.0
CAMDA23_MetaSUB_gCSD17_DOH_5	DOH	8.777777777777779	0.0	1.0	3.0	3.0	3.0	3.0	6.0	0.0	6.0
CAMDA23_MetaSUB_gCSD17_DOH_6	DOH	12.22222222222222	0.0	0.0	6.0	6.0	7.714285714285714	6.0	3.25	0.0	3.25
CAMDA23_MetaSUB_gCSD17_DOH_7	DOH	14.75	0.0	0.0	2.0	2.0	3.4285714285714284	2.0	7.5	0.0	7.5
CAMDA23_MetaSUB_gCSD17_DOH_8	DOH	3.8333333333333335	0.0	0.0	6.0	6.0	6.0	6.0	1.6666666666666667	0.0	1.6666666666666667
CAMDA23_MetaSUB_gCSD17_DOH_9	DOH	11.375	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.0	6.25
CAMDA23_MetaSUB_gCSD17_ILR_1	ILR	16.88888888888889	0.0	0.0	4.0	4.0	4.0	4.0	9.25	0.0	9.25
CAMDA23_MetaSUB_gCSD17_ILR_10	ILR	10.714285714285714	1.0	0.0	1.0	1.0	1.8571428571428568	1.0	3.8	3.0	3.8
CAMDA23_MetaSUB_gCSD17_ILR_11	ILR	5.875	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0
CAMDA23_MetaSUB_gCSD17_ILR_12	ILR	56.766666666666666	3.0	1.0	20.0	20.0	18.571428571428573	20.0	22.6	17.666666666666668	22.6
CAMDA23_MetaSUB_gCSD17_ILR_13	ILR	3.7142857142857135	0.0	0.0	2.0	2.0	2.2857142857142856	2.0	2.333333333333333	0.0	2.333333333333333
CAMDA23_MetaSUB_gCSD17_ILR_14	ILR	14.625	0.0	0.0	1.0	1.0	1.8571428571428568	1.0	5.6	4.0	5.6
CAMDA23_MetaSUB_gCSD17_ILR_15	ILR	33.333333333333336	0.0	0.0	8.0	8.0	10.0	8.0	15.2	13.333333333333334	15.2
CAMDA23_MetaSUB_gCSD17_ILR_16	ILR	41.53333333333334	0.0	0.0	19.0	19.0	23.0	19.0	15.0	11.666666666666666	15.0
CAMDA23_MetaSUB_gCSD17_ILR_17	ILR	10.333333333333334	0.0	0.0	4.0	4.0	5.142857142857143	4.0	4.0	0.0	4.0
CAMDA23_MetaSUB_gCSD17_ILR_18	ILR	9.4	0.0	0.0	7.0	7.0	7.0	7.0	2.25	0.0	2.25
CAMDA23_MetaSUB_gCSD17_ILR_2	ILR	20.88888888888889	0.0	0.0	9.0	9.0	8.428571428571429	9.0	7.75	0.0	7.75
CAMDA23_MetaSUB_gCSD17_ILR_3	ILR	12.5	0.0	0.0	6.0	6.0	6.285714285714286	6.0	5.0	0.0	5.0
CAMDA23_MetaSUB_gCSD17_ILR_4	ILR	26.11111111111111	1.0	1.5	4.0	4.0	7.428571428571429	4.0	12.25	0.0	12.25
CAMDA23_MetaSUB_gCSD17_ILR_5	ILR	27.0	0.0	0.0	3.0	3.0	5.857142857142857	3.0	11.5	0.0	11.5
CAMDA23_MetaSUB_gCSD17_ILR_6	ILR	39.0	0.0	1.0	0.0	0.0	0.0	0.0	15.8	12.666666666666666	15.8
CAMDA23_MetaSUB_gCSD17_ILR_7	ILR	30.0	1.5	2.0	1.0	1.0	4.714285714285714	1.0	11.8	9.666666666666666	11.8
CAMDA23_MetaSUB_gCSD17_ILR_8	ILR	31.875	0.0	1.0	5.0	5.0	15.857142857142858	5.0	10.2	7.666666666666667	10.2
CAMDA23_MetaSUB_gCSD17_ILR_9	ILR	31.22222222222222	2.0	1.5	2.0	2.0	5.428571428571429	2.0	11.6	10.0	11.6
CAMDA23_MetaSUB_gCSD17_MIN_1	MIN	9.5	0.0	0.0	2.0	2.0	3.142857142857143	2.0	5.25	0.0	5.25
CAMDA23_MetaSUB_gCSD17_MIN_2	MIN	11.125	0.0	0.0	4.0	4.0	4.285714285714286	4.0	3.25	0.0	3.25
CAMDA23_MetaSUB_gCSD17_MIN_3	MIN	19.75	0.0	0.0	4.0	4.0	6.571428571428571	4.0	7.5	0.0	7.5
CAMDA23_MetaSUB_gCSD17_MIN_4	MIN	5.888888888888889	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	2.25
CAMDA23_MetaSUB_gCSD17_MIN_5	MIN	14.555555555555555	0.0	0.0	8.0	8.0	8.0	8.0	5.75	0.0	5.75
CAMDA23_MetaSUB_gCSD17_MIN_6	MIN	11.5	0.0	0.0	5.0	5.0	4.714285714285714	5.0	5.25	0.0	5.25
CAMDA23_MetaSUB_gCSD17_NYC_1	NYC	3.5	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666666667	0.0	1.6666666666666667
CAMDA23_MetaSUB_gCSD17_NYC_10	NYC	12.75	0.0	0.0	1.0	1.0	1.5714285714285714	1.0	6.2	5.666666666666667	6.2
CAMDA23_MetaSUB_gCSD17_NYC_11	NYC	3.857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_NYC_12	NYC	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_NYC_13	NYC	11.75	0.0	0.0	3.0	3.0	2.4285714285714284	3.0	7.0	6.0	7.0
CAMDA23_MetaSUB_gCSD17_NYC_14	NYC	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	1.6666666666666667	2.2
CAMDA23_MetaSUB_gCSD17_NYC_15	NYC	9.75	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	4.4	3.333333333333333	4.4
CAMDA23_MetaSUB_gCSD17_NYC_16	NYC	13.77777777777778	0.0	0.0	2.0	2.0	2.857142857142857	2.0	7.25	0.0	7.25
CAMDA23_MetaSUB_gCSD17_NYC_17	NYC	35.888888888888886	0.0	3.5	7.0	7.0	8.428571428571429	7.0	16.6	9.5	16.6
CAMDA23_MetaSUB_gCSD17_NYC_18	NYC	45.833333333333336	0.0	1.4	15.0	15.0	19.571428571428573	15.0	12.0	0.0	12.0
CAMDA23_MetaSUB_gCSD17_NYC_19	NYC	2.571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
CAMDA23_MetaSUB_gCSD17_NYC_2	NYC	7.125	0.0	0.0	1.0	1.0	1.2857142857142858	1.0	6.5	0.0	6.5
CAMDA23_MetaSUB_gCSD17_NYC_20	NYC	18.9	0.0	0.0	0.0	0.0	0.0	0.0	10.4	8.0	10.4
CAMDA23_MetaSUB_gCSD17_NYC_3	NYC	53.166666666666664	2.5	4.0	16.0	16.0	13.714285714285714	16.0	24.0	15.0	24.0
CAMDA23_MetaSUB_gCSD17_NYC_4	NYC	7.125	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	3.25
CAMDA23_MetaSUB_gCSD17_NYC_5	NYC	27.77777777777778	0.0	1.0	0.0	0.0	0.0	0.0	17.0	13.333333333333334	17.0
CAMDA23_MetaSUB_gCSD17_NYC_6	NYC	19.2	0.0	0.0	1.0	1.0	2.142857142857143	1.0	10.0	6.333333333333333	10.0
CAMDA23_MetaSUB_gCSD17_NYC_7	NYC	13.444444444444445	0.0	1.0	5.0	5.0	3.857142857142857	5.0	7.75	0.0	7.75
CAMDA23_MetaSUB_gCSD17_NYC_8	NYC	18.125	0.0	1.0	2.0	2.0	2.571428571428572	2.0	8.8	7.666666666666667	8.8
CAMDA23_MetaSUB_gCSD17_NYC_9	NYC	5.142857142857143	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	1.5	0.0	1.5
CAMDA23_MetaSUB_gCSD17_SAN_10	SAN	6.125	0.0	0.0	7.0	7.0	5.857142857142857	7.0	2.5	0.0	2.5
CAMDA23_MetaSUB_gCSD17_SAN_11	SAN	4.125	0.0	0.0	1.0	1.0	1.0	1.0	1.25	0.0	1.25
CAMDA23_MetaSUB_gCSD17_SAN_14	SAN	6.5	0.0	0.0	4.0	4.0	4.571428571428571	4.0	3.75	0.0	3.75
CAMDA23_MetaSUB_gCSD17_SAN_15	SAN	2.1666666666666665	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_SAN_16	SAN	1.1666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_2	SAN	18.875	0.0	0.0	3.0	3.0	6.428571428571429	3.0	8.25	0.0	8.25
CAMDA23_MetaSUB_gCSD17_SAN_7	SAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_8	SAN	2.75	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_SAN_9	SAN	16.375	0.0	0.0	6.0	6.0	5.428571428571429	6.0	7.5	0.0	7.5
CAMDA23_MetaSUB_gCSD17_SAO_1	SAO	6.75	0.0	0.0	3.0	3.0	3.2857142857142856	3.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_SAO_10	SAO	11.0	0.0	0.0	7.0	7.0	7.285714285714286	7.0	4.0	0.0	4.0
CAMDA23_MetaSUB_gCSD17_SAO_11	SAO	6.375	0.0	0.0	3.0	3.0	4.142857142857143	3.0	1.75	0.0	1.75
CAMDA23_MetaSUB_gCSD17_SAO_12	SAO	7.666666666666667	0.0	0.0	2.0	2.0	3.142857142857143	2.0	2.25	0.0	2.25
CAMDA23_MetaSUB_gCSD17_SAO_13	SAO	2.5	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.5
CAMDA23_MetaSUB_gCSD17_SAO_14	SAO	4.25	0.0	0.0	1.0	1.0	1.0	1.0	1.3333333333333333	0.0	1.3333333333333333
CAMDA23_MetaSUB_gCSD17_SAO_15	SAO	8.125	0.0	0.0	5.0	5.0	4.714285714285714	5.0	5.5	0.0	5.5
CAMDA23_MetaSUB_gCSD17_SAO_16	SAO	6.125	0.0	0.0	4.0	4.0	4.571428571428571	4.0	2.25	0.0	2.25
CAMDA23_MetaSUB_gCSD17_SAO_17	SAO	2.2857142857142856	0.0	0.0	1.0	1.0	1.8571428571428568	1.0	0.0	0.0	1.5
CAMDA23_MetaSUB_gCSD17_SAO_18	SAO	9.375	0.0	0.0	9.0	9.0	9.0	9.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_SAO_19	SAO	3.375	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666666667	0.0	1.6666666666666667
CAMDA23_MetaSUB_gCSD17_SAO_2	SAO	7.5	0.0	0.0	3.0	3.0	3.571428571428572	3.0	4.25	4.0	4.25
CAMDA23_MetaSUB_gCSD17_SAO_20	SAO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_SAO_21	SAO	2.2857142857142856	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	1.3333333333333333
CAMDA23_MetaSUB_gCSD17_SAO_22	SAO	3.25	0.0	0.0	1.0	1.0	1.0	1.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_SAO_23	SAO	9.25	2.0	1.0	3.0	3.0	2.4285714285714284	3.0	2.5	0.0	2.5
CAMDA23_MetaSUB_gCSD17_SAO_24	SAO	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.25	0.0	1.25
CAMDA23_MetaSUB_gCSD17_SAO_25	SAO	0.0	0.0	0.0	1.0	1.0	1.2857142857142858	1.0	1.25	0.0	1.25
CAMDA23_MetaSUB_gCSD17_SAO_3	SAO	0.0	0.0	0.0	1.0	1.0	1.2857142857142858	1.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_SAO_4	SAO	2.4285714285714284	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_SAO_5	SAO	3.125	0.0	0.0	1.0	1.0	1.5714285714285714	1.0	1.5	0.0	1.5
CAMDA23_MetaSUB_gCSD17_SAO_6	SAO	7.375	0.0	0.0	8.0	8.0	6.285714285714286	8.0	3.25	0.0	3.25
CAMDA23_MetaSUB_gCSD17_SAO_7	SAO	20.125	0.0	0.0	10.0	10.0	10.285714285714286	10.0	3.75	0.0	3.75
CAMDA23_MetaSUB_gCSD17_SAO_8	SAO	10.875	0.0	0.0	5.0	5.0	5.0	5.0	3.5	0.0	3.5
CAMDA23_MetaSUB_gCSD17_SAO_9	SAO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_TOK_1	TOK	3.571428571428572	0.0	0.0	2.0	2.0	2.2857142857142856	2.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_TOK_10	TOK	3.5	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	2.25
CAMDA23_MetaSUB_gCSD17_TOK_11	TOK	8.125	0.0	0.0	5.0	5.0	4.428571428571429	5.0	5.0	0.0	5.0
CAMDA23_MetaSUB_gCSD17_TOK_12	TOK	6.25	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
CAMDA23_MetaSUB_gCSD17_TOK_13	TOK	11.125	0.0	0.0	4.0	4.0	3.7142857142857135	4.0	4.5	0.0	4.5
CAMDA23_MetaSUB_gCSD17_TOK_14	TOK	8.75	0.0	1.0	3.0	3.0	2.7142857142857144	3.0	4.75	0.0	4.75
CAMDA23_MetaSUB_gCSD17_TOK_15	TOK	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_TOK_16	TOK	6.0	0.0	0.0	3.0	3.0	3.857142857142857	3.0	1.25	0.0	1.25
CAMDA23_MetaSUB_gCSD17_TOK_17	TOK	17.875	0.0	0.0	10.0	10.0	10.571428571428571	10.0	4.25	0.0	4.25
CAMDA23_MetaSUB_gCSD17_TOK_18	TOK	3.0	0.0	0.0	2.0	2.0	2.857142857142857	2.0	2.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_TOK_19	TOK	16.25	0.0	0.0	9.0	9.0	9.571428571428571	9.0	5.5	0.0	5.5
CAMDA23_MetaSUB_gCSD17_TOK_2	TOK	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_TOK_20	TOK	11.625	0.0	0.0	0.0	0.0	0.0	0.0	4.75	0.0	4.75
CAMDA23_MetaSUB_gCSD17_TOK_21	TOK	6.875	0.0	0.0	2.0	2.0	2.571428571428572	2.0	3.25	0.0	3.25
CAMDA23_MetaSUB_gCSD17_TOK_22	TOK	5.875	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_TOK_23	TOK	6.625	0.0	0.0	3.0	3.0	3.2857142857142856	3.0	4.0	0.0	4.0
CAMDA23_MetaSUB_gCSD17_TOK_24	TOK	10.25	0.0	0.0	4.0	4.0	4.571428571428571	4.0	4.0	0.0	4.0
CAMDA23_MetaSUB_gCSD17_TOK_25	TOK	2.142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	1.5
CAMDA23_MetaSUB_gCSD17_TOK_3	TOK	9.75	0.0	0.0	1.0	1.0	1.2857142857142858	1.0	4.75	0.0	4.75
CAMDA23_MetaSUB_gCSD17_TOK_4	TOK	8.875	1.0	0.0	0.0	0.0	0.0	0.0	5.25	0.0	5.25
CAMDA23_MetaSUB_gCSD17_TOK_5	TOK	1.6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CAMDA23_MetaSUB_gCSD17_TOK_6	TOK	2.5	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_7	TOK	19.0	0.0	0.0	9.0	9.0	8.714285714285714	9.0	5.25	0.0	5.25
CAMDA23_MetaSUB_gCSD17_TOK_8	TOK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	3.0	2.75
CAMDA23_MetaSUB_gCSD17_TOK_9	TOK	7.142857142857143	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_VIE_1	VIE	11.25	0.0	1.0	1.0	1.0	1.0	1.0	7.0	0.0	7.0
CAMDA23_MetaSUB_gCSD17_VIE_10	VIE	9.375	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	6.5
CAMDA23_MetaSUB_gCSD17_VIE_11	VIE	42.93333333333334	0.0	1.0	5.0	5.0	6.714285714285714	5.0	21.4	16.0	21.4
CAMDA23_MetaSUB_gCSD17_VIE_12	VIE	15.5	0.0	1.0	3.0	3.0	3.2857142857142856	3.0	7.75	0.0	7.75
CAMDA23_MetaSUB_gCSD17_VIE_13	VIE	8.875	0.0	0.0	4.0	4.0	3.7142857142857135	4.0	4.4	3.333333333333333	4.4
CAMDA23_MetaSUB_gCSD17_VIE_14	VIE	17.5	0.0	0.0	5.0	5.0	7.285714285714286	5.0	5.75	0.0	5.75
CAMDA23_MetaSUB_gCSD17_VIE_15	VIE	2.375	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_VIE_16	VIE	9.88888888888889	0.0	1.0	1.0	1.0	1.5714285714285714	1.0	6.25	0.0	6.25
CAMDA23_MetaSUB_gCSD17_VIE_2	VIE	8.88888888888889	0.0	0.0	3.0	3.0	3.571428571428572	3.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_VIE_3	VIE	3.857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.0	2.6
CAMDA23_MetaSUB_gCSD17_VIE_4	VIE	9.0	0.0	1.6666666666666667	6.0	6.0	6.285714285714286	6.0	4.25	0.0	4.25
CAMDA23_MetaSUB_gCSD17_VIE_5	VIE	19.0	0.0	0.0	5.0	5.0	5.571428571428571	5.0	8.25	0.0	8.25
CAMDA23_MetaSUB_gCSD17_VIE_6	VIE	6.375	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.0	6.25
CAMDA23_MetaSUB_gCSD17_VIE_7	VIE	7.375	0.0	0.0	1.0	1.0	1.2857142857142858	1.0	2.5	0.0	2.5
CAMDA23_MetaSUB_gCSD17_VIE_8	VIE	39.22222222222222	0.0	2.5	14.0	14.0	13.714285714285714	14.0	13.75	0.0	13.75
CAMDA23_MetaSUB_gCSD17_VIE_9	VIE	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	5.4	5.0	5.4
CAMDA23_MetaSUB_gCSD17_ZRH_1	ZRH	3.4285714285714284	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_ZRH_10	ZRH	4.125	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	2.5
CAMDA23_MetaSUB_gCSD17_ZRH_11	ZRH	3.0	0.0	0.0	1.0	1.0	0.0	1.0	1.25	0.0	1.25
CAMDA23_MetaSUB_gCSD17_ZRH_12	ZRH	3.333333333333333	0.0	0.0	3.0	3.0	4.428571428571429	3.0	1.75	0.0	1.75
CAMDA23_MetaSUB_gCSD17_ZRH_13	ZRH	26.77777777777778	2.0	1.0	7.0	7.0	8.142857142857142	7.0	9.0	7.333333333333333	9.0
CAMDA23_MetaSUB_gCSD17_ZRH_14	ZRH	12.375	0.0	1.0	0.0	0.0	0.0	0.0	4.8	4.0	4.8
CAMDA23_MetaSUB_gCSD17_ZRH_15	ZRH	8.625	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0
CAMDA23_MetaSUB_gCSD17_ZRH_16	ZRH	5.625	0.0	0.0	1.0	1.0	1.0	1.0	2.75	0.0	2.75
CAMDA23_MetaSUB_gCSD17_ZRH_2	ZRH	13.25	0.0	0.0	7.0	7.0	8.714285714285714	7.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_ZRH_3	ZRH	4.875	0.0	0.0	1.0	1.0	1.5714285714285714	1.0	2.0	0.0	2.0
CAMDA23_MetaSUB_gCSD17_ZRH_4	ZRH	7.5	0.0	0.0	0.0	0.0	0.0	0.0	2.8	1.6666666666666667	2.8
CAMDA23_MetaSUB_gCSD17_ZRH_5	ZRH	28.88888888888889	0.0	0.0	2.0	2.0	4.285714285714286	2.0	11.75	0.0	11.75
CAMDA23_MetaSUB_gCSD17_ZRH_6	ZRH	10.666666666666666	0.0	0.0	3.0	3.0	3.0	3.0	6.0	0.0	6.0
CAMDA23_MetaSUB_gCSD17_ZRH_7	ZRH	8.285714285714286	0.0	0.0	4.0	4.0	3.4285714285714284	4.0	3.25	0.0	3.25
CAMDA23_MetaSUB_gCSD17_ZRH_8	ZRH	5.888888888888889	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
CAMDA23_MetaSUB_gCSD17_ZRH_9	ZRH	3.625	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	1.75
