	City	1	2	3	4	5	6	7
CAMDA23_MetaSUB_gCSD17_ILR_11	ILR	1421.0	3649.0	1515.0	655.0	539.0	728.0	314.0
CAMDA23_MetaSUB_gCSD17_ILR_12	ILR	16086.0	20600.0	12303.0	6288.0	4159.0	7213.0	3328.0
CAMDA23_MetaSUB_gCSD17_ILR_13	ILR	2240.0	2371.0	1522.0	809.0	559.0	1082.0	446.0
CAMDA23_MetaSUB_gCSD17_ILR_14	ILR	5139.0	7910.0	4058.0	2016.0	1437.0	2471.0	1164.0
CAMDA23_MetaSUB_gCSD17_ILR_15	ILR	11009.0	12635.0	7680.0	3928.0	2648.0	4931.0	2529.0
CAMDA23_MetaSUB_gCSD17_ILR_16	ILR	10193.0	11065.0	6545.0	3538.0	2283.0	3872.0	2165.0
CAMDA23_MetaSUB_gCSD17_ILR_17	ILR	3720.0	3968.0	2431.0	1348.0	856.0	1600.0	817.0
CAMDA23_MetaSUB_gCSD17_ILR_18	ILR	2832.0	3125.0	1797.0	1007.0	632.0	1140.0	670.0
CAMDA23_MetaSUB_gCSD17_ILR_2	ILR	6736.0	7704.0	4421.0	2382.0	1593.0	2871.0	1464.0
CAMDA23_MetaSUB_gCSD17_ILR_3	ILR	3656.0	4166.0	2255.0	1236.0	830.0	1553.0	783.0
CAMDA23_MetaSUB_gCSD17_ILR_4	ILR	5435.0	7407.0	4144.0	2154.0	1390.0	2584.0	1231.0
CAMDA23_MetaSUB_gCSD17_ILR_5	ILR	6982.0	8259.0	4626.0	2578.0	1785.0	3076.0	1501.0
CAMDA23_MetaSUB_gCSD17_ILR_6	ILR	9412.0	14607.0	7584.0	3888.0	2676.0	4917.0	2166.0
CAMDA23_MetaSUB_gCSD17_ILR_7	ILR	5719.0	6343.0	4024.0	2046.0	1392.0	2627.0	1212.0
CAMDA23_MetaSUB_gCSD17_ILR_8	ILR	5480.0	6713.0	3904.0	2082.0	1361.0	2547.0	1138.0
CAMDA23_MetaSUB_gCSD17_ILR_9	ILR	6354.0	7047.0	4435.0	2386.0	1549.0	2928.0	1402.0
CAMDA23_MetaSUB_gCSD17_MIN_1	MIN	3302.0	3946.0	2337.0	1250.0	817.0	1645.0	703.0
CAMDA23_MetaSUB_gCSD17_MIN_2	MIN	3627.0	3774.0	2381.0	1316.0	851.0	1507.0	836.0
CAMDA23_MetaSUB_gCSD17_MIN_3	MIN	4945.0	5113.0	3011.0	1719.0	1010.0	1829.0	1127.0
CAMDA23_MetaSUB_gCSD17_MIN_4	MIN	3439.0	3625.0	2421.0	1209.0	768.0	1577.0	733.0
CAMDA23_MetaSUB_gCSD17_MIN_5	MIN	4169.0	4104.0	2551.0	1439.0	859.0	1602.0	899.0
CAMDA23_MetaSUB_gCSD17_MIN_6	MIN	4221.0	4779.0	3156.0	1551.0	1032.0	1824.0	1012.0
CAMDA23_MetaSUB_gCSD17_NYC_1	NYC	1798.0	4515.0	1525.0	687.0	553.0	898.0	540.0
CAMDA23_MetaSUB_gCSD17_NYC_10	NYC	3599.0	10053.0	3545.0	1626.0	1184.0	2000.0	923.0
CAMDA23_MetaSUB_gCSD17_NYC_11	NYC	1480.0	5833.0	1979.0	642.0	494.0	798.0	397.0
CAMDA23_MetaSUB_gCSD17_NYC_12	NYC	1089.0	2047.0	859.0	359.0	295.0	611.0	260.0
CAMDA23_MetaSUB_gCSD17_NYC_13	NYC	4724.0	8221.0	3920.0	1842.0	1336.0	2319.0	1112.0
CAMDA23_MetaSUB_gCSD17_NYC_14	NYC	3020.0	5119.0	2467.0	1124.0	913.0	1634.0	809.0
CAMDA23_MetaSUB_gCSD17_NYC_15	NYC	3123.0	5421.0	2718.0	1316.0	908.0	1593.0	717.0
CAMDA23_MetaSUB_gCSD17_NYC_16	NYC	3089.0	6859.0	2794.0	1377.0	1004.0	1755.0	745.0
CAMDA23_MetaSUB_gCSD17_NYC_17	NYC	12112.0	18598.0	9510.0	5035.0	3527.0	6501.0	2834.0
CAMDA23_MetaSUB_gCSD17_NYC_18	NYC	7214.0	7194.0	3907.0	2434.0	1307.0	2250.0	1646.0
CAMDA23_MetaSUB_gCSD17_NYC_19	NYC	2151.0	20562.0	4366.0	1027.0	797.0	1070.0	609.0
CAMDA23_MetaSUB_gCSD17_NYC_2	NYC	3984.0	6965.0	3322.0	1499.0	1156.0	2057.0	1049.0
CAMDA23_MetaSUB_gCSD17_NYC_20	NYC	4940.0	15590.0	5151.0	2329.0	1714.0	3011.0	1195.0
CAMDA23_MetaSUB_gCSD17_NYC_3	NYC	11719.0	15044.0	9264.0	4584.0	3081.0	4854.0	2754.0
CAMDA23_MetaSUB_gCSD17_NYC_4	NYC	2004.0	4579.0	1568.0	831.0	531.0	961.0	478.0
CAMDA23_MetaSUB_gCSD17_NYC_5	NYC	6701.0	14738.0	6719.0	3126.0	2420.0	4074.0	1650.0
CAMDA23_MetaSUB_gCSD17_NYC_6	NYC	6332.0	11260.0	5634.0	2826.0	2026.0	3500.0	1495.0
CAMDA23_MetaSUB_gCSD17_NYC_7	NYC	6403.0	8985.0	5117.0	2373.0	1823.0	3166.0	1589.0
CAMDA23_MetaSUB_gCSD17_NYC_8	NYC	5077.0	10451.0	4451.0	2208.0	1591.0	2887.0	1119.0
CAMDA23_MetaSUB_gCSD17_NYC_9	NYC	1606.0	9115.0	2175.0	688.0	517.0	883.0	453.0
CAMDA23_MetaSUB_gCSD17_SAN_1	SAN	153.0	163.0	138.0	42.0	43.0	94.0	78.0
CAMDA23_MetaSUB_gCSD17_SAN_10	SAN	2285.0	2245.0	1516.0	757.0	537.0	909.0	510.0
CAMDA23_MetaSUB_gCSD17_SAN_11	SAN	1989.0	2189.0	1419.0	711.0	489.0	1044.0	422.0
CAMDA23_MetaSUB_gCSD17_SAN_12	SAN	89.0	95.0	101.0	23.0	12.0	27.0	34.0
CAMDA23_MetaSUB_gCSD17_SAN_13	SAN	267.0	422.0	225.0	89.0	74.0	104.0	87.0
CAMDA23_MetaSUB_gCSD17_SAN_14	SAN	2926.0	2975.0	1814.0	998.0	568.0	1132.0	628.0
CAMDA23_MetaSUB_gCSD17_SAN_15	SAN	1149.0	2119.0	942.0	428.0	346.0	608.0	319.0
CAMDA23_MetaSUB_gCSD17_SAN_16	SAN	465.0	520.0	343.0	159.0	126.0	263.0	145.0
CAMDA23_MetaSUB_gCSD17_SAN_2	SAN	7094.0	7615.0	5171.0	2500.0	1769.0	2961.0	1397.0
CAMDA23_MetaSUB_gCSD17_SAN_3	SAN	19.0	23.0	22.0	14.0	12.0	7.0	5.0
CAMDA23_MetaSUB_gCSD17_SAN_4	SAN	260.0	260.0	197.0	48.0	59.0	96.0	106.0
CAMDA23_MetaSUB_gCSD17_SAN_5	SAN	158.0	170.0	127.0	32.0	43.0	59.0	61.0
CAMDA23_MetaSUB_gCSD17_SAN_6	SAN	90.0	94.0	58.0	14.0	13.0	18.0	42.0
CAMDA23_MetaSUB_gCSD17_SAN_7	SAN	1009.0	1079.0	702.0	289.0	269.0	468.0	267.0
CAMDA23_MetaSUB_gCSD17_SAN_8	SAN	2552.0	2652.0	1762.0	884.0	628.0	1140.0	649.0
CAMDA23_MetaSUB_gCSD17_SAN_9	SAN	5089.0	5287.0	3453.0	1709.0	1205.0	2106.0	1030.0
CAMDA23_MetaSUB_gCSD17_SAO_1	SAO	1732.0	2240.0	1129.0	549.0	363.0	720.0	439.0
CAMDA23_MetaSUB_gCSD17_SAO_10	SAO	2565.0	2661.0	1549.0	821.0	545.0	866.0	644.0
CAMDA23_MetaSUB_gCSD17_SAO_11	SAO	2182.0	2584.0	1286.0	661.0	393.0	758.0	500.0
CAMDA23_MetaSUB_gCSD17_SAO_12	SAO	1974.0	2667.0	1161.0	667.0	425.0	737.0	506.0
CAMDA23_MetaSUB_gCSD17_SAO_13	SAO	323.0	391.0	226.0	119.0	74.0	120.0	101.0
CAMDA23_MetaSUB_gCSD17_SAO_14	SAO	806.0	2178.0	521.0	280.0	179.0	347.0	187.0
CAMDA23_MetaSUB_gCSD17_SAO_15	SAO	2244.0	4007.0	1842.0	880.0	576.0	1034.0	507.0
CAMDA23_MetaSUB_gCSD17_SAO_16	SAO	1829.0	1740.0	996.0	618.0	366.0	611.0	426.0
CAMDA23_MetaSUB_gCSD17_SAO_17	SAO	954.0	1015.0	580.0	323.0	193.0	382.0	238.0
CAMDA23_MetaSUB_gCSD17_SAO_18	SAO	2585.0	3055.0	1617.0	892.0	518.0	1045.0	605.0
CAMDA23_MetaSUB_gCSD17_SAO_19	SAO	1250.0	2465.0	1038.0	507.0	400.0	597.0	432.0
CAMDA23_MetaSUB_gCSD17_SAO_2	SAO	2063.0	2601.0	1357.0	741.0	426.0	851.0	501.0
CAMDA23_MetaSUB_gCSD17_SAO_20	SAO	181.0	1392.0	209.0	67.0	66.0	127.0	55.0
CAMDA23_MetaSUB_gCSD17_SAO_21	SAO	1133.0	1586.0	797.0	381.0	261.0	530.0	220.0
CAMDA23_MetaSUB_gCSD17_SAO_22	SAO	1140.0	1071.0	641.0	364.0	211.0	437.0	241.0
CAMDA23_MetaSUB_gCSD17_SAO_23	SAO	1561.0	1818.0	1037.0	508.0	325.0	640.0	383.0
CAMDA23_MetaSUB_gCSD17_SAO_24	SAO	803.0	666.0	416.0	227.0	136.0	258.0	197.0
CAMDA23_MetaSUB_gCSD17_SAO_25	SAO	834.0	2906.0	576.0	287.0	184.0	361.0	198.0
CAMDA23_MetaSUB_gCSD17_SAO_3	SAO	1295.0	1775.0	989.0	533.0	382.0	694.0	260.0
CAMDA23_MetaSUB_gCSD17_SAO_4	SAO	317.0	5317.0	701.0	165.0	106.0	138.0	92.0
CAMDA23_MetaSUB_gCSD17_SAO_5	SAO	720.0	926.0	433.0	228.0	136.0	255.0	170.0
CAMDA23_MetaSUB_gCSD17_SAO_6	SAO	2384.0	2745.0	1461.0	827.0	490.0	989.0	513.0
CAMDA23_MetaSUB_gCSD17_SAO_7	SAO	3902.0	3696.0	2110.0	1281.0	647.0	1199.0	875.0
CAMDA23_MetaSUB_gCSD17_SAO_8	SAO	2614.0	2539.0	1459.0	821.0	462.0	922.0	625.0
CAMDA23_MetaSUB_gCSD17_SAO_9	SAO	348.0	1220.0	307.0	136.0	121.0	231.0	113.0
CAMDA23_MetaSUB_gCSD17_TOK_1	TOK	1133.0	3746.0	1165.0	463.0	369.0	659.0	272.0
CAMDA23_MetaSUB_gCSD17_TOK_10	TOK	1263.0	2055.0	969.0	452.0	309.0	613.0	303.0
CAMDA23_MetaSUB_gCSD17_TOK_11	TOK	2484.0	5232.0	2020.0	915.0	621.0	1236.0	572.0
CAMDA23_MetaSUB_gCSD17_TOK_12	TOK	2042.0	5394.0	2010.0	869.0	587.0	1161.0	550.0
CAMDA23_MetaSUB_gCSD17_TOK_13	TOK	2891.0	3086.0	1661.0	931.0	590.0	1086.0	634.0
CAMDA23_MetaSUB_gCSD17_TOK_14	TOK	2640.0	4657.0	2112.0	1030.0	697.0	1277.0	663.0
CAMDA23_MetaSUB_gCSD17_TOK_15	TOK	660.0	925.0	558.0	222.0	203.0	384.0	157.0
CAMDA23_MetaSUB_gCSD17_TOK_16	TOK	2025.0	2942.0	2701.0	823.0	641.0	676.0	435.0
CAMDA23_MetaSUB_gCSD17_TOK_17	TOK	3425.0	3130.0	1923.0	1155.0	606.0	1098.0	798.0
CAMDA23_MetaSUB_gCSD17_TOK_18	TOK	892.0	1195.0	1184.0	330.0	220.0	246.0	269.0
CAMDA23_MetaSUB_gCSD17_TOK_19	TOK	3290.0	3245.0	1836.0	1063.0	592.0	1114.0	826.0
CAMDA23_MetaSUB_gCSD17_TOK_2	TOK	1139.0	2546.0	941.0	462.0	322.0	622.0	306.0
CAMDA23_MetaSUB_gCSD17_TOK_20	TOK	1316.0	3909.0	1566.0	673.0	516.0	917.0	380.0
CAMDA23_MetaSUB_gCSD17_TOK_21	TOK	1659.0	1950.0	1159.0	581.0	335.0	665.0	375.0
CAMDA23_MetaSUB_gCSD17_TOK_22	TOK	1709.0	4239.0	1841.0	720.0	597.0	1005.0	444.0
CAMDA23_MetaSUB_gCSD17_TOK_23	TOK	1733.0	3065.0	1296.0	703.0	426.0	838.0	467.0
CAMDA23_MetaSUB_gCSD17_TOK_24	TOK	2848.0	5355.0	2322.0	1083.0	786.0	1397.0	728.0
CAMDA23_MetaSUB_gCSD17_TOK_25	TOK	884.0	1615.0	714.0	339.0	280.0	499.0	216.0
CAMDA23_MetaSUB_gCSD17_TOK_3	TOK	2171.0	3977.0	1663.0	825.0	596.0	1095.0	514.0
CAMDA23_MetaSUB_gCSD17_TOK_4	TOK	2196.0	3751.0	1763.0	912.0	690.0	1257.0	556.0
CAMDA23_MetaSUB_gCSD17_TOK_5	TOK	678.0	892.0	522.0	228.0	197.0	299.0	184.0
CAMDA23_MetaSUB_gCSD17_TOK_6	TOK	1021.0	1886.0	1739.0	471.0	379.0	397.0	311.0
CAMDA23_MetaSUB_gCSD17_TOK_7	TOK	3245.0	3084.0	1843.0	1068.0	594.0	990.0	752.0
CAMDA23_MetaSUB_gCSD17_TOK_8	TOK	1415.0	1575.0	1672.0	493.0	333.0	366.0	259.0
CAMDA23_MetaSUB_gCSD17_TOK_9	TOK	1896.0	2344.0	1242.0	608.0	410.0	776.0	473.0
CAMDA23_MetaSUB_gCSD17_VIE_1	VIE	3131.0	5668.0	2849.0	1395.0	1044.0	1807.0	778.0
CAMDA23_MetaSUB_gCSD17_VIE_10	VIE	2119.0	8130.0	2796.0	1113.0	945.0	1530.0	610.0
CAMDA23_MetaSUB_gCSD17_VIE_11	VIE	8026.0	9465.0	6000.0	3178.0	2035.0	3626.0	1779.0
CAMDA23_MetaSUB_gCSD17_VIE_12	VIE	3110.0	7131.0	2901.0	1264.0	897.0	1463.0	789.0
CAMDA23_MetaSUB_gCSD17_VIE_13	VIE	4273.0	6450.0	3338.0	1583.0	1143.0	2081.0	956.0
CAMDA23_MetaSUB_gCSD17_VIE_14	VIE	3702.0	4364.0	2321.0	1360.0	809.0	1433.0	899.0
CAMDA23_MetaSUB_gCSD17_VIE_15	VIE	713.0	5649.0	1171.0	346.0	284.0	419.0	227.0
CAMDA23_MetaSUB_gCSD17_VIE_16	VIE	3539.0	5577.0	2650.0	1450.0	937.0	1706.0	781.0
CAMDA23_MetaSUB_gCSD17_VIE_2	VIE	2438.0	3578.0	1624.0	845.0	586.0	1040.0	653.0
CAMDA23_MetaSUB_gCSD17_VIE_3	VIE	1321.0	2907.0	1041.0	506.0	379.0	632.0	312.0
CAMDA23_MetaSUB_gCSD17_VIE_4	VIE	2742.0	3449.0	1916.0	1015.0	601.0	1155.0	572.0
CAMDA23_MetaSUB_gCSD17_VIE_5	VIE	5034.0	7319.0	3991.0	2025.0	1484.0	2223.0	1112.0
CAMDA23_MetaSUB_gCSD17_VIE_6	VIE	1775.0	5210.0	1960.0	870.0	685.0	1223.0	523.0
CAMDA23_MetaSUB_gCSD17_VIE_7	VIE	3702.0	4901.0	2515.0	1280.0	916.0	1705.0	801.0
CAMDA23_MetaSUB_gCSD17_VIE_8	VIE	8402.0	9283.0	5493.0	2823.0	1887.0	3180.0	1838.0
CAMDA23_MetaSUB_gCSD17_VIE_9	VIE	1810.0	5042.0	2054.0	953.0	732.0	1200.0	533.0
CAMDA23_MetaSUB_gCSD17_ZRH_1	ZRH	808.0	4256.0	904.0	370.0	282.0	473.0	237.0
CAMDA23_MetaSUB_gCSD17_ZRH_10	ZRH	1348.0	3336.0	1109.0	564.0	392.0	734.0	335.0
CAMDA23_MetaSUB_gCSD17_ZRH_11	ZRH	743.0	5482.0	1139.0	393.0	316.0	546.0	298.0
CAMDA23_MetaSUB_gCSD17_ZRH_12	ZRH	1805.0	2315.0	1753.0	671.0	453.0	688.0	449.0
CAMDA23_MetaSUB_gCSD17_ZRH_13	ZRH	5705.0	8703.0	5497.0	2431.0	1697.0	2353.0	1314.0
CAMDA23_MetaSUB_gCSD17_ZRH_14	ZRH	3400.0	4801.0	3742.0	1398.0	1011.0	1358.0	783.0
CAMDA23_MetaSUB_gCSD17_ZRH_15	ZRH	2555.0	5341.0	2298.0	1129.0	869.0	1547.0	704.0
CAMDA23_MetaSUB_gCSD17_ZRH_16	ZRH	2007.0	3648.0	1584.0	842.0	597.0	1101.0	616.0
CAMDA23_MetaSUB_gCSD17_ZRH_2	ZRH	2646.0	2246.0	1359.0	806.0	459.0	803.0	615.0
CAMDA23_MetaSUB_gCSD17_ZRH_3	ZRH	1717.0	2681.0	1229.0	641.0	483.0	824.0	410.0
CAMDA23_MetaSUB_gCSD17_ZRH_4	ZRH	1637.0	4111.0	1568.0	726.0	543.0	984.0	390.0
CAMDA23_MetaSUB_gCSD17_ZRH_5	ZRH	5859.0	7416.0	4381.0	2204.0	1622.0	2845.0	1457.0
CAMDA23_MetaSUB_gCSD17_ZRH_6	ZRH	4784.0	6180.0	3441.0	1802.0	1256.0	2347.0	1092.0
CAMDA23_MetaSUB_gCSD17_ZRH_7	ZRH	2591.0	3771.0	2274.0	1038.0	749.0	1153.0	671.0
CAMDA23_MetaSUB_gCSD17_ZRH_8	ZRH	1678.0	4976.0	1616.0	748.0	565.0	982.0	511.0
CAMDA23_MetaSUB_gCSD17_ZRH_9	ZRH	1094.0	6663.0	1325.0	471.0	349.0	587.0	292.0
